tf,condition,reporterFC,replicate,logFC,p_adjusted,sig,ctrl_activity
HIF1A,mES_POU5F1_DEG,0.222141881094106,R2,-0.502865614264656,0.37557624446745,NS,-2.25136275600145
HIF1A,mES_SOX2_DEG,-0.107698450193153,R1,-0.958102514046326,8.30825072739651e-5,Downregulated,-1.11385181003366
HIF1A,mES_SOX2_DEG,0.269296352244947,R2,-0.958102514046326,8.30825072739651e-5,Downregulated,-1.11385181003366
HNF1A,mES_CH,0.329193969967149,R1,-0.0808490838075263,0.908130000950612,NS,-0.736326740399978
HNF1A,mES_CH,-0.116558399589946,R2,-0.0808490838075263,0.908130000950612,NS,-0.736326740399978
HNF1A,mES_CH,-0.444122165499642,R3,-0.0808490838075263,0.908130000950612,NS,-0.736326740399978
HNF1A,mES_FOXA1_OE,-0.888050201337459,R3,-1.23263001237812,0.893231578489261,NS,-3.71412639467519
HNF1A,mES_LIF,-0.479764093175807,R1,-0.52374212390943,0.405005078301245,NS,-0.737586278672564
HNF1A,mES_LIF,-0.286850835794682,R2,-0.52374212390943,0.405005078301245,NS,-0.737586278672564
HNF1A,mES_LIF,-0.382066472092827,R3,-0.52374212390943,0.405005078301245,NS,-0.737586278672564
HNF1A,mES_POU5F1_DEG,-0.670864980793464,R1,-0.804204542306218,0.620399033732159,NS,-2.92321814102831
HNF1A,mES_POU5F1_DEG,-0.727123745850737,R2,-0.804204542306218,0.620399033732159,NS,-2.92321814102831
HNF1A,mES_SOX2_DEG,0.346992609679543,R1,0.615531815307768,0.296318217141997,NS,-0.691138045135926
HNF1A,mES_SOX2_DEG,0.803373228295873,R2,0.615531815307768,0.296318217141997,NS,-0.691138045135926
HNF4A,mES_CH,-0.0714697361040785,R1,-0.0619238800436152,0.908130000950612,NS,-1.18090717783345
HNF4A,mES_CH,-0.731589048317259,R2,-0.0619238800436152,0.908130000950612,NS,-1.18090717783345
HNF4A,mES_CH,-0.296416438654275,R3,-0.0619238800436152,0.908130000950612,NS,-1.18090717783345
HNF4A,mES_FOXA1_OE,-0.651979200185373,R3,1.81203477807367,0.679063970513105,NS,-5.16207389688126
HNF4A,mES_LIF,0.748938721368588,R1,-0.106369737062612,0.785376171246892,NS,-1.17636369751183
HNF4A,mES_LIF,-0.85541978421638,R2,-0.106369737062612,0.785376171246892,NS,-1.17636369751183
HNF4A,mES_LIF,-0.287042011646973,R3,-0.106369737062612,0.785376171246892,NS,-1.17636369751183
HNF4A,mES_POU5F1_DEG,1.15793764620184,R1,1.34675377402059,0.0733754744683463,NS,-5.55058418420669
HNF4A,mES_POU5F1_DEG,2.42360446664015,R2,1.34675377402059,0.0733754744683463,NS,-5.55058418420669
HNF4A,mES_SOX2_DEG,0.7525023397081,R1,-0.979715747151637,3.165914604463e-4,Downregulated,-1.17721944082632
HNF4A,mES_SOX2_DEG,1.06952637537892,R2,-0.979715747151637,3.165914604463e-4,Downregulated,-1.17721944082632
HOMEZ,mES_CH,0.0862299170467709,R1,0.18997337307279,0.908130000950612,NS,-1.00290570816272
HOMEZ,mES_CH,-1.84472397883044,R2,0.18997337307279,0.908130000950612,NS,-1.00290570816272
HOMEZ,mES_CH,-0.302616653883147,R3,0.18997337307279,0.908130000950612,NS,-1.00290570816272
HOMEZ,mES_FOXA1_OE,-1.54563726047075,R3,-1.34197937413192,0.922631756910257,NS,-3.36627331272021
HOMEZ,mES_LIF,-0.769274194312918,R1,0.326160147561439,0.914065452334078,NS,-1.6991452917587
HOMEZ,mES_LIF,-1.16045193257574,R2,0.326160147561439,0.914065452334078,NS,-1.6991452917587
HOMEZ,mES_LIF,0.249871652037867,R3,0.326160147561439,0.914065452334078,NS,-1.6991452917587
HOMEZ,mES_POU5F1_DEG,1.51053481650282,R1,-1.4193766204606,0.481420166913038,NS,-3.66035985103909
HOMEZ,mES_POU5F1_DEG,-0.402049009646454,R2,-1.4193766204606,0.481420166913038,NS,-3.66035985103909
HOMEZ,mES_SOX2_DEG,-0.609982716690447,R1,-2.17232699881178,0.052997332472424,NS,-1.61085576371511
HOMEZ,mES_SOX2_DEG,-1.83640694082395,R2,-2.17232699881178,0.052997332472424,NS,-1.61085576371511
HSF1,mES_CH,-0.791414930430811,R1,-0.676575058590382,0.285631010498879,NS,-2.40963164184773
HSF1,mES_CH,-0.689026389145846,R2,-0.676575058590382,0.285631010498879,NS,-2.40963164184773
HSF1,mES_CH,-0.518557917235909,R3,-0.676575058590382,0.285631010498879,NS,-2.40963164184773
HSF1,mES_FOXA1_OE,-0.206948648230458,R3,1.35308266553686,0.789720059729306,NS,-4.63305371602404
HSF1,mES_LIF,-0.511259790942586,R1,-0.451930015427365,0.452935337312247,NS,-2.34558152487275
HSF1,mES_LIF,-0.554869940157073,R2,-0.451930015427365,0.452935337312247,NS,-2.34558152487275
HSF1,mES_LIF,-0.330942180567076,R3,-0.451930015427365,0.452935337312247,NS,-2.34558152487275
HSF1,mES_POU5F1_DEG,0.450824760716393,R1,0.300936129380838,0.620399033732159,NS,-3.24026630266197
HSF1,mES_POU5F1_DEG,-0.0408639803648243,R2,0.300936129380838,0.620399033732159,NS,-3.24026630266197
HSF1,mES_SOX2_DEG,0.901648720179824,R1,0.673542043777729,0.311129664481955,NS,-3.4811928216681
HSF1,mES_SOX2_DEG,0.377322250650388,R2,0.673542043777729,0.311129664481955,NS,-3.4811928216681
IRF1,mES_CH,0.167126029786073,R1,-0.841615094679527,0.409833045666911,NS,-2.08914368197231
IRF1,mES_CH,-0.831788602130226,R2,-0.841615094679527,0.409833045666911,NS,-2.08914368197231
IRF1,mES_CH,-0.406876510903149,R3,-0.841615094679527,0.409833045666911,NS,-2.08914368197231
IRF1,mES_FOXA1_OE,-0.298152372108032,R3,0.0665056194427014,0.971156371146452,NS,-3.89654255543056
IRF1,mES_LIF,0.103166048565801,R1,-0.646402233547858,0.452935337312247,NS,-2.04441143666397
IRF1,mES_LIF,-1.15226372522396,R2,-0.646402233547858,0.452935337312247,NS,-2.04441143666397
IRF1,mES_LIF,-0.601262018355029,R3,-0.646402233547858,0.452935337312247,NS,-2.04441143666397
IRF1,mES_POU5F1_DEG,-0.377690869629491,R1,0.0433619380471148,0.984251096088978,NS,-3.85372000425861
IRF1,mES_POU5F1_DEG,-0.164840437557315,R2,0.0433619380471148,0.984251096088978,NS,-3.85372000425861
IRF1,mES_SOX2_DEG,0.447471000570055,R1,-0.234011776177196,0.709825190908595,NS,-3.04467724785236
IRF1,mES_SOX2_DEG,-0.633785649921521,R2,-0.234011776177196,0.709825190908595,NS,-3.04467724785236
IRF3,mES_CH,-0.180669660462629,R1,-0.619194619066102,0.240497322608023,NS,0.594625595435616
IRF3,mES_CH,-1.28196277383986,R2,-0.619194619066102,0.240497322608023,NS,0.594625595435616
IRF3,mES_CH,-0.591348196178146,R3,-0.619194619066102,0.240497322608023,NS,0.594625595435616
IRF3,mES_FOXA1_OE,-1.87278335516624,R3,-0.745720533820395,0.82062655765857,NS,1.74362182141894
IRF3,mES_LIF,-0.563538112509125,R1,-0.562512896289499,0.34835373234529,NS,0.685844346937685
IRF3,mES_LIF,-1.47033203716659,R2,-0.562512896289499,0.34835373234529,NS,0.685844346937685
IRF3,mES_LIF,-0.927991190842113,R3,-0.562512896289499,0.34835373234529,NS,0.685844346937685
IRF3,mES_POU5F1_DEG,0.758596682853288,R1,1.08670368542708,0.0895861196300131,NS,0.877193893802746
IRF3,mES_POU5F1_DEG,1.41157931179728,R2,1.08670368542708,0.0895861196300131,NS,0.877193893802746
IRF3,mES_SOX2_DEG,2.20662629491094,R1,1.46641100024235,3.32415910796484e-6,Upregulated,1.82414669628807
IRF3,mES_SOX2_DEG,2.93461744743272,R2,1.46641100024235,3.32415910796484e-6,Upregulated,1.82414669628807
KLF4,mES_CH,0.245931709477779,R1,0.300065832852085,0.0504601180351061,NS,0.488298120433119
KLF4,mES_CH,0.413956833044372,R2,0.300065832852085,0.0504601180351061,NS,0.488298120433119
KLF4,mES_CH,0.341529629681505,R3,0.300065832852085,0.0504601180351061,NS,0.488298120433119
KLF4,mES_FOXA1_OE,-0.586843333490918,R3,-0.103028971654681,0.92869572764428,NS,-0.454596271616765
KLF4,mES_LIF,-0.23720195278988,R1,-0.280329977056105,0.131046942847728,NS,0.483405016955718
KLF4,mES_LIF,-0.138434606413234,R2,-0.280329977056105,0.131046942847728,NS,0.483405016955718
KLF4,mES_LIF,-0.235142104567812,R3,-0.280329977056105,0.131046942847728,NS,0.483405016955718
KLF4,mES_POU5F1_DEG,-1.42117517191283,R1,-1.40949622897044,0.0034801987341565,Downregulated,0.0726020245908558
KLF4,mES_POU5F1_DEG,-1.92231037121609,R2,-1.40949622897044,0.0034801987341565,Downregulated,0.0726020245908558
KLF4,mES_SOX2_DEG,-1.62048935465948,R1,-1.65172711628996,2.0468834276375e-12,Downregulated,0.453684158585629
KLF4,mES_SOX2_DEG,-1.49337794257018,R2,-1.65172711628996,2.0468834276375e-12,Downregulated,0.453684158585629
MAF::NFE2,mES_CH,0.638958928740514,R1,0.14239456904099,0.83037504193506,NS,1.92679193480521
MAF::NFE2,mES_CH,0.0539042942198948,R2,0.14239456904099,0.83037504193506,NS,1.92679193480521
MAF::NFE2,mES_CH,-0.254531699759742,R3,0.14239456904099,0.83037504193506,NS,1.92679193480521
MAF::NFE2,mES_FOXA1_OE,-0.348869875460234,R3,0.126426506521005,0.934471774660713,NS,1.89877395972312
MAF::NFE2,mES_LIF,0.576473617026064,R1,0.152577664519611,0.682813233196246,NS,1.93004498202306
MAF::NFE2,mES_LIF,-0.112910129251337,R2,0.152577664519611,0.682813233196246,NS,1.93004498202306
MAF::NFE2,mES_LIF,0.0578561623949527,R3,0.152577664519611,0.682813233196246,NS,1.93004498202306
MAF::NFE2,mES_POU5F1_DEG,0.0152280748278182,R1,0.431172951857115,0.445595774930785,NS,1.90739862576782
MAF::NFE2,mES_POU5F1_DEG,0.0346163916986804,R2,0.431172951857115,0.445595774930785,NS,1.90739862576782
MAF::NFE2,mES_SOX2_DEG,0.943119552858385,R1,0.755575209469839,1.1684935343974e-4,Upregulated,1.91688261636524
MAF::NFE2,mES_SOX2_DEG,1.10489511672532,R2,0.755575209469839,1.1684935343974e-4,Upregulated,1.91688261636524
MEF2A,mES_CH,-0.866504101090225,R1,-0.112064095408347,0.908130000950612,NS,0.30150951151242
MEF2A,mES_CH,-1.00343696497039,R2,-0.112064095408347,0.908130000950612,NS,0.30150951151242
MEF2A,mES_LIF,-1.20906934370346,R1,0.567323849448761,0.0248318878397752,NS,0.313741577909874
MEF2A,mES_LIF,0.17753466058401501,R2,0.567323849448761,0.0248318878397752,NS,0.313741577909874
MEF2A,mES_POU5F1_DEG,0.984728611966711,R1,0.916482494806322,0.494007620094485,NS,-2.2997621397877
MEF2A,mES_POU5F1_DEG,3.01770990768478,R2,0.916482494806322,0.494007620094485,NS,-2.2997621397877
MEF2A,mES_SOX2_DEG,1.92599438515811,R1,2.18797730259022,1.6091309240812102e-15,Upregulated,1.08913069288304
MEF2A,mES_SOX2_DEG,2.77796806829524,R2,2.18797730259022,1.6091309240812102e-15,Upregulated,1.08913069288304
MTF1,mES_CH,0.0816498337787044,R1,-0.138848724655746,0.539944160413636,NS,2.12946687499727
MTF1,mES_CH,-0.156780365459046,R2,-0.138848724655746,0.539944160413636,NS,2.12946687499727
MTF1,mES_CH,-0.208152872139528,R3,-0.138848724655746,0.539944160413636,NS,2.12946687499727
MTF1,mES_FOXA1_OE,-0.927944137911827,R3,-0.614018389738924,0.705293673547243,NS,1.80916465289061
MTF1,mES_LIF,0.100548138833516,R1,0.0064153995515425,0.988405941782305,NS,2.12926366820263
MTF1,mES_LIF,0.0261439678735833,R2,0.0064153995515425,0.988405941782305,NS,2.12926366820263
MTF1,mES_LIF,0.0350011105690404,R3,0.0064153995515425,0.988405941782305,NS,2.12926366820263
MTF1,mES_POU5F1_DEG,-0.993791163173201,R1,-0.777266706284095,0.0256278546555252,NS,1.50120903556556
MTF1,mES_POU5F1_DEG,-1.17987561486565,R2,-0.777266706284095,0.0256278546555252,NS,1.50120903556556
MTF1,mES_SOX2_DEG,-0.583377370784078,R1,-0.682016098920347,1.09501262925726e-6,Downregulated,2.07546296854078
MTF1,mES_SOX2_DEG,-0.327611734614821,R2,-0.682016098920347,1.09501262925726e-6,Downregulated,2.07546296854078
MYBL2,mES_CH,0.0867530884052489,R1,0.155188409943237,0.897201161354868,NS,-0.951330794218199
MYBL2,mES_CH,0.186387419961955,R2,0.155188409943237,0.897201161354868,NS,-0.951330794218199
MYBL2,mES_CH,0.0906453901354228,R3,0.155188409943237,0.897201161354868,NS,-0.951330794218199
MYBL2,mES_FOXA1_OE,0.156412640799301,R3,0.671567331591446,0.789720059729306,NS,-2.19569159766527
MYBL2,mES_LIF,0.0132092034292293,R1,-0.181690075143054,0.761975290896259,NS,-0.948663462669953
MYBL2,mES_LIF,-0.547969033134849,R2,-0.181690075143054,0.761975290896259,NS,-0.948663462669953
MYBL2,mES_LIF,-0.136663709191698,R3,-0.181690075143054,0.761975290896259,NS,-0.948663462669953
MYBL2,mES_POU5F1_DEG,0.456538068835571,R1,-0.587027707830057,0.365989549531941,NS,-1.82772666253576
MYBL2,mES_POU5F1_DEG,1.24402722877609,R2,-0.587027707830057,0.365989549531941,NS,-1.82772666253576
MYBL2,mES_SOX2_DEG,-0.810439618828104,R1,-0.127243200083679,0.781761354690026,NS,-0.926198387633599
MYBL2,mES_SOX2_DEG,0.360967035536662,R2,-0.127243200083679,0.781761354690026,NS,-0.926198387633599
MYC,mES_CH,-0.509414522004599,R1,-0.637645275107996,0.079549700643007,NS,-0.559337204590139
MYC,mES_CH,-0.795828819993484,R2,-0.637645275107996,0.079549700643007,NS,-0.559337204590139
MYC,mES_CH,-0.635634859458759,R3,-0.637645275107996,0.079549700643007,NS,-0.559337204590139
MYC,mES_FOXA1_OE,-1.31998091804226,R3,-0.952473114049014,0.421065485740562,NS,-0.964555533260943
MYC,mES_LIF,-0.325130348694678,R1,-0.14801813843074,0.768745598943699,NS,-0.559614337180813
MYC,mES_LIF,-0.0827597198933021,R2,-0.14801813843074,0.768745598943699,NS,-0.559614337180813
MYC,mES_LIF,-0.161639474169187,R3,-0.14801813843074,0.768745598943699,NS,-0.559614337180813
MYC,mES_POU5F1_DEG,-0.549391993883142,R1,-0.543167390606515,0.161561530358856,NS,-1.46192227145663
MYC,mES_POU5F1_DEG,-1.02342638840451,R2,-0.543167390606515,0.161561530358856,NS,-1.46192227145663
MYC,mES_SOX2_DEG,0.0984145752193699,R1,-0.343201794959849,0.150897223990351,NS,-0.561850279460694
MYC,mES_SOX2_DEG,-0.215403350066907,R2,-0.343201794959849,0.150897223990351,NS,-0.561850279460694
NEUROG2,mES_CH,-0.367612891973919,R1,0.457104444078016,0.908130000950612,NS,-1.83417607087524
NEUROG2,mES_CH,-0.354170759595856,R2,0.457104444078016,0.908130000950612,NS,-1.83417607087524
NEUROG2,mES_CH,-0.0214480104526877,R3,0.457104444078016,0.908130000950612,NS,-1.83417607087524
NEUROG2,mES_FOXA1_OE,-0.200727734402777,R3,0.385866236928843,0.92869572764428,NS,-4.49221567128869
NEUROG2,mES_LIF,0.210733646070304,R1,1.17633348323765,0.692667268161286,NS,-1.99539417856297
NEUROG2,mES_LIF,0.276872145923054,R2,1.17633348323765,0.692667268161286,NS,-1.99539417856297
NEUROG2,mES_LIF,-0.0696237490701133,R3,1.17633348323765,0.692667268161286,NS,-1.99539417856297
NEUROG2,mES_POU5F1_DEG,-0.223142302088167,R2,-0.817385447006519,0.639150088336311,NS,-4.57115291006509
NEUROG2,mES_SOX2_DEG,-0.361198095211943,R1,-0.858895841884409,0.676856959568105,NS,-1.58322733606602
NFAT5,mES_CH,-0.102283142702751,R1,0.349535896674036,0.351852639194024,NS,-0.829703462454835
NFAT5,mES_CH,0.358550427267451,R2,0.349535896674036,0.351852639194024,NS,-0.829703462454835
NFAT5,mES_CH,0.4343019092506,R3,0.349535896674036,0.351852639194024,NS,-0.829703462454835
NFAT5,mES_FOXA1_OE,-0.343184197533032,R3,0.672088966037478,0.777623211132242,NS,-3.73110275939933
NFAT5,mES_LIF,-0.340923158617818,R1,0.0394061867214351,0.97385159338697,NS,-0.831965336132145
NFAT5,mES_LIF,0.0829188236097482,R2,0.0394061867214351,0.97385159338697,NS,-0.831965336132145
NFAT5,mES_LIF,-0.401999435988472,R3,0.0394061867214351,0.97385159338697,NS,-0.831965336132145
NFAT5,mES_POU5F1_DEG,-0.576228893403349,R1,-0.605585228073933,0.418443669812802,NS,-4.33686386410685
NFAT5,mES_POU5F1_DEG,-0.544904937157546,R2,-0.605585228073933,0.418443669812802,NS,-4.33686386410685
NFAT5,mES_SOX2_DEG,-0.361866730104989,R1,-0.598420903702039,0.0800779133523964,NS,-0.587047394845637
NFAT5,mES_SOX2_DEG,-0.78958225146589,R2,-0.598420903702039,0.0800779133523964,NS,-0.587047394845637
NFATC1,mES_CH,0.276246995198344,R1,0.12688671901271,0.908130000950612,NS,-3.14332170058074
NFATC1,mES_CH,0.421066312980119,R2,0.12688671901271,0.908130000950612,NS,-3.14332170058074
NFATC1,mES_CH,-0.0849579276313556,R3,0.12688671901271,0.908130000950612,NS,-3.14332170058074
NFATC1,mES_FOXA1_OE,0.198214222457483,R3,-0.036620296566701,0.9678307207156,NS,-3.0596937966488
NFATC1,mES_LIF,0.262701411131356,R1,-0.0108497518514195,0.988405941782305,NS,-3.12310975196632
NFATC1,mES_LIF,0.475641556536984,R2,-0.0108497518514195,0.988405941782305,NS,-3.12310975196632
NFATC1,mES_LIF,-0.584105138625874,R3,-0.0108497518514195,0.988405941782305,NS,-3.12310975196632
NFATC1,mES_POU5F1_DEG,-0.63677708120951,R1,-0.379324058666725,0.620399033732159,NS,-3.56077198952509
NFATC1,mES_POU5F1_DEG,1.96492575524271,R2,-0.379324058666725,0.620399033732159,NS,-3.56077198952509
NFATC1,mES_SOX2_DEG,-0.451961880206879,R1,-1.21633637655967,0.0448504140117224,NS,-2.96686400077238
NFATC1,mES_SOX2_DEG,-0.908189743863734,R2,-1.21633637655967,0.0448504140117224,NS,-2.96686400077238
NFE2L2,mES_CH,0.229295405914326,R1,-0.0625615895333675,0.843494006530403,NS,2.43409742276436
NFE2L2,mES_CH,-0.44611043792407,R2,-0.0625615895333675,0.843494006530403,NS,2.43409742276436
NFE2L2,mES_CH,-0.306232671921606,R3,-0.0625615895333675,0.843494006530403,NS,2.43409742276436
NFE2L2,mES_FOXA1_OE,-0.931593883930464,R3,-0.0232271639073882,0.9678307207156,NS,2.90482417299063
NFE2L2,mES_LIF,0.0650166011581481,R1,0.148478886219685,0.437377907146796,NS,2.41293179258018
NFE2L2,mES_LIF,-0.607407158138022,R2,0.148478886219685,0.437377907146796,NS,2.41293179258018
NFE2L2,mES_LIF,-0.317476358380414,R3,0.148478886219685,0.437377907146796,NS,2.41293179258018
NFE2L2,mES_POU5F1_DEG,-0.320517887663343,R1,-0.069595302982637,0.765556984448747,NS,3.25681741529795
NFE2L2,mES_POU5F1_DEG,0.0862171698205687,R2,-0.069595302982637,0.765556984448747,NS,3.25681741529795
NFE2L2,mES_SOX2_DEG,0.952477236153118,R1,0.117230859481074,0.361257324117451,NS,2.32260234386179
NFE2L2,mES_SOX2_DEG,1.13379829784042,R2,0.117230859481074,0.361257324117451,NS,2.32260234386179
NFIA,mES_CH,-0.410625714116439,R1,-0.163567520977098,0.908130000950612,NS,-1.9379648686986
NFIA,mES_CH,0.23942725398755,R2,-0.163567520977098,0.908130000950612,NS,-1.9379648686986
NFIA,mES_CH,0.611977752943318,R3,-0.163567520977098,0.908130000950612,NS,-1.9379648686986
NFIA,mES_FOXA1_OE,0.576738459869116,R3,1.00521636447969,0.671825225493959,NS,-3.72295141208774
NFIA,mES_LIF,-0.193055733840654,R1,0.176017614912435,0.826324614279522,NS,-1.92514483028969
NFIA,mES_LIF,0.0525212969847172,R2,0.176017614912435,0.826324614279522,NS,-1.92514483028969
NFIA,mES_LIF,1.24337250286429,R3,0.176017614912435,0.826324614279522,NS,-1.92514483028969
NFIA,mES_POU5F1_DEG,0.152981712188188,R1,-0.735732019987453,0.317692131943441,NS,-3.60280907265563
NFIA,mES_POU5F1_DEG,-0.0944270019867686,R2,-0.735732019987453,0.317692131943441,NS,-3.60280907265563
NFIA,mES_SOX2_DEG,0.382822784243272,R1,0.486469101464879,0.454715820529412,NS,-2.32821286208963
NFIA,mES_SOX2_DEG,1.12097512080156,R2,0.486469101464879,0.454715820529412,NS,-2.32821286208963
NFKB1,mES_CH,0.144449039017686,R1,0.0700987593893894,0.908130000950612,NS,-2.32035962540368
NFKB1,mES_CH,-0.373841114715241,R2,0.0700987593893894,0.908130000950612,NS,-2.32035962540368
NFKB1,mES_CH,-0.013624356752179,R3,0.0700987593893894,0.908130000950612,NS,-2.32035962540368
NFKB1,mES_FOXA1_OE,-0.551496227700655,R3,0.507580281697836,0.789720059729306,NS,-0.58971477932163
NFKB1,mES_LIF,1.05824907311615,R1,1.54913997204642,1.81906470521528e-10,Upregulated,-2.3459672428509
NFKB1,mES_LIF,1.19551549500392,R2,1.54913997204642,1.81906470521528e-10,Upregulated,-2.3459672428509
NFKB1,mES_LIF,1.16904962757,R3,1.54913997204642,1.81906470521528e-10,Upregulated,-2.3459672428509
NFKB1,mES_POU5F1_DEG,1.10677166074718,R1,1.28745508462138,3.5715013893478e-4,Upregulated,-1.41920517788804
NFKB1,mES_POU5F1_DEG,1.70341869332608,R2,1.28745508462138,3.5715013893478e-4,Upregulated,-1.41920517788804
NFKB1,mES_SOX2_DEG,1.66413288688345,R1,0.877079570145318,2.48272406286972e-6,Upregulated,-1.2304771894161
NFKB1,mES_SOX2_DEG,2.20575066970005,R2,0.877079570145318,2.48272406286972e-6,Upregulated,-1.2304771894161
NFYA,mES_CH,0.139678892415191,R1,0.237039086511276,0.908130000950612,NS,-0.0861663076073768
NFYA,mES_CH,-0.00393080176892102,R2,0.237039086511276,0.908130000950612,NS,-0.0861663076073768
NFYA,mES_CH,0.167727554363088,R3,0.237039086511276,0.908130000950612,NS,-0.0861663076073768
NFYA,mES_FOXA1_OE,-0.787389730537332,R3,0.311342343627201,0.934471774660713,NS,-3.08103300724931
NFYA,mES_LIF,-0.307363099928573,R1,0.0192567554536646,0.988405941782305,NS,-0.0831881090931055
NFYA,mES_LIF,-0.192764183103086,R2,0.0192567554536646,0.988405941782305,NS,-0.0831881090931055
NFYA,mES_LIF,-0.235125275836477,R3,0.0192567554536646,0.988405941782305,NS,-0.0831881090931055
NFYA,mES_POU5F1_DEG,-0.399431786628808,R1,-0.101902485040619,0.942215100070178,NS,-2.43268009637758
NFYA,mES_POU5F1_DEG,-0.563651984343539,R2,-0.101902485040619,0.942215100070178,NS,-2.43268009637758
NFYA,mES_SOX2_DEG,-0.881717763006929,R1,-0.408251673897924,0.720958395023758,NS,-0.687278037542854
NFYA,mES_SOX2_DEG,-0.397870484117131,R2,-0.408251673897924,0.720958395023758,NS,-0.687278037542854
NR1D1,mES_CH,-0.821036604955722,R1,-0.169723278169697,0.908130000950612,NS,-4.05625627133227
NR1D1,mES_CH,-0.468636748074723,R2,-0.169723278169697,0.908130000950612,NS,-4.05625627133227
NR1D1,mES_CH,-0.256823845623012,R3,-0.169723278169697,0.908130000950612,NS,-4.05625627133227
NR1D1,mES_FOXA1_OE,-0.725891137501497,R3,NA,NA,NA,NA
NR1D1,mES_LIF,0.453588871674198,R1,0.146000347074576,0.949011861382116,NS,-3.94707669770224
NR1D1,mES_LIF,0.474615145183566,R2,0.146000347074576,0.949011861382116,NS,-3.94707669770224
NR1D1,mES_LIF,-0.304790747089247,R3,0.146000347074576,0.949011861382116,NS,-3.94707669770224
NR1D1,mES_POU5F1_DEG,-0.642424267367028,R1,NA,NA,NA,NA
NR1D1,mES_POU5F1_DEG,2.32963040994197,R2,NA,NA,NA,NA
NR1D1,mES_SOX2_DEG,0.83398891722868,R1,0.834925961466474,0.304529361885719,NS,-3.73726196724613
NR1D1,mES_SOX2_DEG,1.24257206243397,R2,0.834925961466474,0.304529361885719,NS,-3.73726196724613
NR1H2,mES_CH,1.00589159693586,R1,NA,NA,NA,NA
NR1H2,mES_CH,-1.53844788499706,R2,NA,NA,NA,NA
NR1H2,mES_CH,-0.672360486162745,R3,NA,NA,NA,NA
NR1H2,mES_FOXA1_OE,0.115874317092683,R3,NA,NA,NA,NA
NR1H2,mES_LIF,-0.7734658168706,R1,NA,NA,NA,NA
NR1H2,mES_LIF,-1.63781116614444,R2,NA,NA,NA,NA
NR1H2,mES_LIF,-0.841503798073973,R3,NA,NA,NA,NA
NR1H2,mES_POU5F1_DEG,0.196734310446058,R1,NA,NA,NA,NA
NR1H2,mES_POU5F1_DEG,-0.294281202661627,R2,NA,NA,NA,NA
NR1H2,mES_SOX2_DEG,0.183262648449969,R1,NA,NA,NA,NA
NR1H2,mES_SOX2_DEG,-0.333339387562156,R2,NA,NA,NA,NA
NR1H4::RXRA,mES_CH,0.825049365148148,R1,0.474423773471093,0.14667577344403,NS,-1.77238798304442
NR1H4::RXRA,mES_CH,0.415989715003013,R2,0.474423773471093,0.14667577344403,NS,-1.77238798304442
NR1H4::RXRA,mES_CH,0.315598549928959,R3,0.474423773471093,0.14667577344403,NS,-1.77238798304442
NR1H4::RXRA,mES_FOXA1_OE,0.0792704811351896,R3,0.0661859157020229,0.9678307207156,NS,-3.26183251524364
NR1H4::RXRA,mES_LIF,0.103231632370964,R1,-0.297611706802626,0.452935337312247,NS,-1.77391262125342
NR1H4::RXRA,mES_LIF,0.00822637140969928,R2,-0.297611706802626,0.452935337312247,NS,-1.77391262125342
NR1H4::RXRA,mES_LIF,-0.803431062565852,R3,-0.297611706802626,0.452935337312247,NS,-1.77391262125342
NR1H4::RXRA,mES_POU5F1_DEG,-0.0904460187605067,R1,-0.393677113249086,0.537928501940635,NS,-3.91061978525211
NR1H4::RXRA,mES_POU5F1_DEG,-0.652613209552355,R2,-0.393677113249086,0.537928501940635,NS,-3.91061978525211
NR1H4::RXRA,mES_SOX2_DEG,0.114832056198979,R1,-1.00227565835578,0.00763755826734948,Downregulated,-1.80744226943178
NR1H4::RXRA,mES_SOX2_DEG,-1.32045802721885,R2,-1.00227565835578,0.00763755826734948,Downregulated,-1.80744226943178
NR1I2,mES_CH,0.128117568930011,R1,-0.46009425021625,0.550542063691426,NS,-2.16677775071023
NR1I2,mES_CH,-0.538545973964869,R2,-0.46009425021625,0.550542063691426,NS,-2.16677775071023
NR1I2,mES_CH,0.0511581975553357,R3,-0.46009425021625,0.550542063691426,NS,-2.16677775071023
NR1I2,mES_FOXA1_OE,0.223127549250227,R3,0.77894656755654,0.789720059729306,NS,-3.88436791111363
NR1I2,mES_LIF,0.920624051799934,R1,-0.378313412932363,0.682813233196246,NS,-2.18282029206674
NR1I2,mES_LIF,-0.54117229145685,R2,-0.378313412932363,0.682813233196246,NS,-2.18282029206674
NR1I2,mES_LIF,-0.101224382769505,R3,-0.378313412932363,0.682813233196246,NS,-2.18282029206674
NR1I2,mES_POU5F1_DEG,1.26154713719152,R1,0.0792682310330197,0.939042585085944,NS,-3.84086843571676
NR1I2,mES_POU5F1_DEG,0.0536765695723892,R2,0.0792682310330197,0.939042585085944,NS,-3.84086843571676
NR1I2,mES_SOX2_DEG,-0.116555241706807,R1,-0.421264965635,0.35639058712591,NS,-2.64854800516917
NR1I2,mES_SOX2_DEG,0.274583481402666,R2,-0.421264965635,0.35639058712591,NS,-2.64854800516917
NR1I3,mES_CH,-0.496483180189134,R1,-0.426695207013681,0.481752816433032,NS,-2.29683130378085
NR1I3,mES_CH,-0.622706223335916,R2,-0.426695207013681,0.481752816433032,NS,-2.29683130378085
