tf,condition,reporterFC,replicate,logFC,p_adjusted,sig,ctrl_activity
ATF6,mES_POU5F1_DEG,0.579323935083502,R1,0.870714888477544,0.0755353404880841,NS,-1.96948160614872
ATF6,mES_POU5F1_DEG,2.1444140203612,R2,0.870714888477544,0.0755353404880841,NS,-1.96948160614872
ATF6,mES_SOX2_DEG,1.07322060043613,R1,1.23597555756838,2.18467743528801e-5,Upregulated,0.638662300430196
ATF6,mES_SOX2_DEG,1.41876753129206,R2,1.23597555756838,2.18467743528801e-5,Upregulated,0.638662300430196
CEBPA,mES_CH,-0.112951573320405,R1,-0.182771238353846,0.908130000950612,NS,-1.48565656393344
CEBPA,mES_CH,-1.07318494681389,R2,-0.182771238353846,0.908130000950612,NS,-1.48565656393344
CEBPA,mES_CH,-0.985296496159425,R3,-0.182771238353846,0.908130000950612,NS,-1.48565656393344
CEBPA,mES_FOXA1_OE,-0.764834256861252,R3,-0.782237679464532,0.789720059729306,NS,-1.99123967212881
CEBPA,mES_LIF,0.246259479019762,R1,0.0405329118211827,0.988405941782305,NS,-1.48684064675291
CEBPA,mES_LIF,-0.421135413948829,R2,0.0405329118211827,0.988405941782305,NS,-1.48684064675291
CEBPA,mES_LIF,-0.8032482771063,R3,0.0405329118211827,0.988405941782305,NS,-1.48684064675291
CEBPA,mES_POU5F1_DEG,-0.624759024958297,R1,-0.332502448380041,0.701636315408747,NS,-3.18685053080371
CEBPA,mES_POU5F1_DEG,0.541661574801105,R2,-0.332502448380041,0.701636315408747,NS,-3.18685053080371
CEBPA,mES_SOX2_DEG,1.61972489773484,R1,1.26155198200388,0.102761924022039,NS,-2.27553510159752
CEBPA,mES_SOX2_DEG,0.59985277023865,R2,1.26155198200388,0.102761924022039,NS,-2.27553510159752
CEBPB,mES_CH,0.1470646254878,R1,0.00470682280947144,0.990636637755619,NS,-0.0612781952530282
CEBPB,mES_CH,-0.029415344282417,R2,0.00470682280947144,0.990636637755619,NS,-0.0612781952530282
CEBPB,mES_CH,0.0125318461643729,R3,0.00470682280947144,0.990636637755619,NS,-0.0612781952530282
CEBPB,mES_FOXA1_OE,-0.254849045205912,R3,0.464339839113154,0.789720059729306,NS,-0.543702782092572
CEBPB,mES_LIF,0.00992889090867122,R1,-0.141983120390307,0.768745598943699,NS,-0.0665205215376234
CEBPB,mES_LIF,-0.0894962536530755,R2,-0.141983120390307,0.768745598943699,NS,-0.0665205215376234
CEBPB,mES_LIF,0.228999131267928,R3,-0.141983120390307,0.768745598943699,NS,-0.0665205215376234
CEBPB,mES_POU5F1_DEG,-0.715137864285117,R1,-0.196122468967471,0.55808781469597,NS,-0.398677890122134
CEBPB,mES_POU5F1_DEG,-0.245033371023598,R2,-0.196122468967471,0.55808781469597,NS,-0.398677890122134
CEBPB,mES_SOX2_DEG,-0.256482933635586,R1,-0.419540194969811,0.102761924022039,NS,0.178556327621566
CEBPB,mES_SOX2_DEG,-0.162770862906975,R2,-0.419540194969811,0.102761924022039,NS,0.178556327621566
CLOCK,mES_CH,-1.14371992898906,R1,-1.20436302065945,0.00111693801332066,Downregulated,0.570108471978772
