logFC	P.Value	tf	DMSO	LIF6	p_adjusted	sig
-0.544264610373388	0.000271103349342087	RXRA	0.897138682155212	0.352874071781824	0.0116574440217098	NS
0.42172960056421	0.0293728054645395	RANDOM2_1_minP	-1.48251337535999	-1.06078377479578	0.317182468473736	NS
0.313260242621759	0.0611211105941523	RANDOM1_2_minP	-1.26402604727133	-0.950765804649576	0.438034625924758	NS
0.298214059173156	0.0564932303528638	MYBL2	-1.00117194526239	-0.702957886089232	0.438034625924758	NS
0.318128525561585	0.0746556265417818	AR	-1.44391202735073	-1.12578350178914	0.45859884875666	NS
0.273900266256347	0.0719627592683336	RANDOM3_3_minP	-0.692382948562883	-0.418482682306537	0.45859884875666	NS
0.23183128787961	0.178716984602646	NFAT5	-0.453176943050791	-0.221345655171182	0.533305518051098	NS
0.220422162089304	0.168226960748635	ONECUT1	-1.40602209029325	-1.18559992820395	0.533305518051098	NS
0.211793506579943	0.157297865139255	RANDOM3_1_minP	-0.630694437632898	-0.418900931052955	0.533305518051098	NS
0.201084896678342	0.17467100339717	NFIA	-1.34241430403221	-1.14132940735387	0.533305518051098	NS
0.234325000697689	0.190335642105287	RANDOM1_1_minP	-1.29410004973507	-1.05977504903739	0.533305518051098	NS
-0.220715788174724	0.204301441646628	PPARA::RXRA	-0.920342846702556	-1.14105863487728	0.537854815763571	NS
0.245792753994443	0.185322756753595	RANDOM3_2_minP	-0.701367506062491	-0.455574752068048	0.533305518051098	NS
0.202244571909751	0.22422894068212	RANDOM1_3_minP	-1.31917456013579	-1.11692998822604	0.556260256692182	NS
0.207759674573919	0.209929626543675	RUNX2	-1.19323050726942	-0.985470832695501	0.541618436482682	NS
0.167076356190844	0.284668731996274	ZFP42	-1.09168741041364	-0.924611054222795	0.587914025556574	NS
0.154737045504148	0.331302671158955	ZFX	-0.498870652145607	-0.344133606641458	0.630035505224103	NS
-0.164017016504691	0.345986053012679	POU5F1::SOX2	2.72405724704976	2.56004023054507	0.638265149569028	NS
0.168541791363987	0.40681740423999	GATA3	-1.26724520300383	-1.09870341163984	0.683217397042394	NS
0.134900528243749	0.443023976408294	ATF2	-0.834988610548344	-0.700088082304595	0.705556703168765	NS
0.166497520551296	0.459031341906217	STAT1	-2.10008350640065	-1.93358598584935	0.707654528191483	NS
0.120122812762381	0.438581440430541	CEBPA	-1.24583483109765	-1.12571201833527	0.705556703168765	NS
-0.109879388014416	0.458641626743235	ATF6	0.600431134958463	0.490551746944047	0.707654528191483	NS
0.104483895387066	0.538957645752592	RANDOM2_2_minP	-1.28346671401078	-1.17898281862371	0.789676869403813	NS
0.0892279877739845	0.57669825418171	THRB	-0.653237617190649	-0.564009629416665	0.789676869403813	NS
0.0746170066085689	0.612152611940941	RANDOM2_3_minP	-1.21524815237366	-1.14063114576509	0.789676869403813	NS
0.0996228835137499	0.628051127806125	OTX1	-1.01002468441566	-0.910401800901909	0.794299955754805	NS
-0.0417899642645029	0.816917298190094	ETS2	1.20222948560268	1.16043952133818	0.901840921210465	NS
