logFC	P.Value	tf	DMSO	FOXA1	p_adjusted	sig
0.276125762316381	0.616805220402092	WT1	-1.68232931893228	-1.4062035566159	0.867594156169976	NS
0.289785984828693	0.750417392154202	RANDOM1_2_minP	-1.86645588743488	-1.57666990260619	0.879867706534979	NS
0.472845609065185	0.506271093612052	NR3C2	-1.60186699831518	-1.12902138924999	0.83792916703855	NS
-0.244119381413875	0.666327771653659	SREBF1	-2.45090915816648	-2.69502853958036	0.874503304760117	NS
-0.292776290101584	0.644067230951219	RUNX2	-1.89987660202604	-2.19265289212763	0.874503304760117	NS
0.371652576622662	0.612369206866734	AHR::ARNT	-1.98077417203239	-1.60912159540973	0.867594156169976	NS
-0.509978455777185	0.571618702469848	CEBPA	-2.33738447797348	-2.84736293375067	0.867594156169976	NS
-0.139823965255493	0.842407899950951	ZFP42	-0.732803363538559	-0.872627328794052	0.906119421795981	NS
-0.0508267475405716	0.956084681493045	PGR	-2.46815722411354	-2.51898397165411	0.956084681493045	NS
0.200501174184775	0.676395831960265	ATF4	1.26954154513587	1.47004271932065	0.874503304760117	NS
-0.227749485491416	0.671874312207473	POU2F1	-0.56389870438714	-0.791648189878556	0.874503304760117	NS
-0.104278968583798	0.871257314987004	MYBL2	-1.3534417817516	-1.4577207503354	0.911733032321695	NS
4.03122622502968	2.26769843790203e-06	FOXA1	-3.26991856361296	0.761307661416714	0.00029026540005146	Upregulated
-1.79115555959345	1.45399037352531e-05	E2F1	1.348294471324	-0.442861088269451	0.000930553839056199	Downregulated
1.91353497091141	2.91217725862188e-05	FOS::JUN	0.127316504698202	2.04085147560961	0.00124252896367867	Upregulated
-2.51554458069212	0.000112416987849171	NR4A2::RXRA	0.198672128422313	-2.31687245226981	0.00359734361117348	Downregulated
-1.34018374969721	0.00201762260466444	TCF7	1.420493675055	0.0803099253577866	0.0304646570767349	NS
1.73492299265548	0.00214204620070792	RORA	-3.84158420217231	-2.10666120951683	0.0304646570767349	NS
1.19458689033707	0.00209114571897886	XBP1	-3.00582947762226	-1.81124258728519	0.0304646570767349	NS
-1.53389140240912	0.00771884153258665	POU5F1	-0.946171522660755	-2.48006292506988	0.0898192469246446	NS
-1.05931839933428	0.0117790935171214	SOX2	1.21241043100325	0.153092031668962	0.125643664182629	NS
-1.334359492961	0.0224794054016707	KLF4	0.862217940135501	-0.472141552825495	0.221335683954911	NS
2.2097882460897	0.0398224514970671	GATA3	-3.72650041723362	-1.51671217114391	0.318579611976537	NS
-0.866871620679638	0.0459422684194891	MYC	-1.05345983993988	-1.92033146061952	0.326700575427478	NS
-0.947232519188683	0.0706019814820551	CLOCK	-0.00949196319780044	-0.956724482386484	0.430335887128717	NS
1.36701840854647	0.0633912823500209	RBPJ	-3.76666035510747	-2.399641946561	0.427057060042246	NS
0.860160700268261	0.0688789328169547	NR5A2	-1.79175058148381	-0.931589881215548	0.430335887128717	NS
1.00182776522975	0.108442384144365	TP53	3.06641666634345	4.06824443157321	0.514097228536248	NS
1.60256527084417	0.133490565314476	ESR1	-4.56580796605932	-2.96324269521514	0.54814998546661	NS
-0.568234658396045	0.0970050283668984	MTF1	1.67932458323522	1.11108992483917	0.508086320806547	NS
0.505372348521745	0.118751139728774	ZFX	-0.476472206436089	0.0289001420856562	0.542862353045822	NS
-0.670013975432066	0.101147360936647	NR4A1	-0.468775005588636	-1.1387889810207	0.508086320806547	NS
-1.46579520841931	0.158078081583519	RANDOM3_1_mCMV	-1.71243604980477	-3.17823125822408	0.54814998546661	NS
-1.78721414842025	0.19373567075168	NR3C1	-3.56690729611029	-5.35412144453054	0.60069073444135	NS
-1.59422126298789	0.148454431441476	TFCP2L1	0.977060707305265	-0.617160555682623	0.54814998546661	NS
-0.492937460785042	0.137683270930399	ESRRB	-0.533598255970211	-1.02653571675525	0.54814998546661	NS
0.539440193253585	0.145727851453636	SRF	-2.36022004686778	-1.82077985361419	0.54814998546661	NS
-2.0678406674961	0.194996644513463	HNF1A	-2.22845263978225	-4.29629330727835	0.60069073444135	NS
-1.35915853964815	0.281777159850365	NFYA	-1.41057571143235	-2.7697342510805	0.693605316554745	NS
-1.83076533411224	0.15985585207312	IRF1	-2.06376589317405	-3.89453122728629	0.54814998546661	NS
-0.70174840242841	0.253051656769818	GLI1	-1.88318037379513	-2.58492877622354	0.661032899317074	NS
0.394202714252502	0.229587874420538	FOSL1	-0.991672841614899	-0.597470127362397	0.661032899317074	NS
-1.1545556949805	0.252041454341704	TFAP2A	-2.84927325031823	-4.00382894529873	0.661032899317074	NS
0.398577488249539	0.239352052605965	REL	0.710941306459495	1.10951879470903	0.661032899317074	NS
-0.320832563182302	0.387804443536159	ELK1_B	2.56646190736008	2.24562934417778	0.814607690675558	NS
0.447551050958556	0.377683654538168	HNF4A	-3.86222528955681	-3.41467423859826	0.814607690675558	NS
-0.32912185945831	0.54779345248185	HSF1	-2.88168561372599	-3.2108074731843	0.865648912563911	NS
-0.96882352916079	0.562753503147953	RANDOM2_2_mCMV	-2.43702482529559	-3.40584835445638	0.867594156169976	NS
-0.264191190442038	0.391823974964799	STAT4	-0.648149515618328	-0.912340706060365	0.814607690675558	NS
-0.476569016438803	0.407303845337779	NR1H4::RXRA	-2.51579715159367	-2.99236616803248	0.814607690675558	NS
0.0958273613235232	0.884919090391195	EGR1	-1.95532078197565	-1.85949342065213	0.913464867500588	NS
0.693146938299981	0.366978125734995	RARA:RXRA	-2.67103211906147	-1.97788518076149	0.809882760242747	NS
0.336076191944403	0.683205706843842	RANDOM3_3_mCMV	-1.3210752853225	-0.984999093378094	0.874503304760117	NS
0.368542333491485	0.47784309074942	RANDOM1_3_mCMV	-2.40848150253444	-2.03993916904296	0.83792916703855	NS
-0.189632516111487	0.724949173589546	RANDOM3_2_mCMV	-1.05961567297832	-1.24924818908981	0.879867706534979	NS
-0.79801061958236	0.435314600515193	NR1I2	-2.35745285310236	-3.15546347268472	0.819868770664584	NS
0.213915828508325	0.857493003526345	THRA	-5.01235097163252	-4.7984351431242	0.911733032321695	NS
0.318998811879496	0.517831525158798	PPARG::RXRA	-2.36108259102299	-2.0420837791435	0.8390181673459	NS
-0.391028288672952	0.58128447381594	SMAD2::SMAD3::SMAD4	-1.26421227698112	-1.65524056565407	0.867594156169976	NS
-0.203239458511056	0.734194898008477	TFEB	-0.285074738579449	-0.488314197090506	0.879867706534979	NS
-0.431055415110757	0.777332367994167	RANDOM1_1_mCMV	-2.23423574940176	-2.66529116451252	0.879867706534979	NS
0.536341554931265	0.585810226284235	NFATC1	-3.55345829268854	-3.01711673775728	0.867594156169976	NS
0.229257772327705	0.830607930175519	RANDOM2_1_mCMV	-3.48099476583916	-3.25173699351146	0.900998432732766	NS
0.442959592061619	0.451707338164946	MAF::NFE2	1.57963000303826	2.02258959509988	0.825979132644473	NS
-0.133166820435193	0.596789528411501	NRF1	0.575213905725787	0.442047085290594	0.867594156169976	NS
-0.444338572860316	0.734778927801373	RANDOM2_3_mCMV	-3.67462969045994	-4.11896826332025	0.879867706534979	NS
-0.109826525303458	0.796502879021237	NFAT5	-3.06659361714767	-3.17642014245113	0.88118958045827	NS
-0.139440203748552	0.741288999827435	STAT1::STAT2	-2.70338801344024	-2.84282821718879	0.879867706534979	NS
0.0975672658854707	0.899487580383636	GATA1	-3.26800114418048	-3.17043387829501	0.921075282312843	NS
-0.164064442853592	0.612450189990829	TEAD1	0.818118626749047	0.654054183895455	0.867594156169976	NS
0.296014942831295	0.814039645844941	RANDOM1_2_mCMV	-3.08033248037052	-2.78431753753922	0.890573287761987	NS
0.150130007099519	0.798578057290308	POU5F1::SOX2	-0.154992603625008	-0.00486259652548895	0.88118958045827	NS
0.0577445621082588	0.86411709961995	CEBPB	-0.153108365686759	-0.0953638035785003	0.911733032321695	NS
-0.226198421631034	0.773711897846663	VDR::RXRA	-3.48897686508856	-3.7151752867196	0.879867706534979	NS
2.09128651981643	0.000698977072389944	NFKB1	-2.15568162812094	-0.064395108304518	0.0178938130531826	NS
1.12509257752755	0.00558014096541826	CREB1	-1.8585265553878	-0.733433977860257	0.0714258043573537	NS
-1.62744875659341	0.0443515722129877	STAT3	1.35245626852946	-0.274992488063953	0.326700575427478	NS
-0.713481421551857	0.126459459726559	SP1	0.228227897713221	-0.485253523838636	0.54814998546661	NS
-0.874282886869306	0.24646616845092	PAX6	-4.37558738122757	-5.24987026809687	0.661032899317074	NS
