tf,condition,primetime_logFC,chromVAR_dif,primetime_sign,chromVAR_sign,primetime_pval_adj,chromVAR_pval_adj
FOXO1,Chiron_removal,0.110183435650613,-0.0016114527434676704,NS,NS,0.908130000950612,0.8886099698513985
FOXO1,FOXA1_overexpression,0.547196161618587,0.04773116231096022,NS,NS,0.92869572764428,0.0701774318636967
FOXO1,LIF_removal_24h,0.110361105539358,0.024082163793718626,NS,NS,0.84182677613822,0.05240438324719851
FOXO1,POU5F1_degradation,-0.383080212033694,0.030571827125895457,NS,Upregulated,0.694348875996288,0.0038147047093285862
FOXO1,SOX2_degradation,-0.437110977558121,0.041430902483902514,NS,Upregulated,0.525342095481583,1.1769884238115437e-4
FOXO1,Serum,-0.0555981590073244,0.008936853661632512,NS,NS,0.807842122262047,0.8537061425182723
FOXO1,Forskolin,-0.402803812661707,0.015853670469550468,NS,NS,0.0698384180847273,0.7910054387703824
FOXO1,Heat_shock,0.496955399786565,0.017004780730676215,Upregulated,NS,0.00199674535408488,0.1932855967895222
FOXO1,LIF_removal_1h,-0.168943064300336,-0.003956869820076189,NS,NS,0.923016082670136,0.9968723756132148
FOXO1,LIF_removal_3h,-0.0345324560272005,0.007055342370553108,NS,NS,0.948797978487585,0.9999437632103492
FOXO1,LIF_removal_6h,0.0309215722448455,0.00785398430161246,NS,NS,0.901840921210465,0.9953257592195215
FOXO1,mNPC_differentiation,0.503478058898836,0.07931325156355672,NS,Upregulated,0.0281894131856522,3.694001065148839e-8
FOXO1,TFCP2L1_knockdown,0.0402594698160485,0.00668419487810509,NS,NS,0.926318681766063,0.9505540340835739
GATA1,Chiron_removal,0.0695810593344579,-0.0035661894796049946,NS,NS,0.908130000950612,0.8497811102305951
GATA1,FOXA1_overexpression,-0.115888140283639,0.019709006040818416,NS,NS,0.9678307207156,0.5795888100131038
GATA1,LIF_removal_24h,-0.155706296458268,-0.003397180973695407,NS,NS,0.785376171246892,0.8976242948584172
GATA1,POU5F1_degradation,0.0826311147218985,0.04685730263809693,NS,Upregulated,0.939042585085944,0.0013528258550128817
GATA1,SOX2_degradation,-0.721103149943192,0.022699680887000903,NS,NS,0.146252798398673,0.08464373637364143
GATA1,Serum,-0.267685756605911,-0.007329796999002442,NS,NS,0.151887866610967,0.9382053105411885
GATA1,Forskolin,-0.185510150866439,0.004394092186600246,NS,NS,0.450822228876544,0.9714745828818446
GATA1,Heat_shock,0.204419656968453,9.673996791893075e-5,NS,NS,0.131375683671124,0.9988051412032841
GATA1,LIF_removal_1h,0.397908895145537,-2.1887699500490942e-4,NS,NS,0.615102425574056,0.9968723756132148
GATA1,LIF_removal_3h,0.238682509937318,0.010160038546238294,NS,NS,0.672542266954426,0.9999437632103492
GATA1,LIF_removal_6h,0.162962060417046,-0.016259342688390386,NS,NS,0.587914025556574,0.9953257592195215
GATA1,mNPC_differentiation,-0.111058338959621,-0.12062472375748694,NS,Downregulated,0.525619297852306,5.3848422400716275e-9
GATA1,TFCP2L1_knockdown,0.219593953747702,-0.01930571979507476,NS,NS,0.416109564289721,0.9505540340835739
GATA3,Chiron_removal,0.311661078465941,-0.006794681877717607,NS,NS,0.908130000950612,0.7106267633892247
GATA3,FOXA1_overexpression,3.37470294897257,0.006664813152046464,NS,NS,0.086936499032718,0.8041634221032635
GATA3,LIF_removal_24h,0.435792493047471,0.0036006904593390635,NS,NS,0.761975290896259,0.8412130153775106
GATA3,POU5F1_degradation,-0.828404407729663,0.040936228437348746,NS,Upregulated,0.43657381650942,3.821553619535306e-4
GATA3,SOX2_degradation,-0.188215431284925,0.020222194290078738,NS,Upregulated,0.807150419109337,0.043241883269412716
GATA3,Serum,0.17982887424603,-0.0020547370154839605,NS,NS,0.592731043503094,0.9620263281339205
GATA3,Forskolin,-0.184951312043079,0.01178021941770292,NS,NS,0.584074666080654,0.7910054387703824
GATA3,Heat_shock,0.278489964793591,0.018494918360876265,NS,NS,0.169754973747699,0.1713669219148379
GATA3,LIF_removal_1h,0.150833384726252,0.005651055833768841,NS,NS,0.932201579881635,0.9968723756132148
GATA3,LIF_removal_3h,0.0792814043192328,0.015007542771481724,NS,NS,0.941411719001189,0.9999437632103492
GATA3,LIF_removal_6h,0.168541791363987,0.010249349342350462,NS,NS,0.683217397042394,0.9953257592195215
GATA3,mNPC_differentiation,1.03529338052481,-0.12473927434088945,Upregulated,Downregulated,6.2843570539759e-4,1.3768432441994145e-11
GATA3,TFCP2L1_knockdown,0.0288488719558385,-0.01873869915010002,NS,NS,0.950884552876781,0.9505540340835739
GATA4,Chiron_removal,-0.132439263584176,-0.0014370203804606307,NS,NS,0.801236930285329,0.9226218692009323
GATA4,FOXA1_overexpression,-0.98764799924488,0.023788877786877972,NS,NS,0.421065485740562,0.4309929212306826
GATA4,LIF_removal_24h,0.0441545203959633,-0.01293257277833055,NS,NS,0.886248731931273,0.42869183081984763
GATA4,POU5F1_degradation,-0.741017110072785,0.045126418869292105,Downregulated,Upregulated,0.00462471831235906,6.40602043009518e-4
GATA4,SOX2_degradation,-0.252015925281753,0.04078334085287265,NS,Upregulated,0.130145879978054,0.0010112144146404902
GATA4,Serum,-0.523270765867856,-0.00904223605942317,Downregulated,NS,0.00442437101968551,0.8691293340637458
GATA4,Forskolin,-0.312716680401995,0.006166522558562804,NS,NS,0.10743502829085,0.9714745828818446
GATA4,Heat_shock,-1.68191100664369,0.05361888340210644,Downregulated,Upregulated,9.9980507388448e-8,9.916670994164379e-4
GATA4,LIF_removal_1h,-0.1445966085129,-0.014032094078323069,NS,NS,0.923016082670136,0.9968723756132148
GATA4,LIF_removal_3h,-0.0495245320639562,-0.0027680148818321273,NS,NS,0.941411719001189,0.9999437632103492
GATA4,LIF_removal_6h,-0.0488833350764707,0.002947773986038289,NS,NS,0.847685360720486,0.9953257592195215
GATA4,mNPC_differentiation,-3.04249554337721,-0.09625244279519535,Downregulated,Downregulated,4.27874682571484e-13,3.8428154228753034e-8
GATA4,TFCP2L1_knockdown,-0.192699930963022,-0.00846882633733953,NS,NS,0.430729877820719,0.9505540340835739
GBX2,Chiron_removal,0.529087049093384,0.011801878504080956,NS,NS,0.0120953255215188,0.6018414956975509
GBX2,FOXA1_overexpression,0.767688367860788,-0.0545505845537441,NS,NS,0.789720059729306,0.11604416941883682
GBX2,LIF_removal_24h,0.264567122213536,-0.023447055556919612,NS,NS,0.31857278348172,0.1424096280147577
GBX2,POU5F1_degradation,-0.540579677563603,-0.031886063230051866,NS,Downregulated,0.192240597521956,0.013610321008100015
GBX2,SOX2_degradation,-2.08738491512726,-0.030155115347405566,Downregulated,Downregulated,1.0340855519712e-7,0.013649970890305443
GBX2,Serum,2.2741511087635e-4,0.0024194924670312215,NS,NS,0.998980054615421,0.9620263281339205
GBX2,Forskolin,0.0833606491643279,-0.006723554370966679,NS,NS,0.796221184247031,0.9714745828818446
GBX2,Heat_shock,0.245640303169547,-0.056181973180240694,NS,Downregulated,0.19190127842344,8.901103091326523e-4
GBX2,LIF_removal_1h,0.215103555658586,0.0033857877974407813,NS,NS,0.932201579881635,0.9968723756132148
GBX2,LIF_removal_3h,0.53259790139629,-0.0028358379353514273,NS,NS,0.306304898440413,0.9999437632103492
GBX2,LIF_removal_6h,0.522925765580548,-0.01762271546402117,NS,NS,0.252546210204418,0.9630486350669691
GBX2,mNPC_differentiation,-0.700314189943958,0.07039231315247585,NS,Upregulated,0.0132644282832073,1.1354557052367892e-5
GBX2,TFCP2L1_knockdown,0.0881029594391901,-0.01674992699360893,NS,NS,0.831811140216594,0.9505540340835739
GLI1,Chiron_removal,0.274090676007199,0.0018047236812916319,NS,NS,0.423277604798234,0.8758011331211609
GLI1,Serum,-0.185894487662945,-0.004685267210253205,NS,NS,0.328761326068509,0.9382053105411885
GLI1,Forskolin,-0.386531465339608,-0.016101500714839186,NS,NS,0.0600639687229716,0.6538655945188654
GLI1,FOXA1_overexpression,0.307903094943009,-0.05585734657070299,NS,Downregulated,0.922631756910257,0.006617626308564364
GLI1,Heat_shock,0.602600507357341,2.7084889000699927e-4,Upregulated,NS,5.9761572167138e-4,0.9962877179760719
GLI1,LIF_removal_1h,0.170821508578554,7.24969837992329e-4,NS,NS,0.923016082670136,0.9968723756132148
GLI1,LIF_removal_24h,0.477092888063752,0.023820867244163768,NS,Upregulated,0.14513774469412,0.03352286706055918
GLI1,LIF_removal_3h,0.00356509796034341,0.009132595371994942,NS,NS,0.984763658191153,0.9999437632103492
GLI1,LIF_removal_6h,0.116646167236582,0.004801363145346436,NS,NS,0.683217397042394,0.9953257592195215
GLI1,mNPC_differentiation,-0.227958206389658,-0.0829693919621022,NS,Downregulated,0.244433086099456,2.303020488252337e-9
GLI1,POU5F1_degradation,-0.322062968265895,-0.03313157479692315,NS,Downregulated,0.620399033732159,6.40602043009518e-4
GLI1,SOX2_degradation,-0.499068938482184,-0.05409717040873933,NS,Downregulated,0.0255337778512205,9.099816418303493e-7
GLI1,TFCP2L1_knockdown,0.222960912007833,-0.013905013796349164,NS,NS,0.407557745794002,0.9505540340835739
GRHL1,Chiron_removal,-0.642273489484658,-0.05834823025160351,Downregulated,Downregulated,0.00650473336501761,0.00699784832876727
GRHL1,FOXA1_overexpression,-0.493498152409824,-0.02097565866516278,NS,NS,0.797866376144013,0.6178850395772737
GRHL1,LIF_removal_24h,-0.99762985188839,-0.024764212876066227,Downregulated,NS,6.4617113609168e-4,0.2521204572746594
GRHL1,POU5F1_degradation,-1.75062615721425,-0.0028116891361030516,Downregulated,NS,1.43491785069173e-5,0.8777308988298812
GRHL1,SOX2_degradation,-0.204629777944335,0.0655155952672334,NS,Upregulated,0.35639058712591,3.2001233869909546e-4
GRHL1,Serum,-0.135028992954192,-0.012620600448971482,NS,NS,0.592731043503094,0.8691293340637458
GRHL1,Forskolin,-0.520442502149201,0.03369977865783837,NS,NS,0.0252964256622352,0.6538655945188654
GRHL1,Heat_shock,-0.499650176068452,-0.08649302739479492,Downregulated,Downregulated,0.00427612567382066,2.381852519814637e-4
GRHL1,LIF_removal_1h,-0.105568950693649,0.009352659336503186,NS,NS,0.932201579881635,0.9968723756132148
GRHL1,LIF_removal_3h,0.0157380304685483,-0.008268002121319775,NS,NS,0.984763658191153,0.9999437632103492
GRHL1,LIF_removal_6h,-0.00820514677912535,6.923894837772455e-4,NS,NS,0.973286817510173,0.9953257592195215
GRHL1,mNPC_differentiation,-1.23818317384746,-0.09386101226045154,Downregulated,Downregulated,2.4839265818618e-7,1.6063163611288632e-5
GRHL1,TFCP2L1_knockdown,-1.37814199852754,-0.058706640264136314,Downregulated,NS,1.51335907362676e-7,0.09903157017027268
HIF1A,Chiron_removal,0.28198857144626,-0.009748891417177283,NS,NS,0.351852639194024,0.5747177918154994
HIF1A,FOXA1_overexpression,0.0353056559093325,0.021533749578257,NS,NS,0.9678307207156,0.37136400016272536
HIF1A,LIF_removal_24h,-0.00255291865825059,0.020731098472992388,NS,NS,0.988405941782305,0.05332858305608675
HIF1A,POU5F1_degradation,-0.502865614264656,0.004764703468050536,NS,NS,0.37557624446745,0.6023801866863919
HIF1A,SOX2_degradation,-0.958102514046326,0.006005254033613955,Downregulated,NS,8.30825072739651e-5,0.4963561038536487
HIF1A,Serum,-0.405059582033127,0.012654149214751107,Downregulated,NS,0.00202508819276789,0.5938852961859689
HIF1A,Forskolin,-0.163198660917035,0.009586802260806352,NS,NS,0.410277691344872,0.7910054387703824
HIF1A,Heat_shock,-0.20987849676377,0.03322760766080943,NS,Upregulated,0.132434398490874,0.002941175874546599
HIF1A,LIF_removal_1h,-0.221374804560949,0.004095503516643957,NS,NS,0.923016082670136,0.9968723756132148
HIF1A,LIF_removal_3h,0.0817334522492681,0.01344526296043912,NS,NS,0.884205695569746,0.9999437632103492
HIF1A,LIF_removal_6h,0.0492758954488566,0.002885084159576279,NS,NS,0.789676869403813,0.9953257592195215
HIF1A,mNPC_differentiation,-1.29912207501425,-0.0280040184618644,Downregulated,Downregulated,5.34910273180013e-8,0.004635588143882337
HIF1A,TFCP2L1_knockdown,0.0161821493757761,0.01041778706914652,NS,NS,0.949428193153183,0.9505540340835739
HNF1A,Chiron_removal,-0.0808490838075263,0.0141561990238237,NS,NS,0.908130000950612,0.2629603582857783
HNF1A,FOXA1_overexpression,-1.23263001237812,0.011455404389590224,NS,NS,0.893231578489261,0.5975933461375741
HNF1A,LIF_removal_24h,-0.52374212390943,0.02587365086537943,NS,Upregulated,0.405005078301245,0.012614073553114644
HNF1A,POU5F1_degradation,-0.804204542306218,-0.019139973511983044,NS,Downregulated,0.620399033732159,0.021293771440147685
HNF1A,SOX2_degradation,0.615531815307768,4.5241502262758585e-4,NS,NS,0.296318217141997,0.9462600310943268
HNF1A,Serum,-0.448665492937637,0.004660365905165041,NS,NS,0.279132791630254,0.9375114808894989
HNF1A,Forskolin,0.17453332882264,-6.379063614415899e-4,NS,NS,0.62222688874659,0.9993433391877434
HNF1A,Heat_shock,-0.573380626013151,-0.010466416878517942,NS,NS,0.0317142538711285,0.34347424742871535
HNF1A,LIF_removal_1h,0.0971632177441893,-2.4360351213862383e-4,NS,NS,0.932201579881635,0.9968723756132148
HNF1A,LIF_removal_3h,-0.0709210386110309,0.003353674803194296,NS,NS,0.962348152841308,0.9999437632103492
HNF1A,LIF_removal_6h,0.0503282718113138,-0.003191403475700256,NS,NS,0.93086229787534,0.9953257592195215
HNF1A,mNPC_differentiation,-2.07212573403066,0.012535489284729598,Downregulated,NS,3.60424837179747e-6,0.15723677507845144
HNF1A,TFCP2L1_knockdown,0.116122107614118,-0.0014122253797251468,NS,NS,0.848545318525105,0.9595895764557512
HNF4A,Chiron_removal,-0.0619238800436152,-0.009874116356586611,NS,NS,0.908130000950612,0.5839114495001787
HNF4A,FOXA1_overexpression,1.81203477807367,-0.005933858745184477,NS,NS,0.679063970513105,0.8041634221032635
HNF4A,LIF_removal_24h,-0.106369737062612,-0.01832137530495394,NS,NS,0.785376171246892,0.11342228737665808
HNF4A,POU5F1_degradation,1.34675377402059,0.00461917395539876,NS,NS,0.0733754744683463,0.6385306825660524
HNF4A,SOX2_degradation,-0.979715747151637,-0.04892194546874979,Downregulated,Downregulated,3.165914604463e-4,6.844033384715889e-6
HNF4A,Serum,-0.218472902687703,-0.029443032148338114,NS,NS,0.313598888012664,0.0562742625601498
HNF4A,Forskolin,0.0809802508715098,-5.4586255668875525e-5,NS,NS,0.732926761185336,0.9993433391877434
HNF4A,Heat_shock,-0.38825217409969,0.022996276139244078,NS,NS,0.0255047282918493,0.05117693551292491
HNF4A,LIF_removal_1h,-0.058759412842133,0.0016725435240473423,NS,NS,0.974078750991532,0.9968723756132148
HNF4A,LIF_removal_3h,0.132772753503351,-0.0022008346512272896,NS,NS,0.874902412697374,0.9999437632103492
HNF4A,LIF_removal_6h,0.20338177511048,-0.019971210588720117,NS,NS,0.533305518051098,0.6384277946055787
HNF4A,mNPC_differentiation,-1.25313557371431,-0.10100745578985773,Downregulated,Downregulated,1.71858080768699e-6,8.851694553614479e-11
HNF4A,TFCP2L1_knockdown,0.0478841744810087,-0.005530731473477036,NS,NS,0.867989986349093,0.9505540340835739
HOMEZ,Chiron_removal,0.18997337307279,0.004628047208221804,NS,NS,0.908130000950612,0.8497811102305951
HOMEZ,FOXA1_overexpression,-1.34197937413192,4.3530084394172164e-5,NS,NS,0.922631756910257,0.9988879487369204
HOMEZ,LIF_removal_24h,0.326160147561439,0.014657923822558353,NS,NS,0.914065452334078,0.5775636095883774
HOMEZ,POU5F1_degradation,-1.4193766204606,0.02430630606929491,NS,NS,0.481420166913038,0.16440498962738198
HOMEZ,SOX2_degradation,-2.17232699881178,0.03388573100989486,NS,Upregulated,0.052997332472424,0.0466562756159309
HOMEZ,Serum,-0.0545859225379282,0.012193985022072001,NS,NS,0.909518325976253,0.8691293340637458
HOMEZ,Forskolin,0.0152127890461713,0.006581128660231153,NS,NS,0.97037440198142,0.9714745828818446
HOMEZ,Heat_shock,0.531710188610601,0.028508249234207743,NS,NS,0.0307532957304708,0.2241453600694309
HOMEZ,LIF_removal_1h,0.718455657221583,0.006340590820479056,NS,NS,0.709892979811474,0.9968723756132148
HOMEZ,LIF_removal_3h,0.37118460290732,-0.007056372780437432,NS,NS,0.672542266954426,0.9999437632103492
HOMEZ,LIF_removal_6h,0.469909265276996,-0.010136325602664031,NS,NS,0.444388578361643,0.9953257592195215
HOMEZ,mNPC_differentiation,-0.491521327359746,0.11630896529954829,NS,Upregulated,0.128640482816145,8.967152658963539e-7
HOMEZ,TFCP2L1_knockdown,0.555100903483804,0.018324689445389036,NS,NS,0.242479509002446,0.9505540340835739
HSF1,Chiron_removal,-0.676575058590382,-0.007263246410536859,NS,NS,0.285631010498879,0.644228370209247
HSF1,FOXA1_overexpression,1.35308266553686,0.015619204457468342,NS,NS,0.789720059729306,0.4580899786063975
HSF1,LIF_removal_24h,-0.451930015427365,-0.012054847384312988,NS,NS,0.452935337312247,0.2851372160202848
HSF1,POU5F1_degradation,0.300936129380838,0.039616579935239656,NS,Upregulated,0.620399033732159,1.1339382117406838e-4
HSF1,SOX2_degradation,0.673542043777729,0.0762109502733871,NS,Upregulated,0.311129664481955,1.4513049594764543e-9
HSF1,Serum,-0.146505215140295,-0.008576652785811618,NS,NS,0.592731043503094,0.8537061425182723
HSF1,Forskolin,0.136190592517061,-0.011405747952264397,NS,NS,0.694703803121313,0.7910054387703824
HSF1,Heat_shock,5.98245028181948,0.09299888523936088,Upregulated,Upregulated,9.08033364925286e-23,1.731701847182364e-9
HSF1,LIF_removal_1h,0.567104906475024,-0.0029505558658805093,NS,NS,0.379866164458962,0.9968723756132148
HSF1,LIF_removal_3h,0.236263647699663,6.361072111427807e-7,NS,NS,0.730512097997482,0.9999437632103492
HSF1,LIF_removal_6h,0.222558487306929,-0.006554783894412149,NS,NS,0.585474944051297,0.9953257592195215
HSF1,mNPC_differentiation,0.342392251679481,0.024688336762993358,NS,Upregulated,0.129669679609447,0.014076990589194613
HSF1,TFCP2L1_knockdown,0.370584423401872,-0.0020619307573629883,NS,NS,0.263584646905987,0.9595895764557512
IRF1,Chiron_removal,-0.841615094679527,-0.005003852332560846,NS,NS,0.409833045666911,0.7330499434968532
IRF1,FOXA1_overexpression,0.0665056194427014,-0.003748907647313806,NS,NS,0.971156371146452,0.8893259292665268
IRF1,LIF_removal_24h,-0.646402233547858,0.006320222538671531,NS,NS,0.452935337312247,0.6624709644210665
IRF1,POU5F1_degradation,0.0433619380471148,0.019374560086358593,NS,Upregulated,0.984251096088978,0.029535129358715363
IRF1,SOX2_degradation,-0.234011776177196,0.02336705726307598,NS,Upregulated,0.709825190908595,0.007613938579363049
IRF1,Serum,-0.143855255102993,0.0029938755204675545,NS,NS,0.58939424056589,0.9620263281339205
IRF1,Forskolin,-0.554624293367531,0.0038436090704020666,NS,NS,0.0293012347830407,0.9714745828818446
IRF1,Heat_shock,0.381960192305028,0.002069896917513466,NS,NS,0.106593977096429,0.9060225442685591
IRF1,LIF_removal_1h,-0.143116479984662,0.0028790980460127406,NS,NS,0.932201579881635,0.9968723756132148
IRF1,LIF_removal_3h,0.0624018559009192,-0.0038381783559429655,NS,NS,0.941411719001189,0.9999437632103492
IRF1,LIF_removal_6h,0.0869638565886067,-0.0064670457809262675,NS,NS,0.794299955754805,0.9953257592195215
IRF1,mNPC_differentiation,0.541828125060667,0.073979751801727,NS,Upregulated,0.020895225350599,1.4351658135458507e-8
IRF1,TFCP2L1_knockdown,0.153224828533247,0.005949540543324882,NS,NS,0.553072105451196,0.9505540340835739
IRF3,Chiron_removal,-0.619194619066102,-0.007209914137848546,NS,NS,0.240497322608023,0.6885553578771799
IRF3,FOXA1_overexpression,-0.745720533820395,-0.007883240450241552,NS,NS,0.82062655765857,0.7611980342954192
IRF3,LIF_removal_24h,-0.562512896289499,0.00236513529690212,NS,NS,0.34835373234529,0.8976242948584172
IRF3,POU5F1_degradation,1.08670368542708,0.025532237108806376,NS,Upregulated,0.0895861196300131,0.013610321008100015
IRF3,SOX2_degradation,1.46641100024235,0.03039666352393275,Upregulated,Upregulated,3.32415910796484e-6,0.0026681173534869288
IRF3,Serum,-0.211862738416549,0.008539142824371395,NS,NS,0.550029443862824,0.8537061425182723
IRF3,Forskolin,-0.140218742919975,0.006570641698544769,NS,NS,0.657349972971015,0.9714745828818446
IRF3,Heat_shock,-0.794547592367807,0.020558667463347897,Downregulated,NS,0.00162786027933393,0.11044173949177434
IRF3,LIF_removal_1h,-0.220080502423281,0.004404053483453142,NS,NS,0.932201579881635,0.9968723756132148
IRF3,LIF_removal_3h,0.0825453549033061,-0.004517060504047571,NS,NS,0.941411719001189,0.9999437632103492
IRF3,LIF_removal_6h,0.119119884529951,-0.009358914774787879,NS,NS,0.789676869403813,0.9953257592195215
IRF3,mNPC_differentiation,2.07727278212223,0.07175660649114848,Upregulated,Upregulated,9.027271530591e-8,2.364135922716481e-7
IRF3,TFCP2L1_knockdown,0.462218639936305,0.008447300573196703,NS,NS,0.217201267901146,0.9505540340835739
IRX3,Chiron_removal,0.593361676378424,-0.016896753187688886,NS,NS,0.628725718119776,0.44002689210401835
IRX3,Serum,-0.192938148529662,-0.005548008902352394,NS,NS,0.526739680978155,0.9499335297855954
IRX3,Forskolin,-0.347797633432723,-0.01537515016550144,NS,NS,0.240709959163954,0.7910054387703824
IRX3,FOXA1_overexpression,0.739896396038023,0.03767000452879182,NS,NS,0.923104213148729,0.2937168261535664
IRX3,Heat_shock,-0.0900021103021321,0.010603369084584587,NS,NS,0.67324520198115,0.5270266165111622
IRX3,LIF_removal_1h,-0.611987558748585,-0.012618175482364493,NS,NS,0.709892979811474,0.9968723756132148
IRX3,LIF_removal_24h,-0.0405007097622731,-0.0074819321451500415,NS,NS,0.988405941782305,0.7044453616408938
IRX3,LIF_removal_3h,0.0296854969315159,-0.023923354159849697,NS,NS,0.984763658191153,0.9999437632103492
IRX3,LIF_removal_6h,0.0611484968116009,-0.0037044403940450473,NS,NS,0.861793619198995,0.9953257592195215
IRX3,mNPC_differentiation,-0.251181475342328,0.04816505191244657,NS,Upregulated,0.34823549928981,4.7904740142304804e-4
IRX3,POU5F1_degradation,-1.14521997250582,0.029723793289126957,NS,Upregulated,0.620399033732159,0.013610321008100015
IRX3,SOX2_degradation,0.605876177131067,0.03945160868656407,NS,Upregulated,0.56969594091143,9.247740416150283e-4
IRX3,TFCP2L1_knockdown,-0.00347888317542358,0.003293234945689108,NS,NS,0.995887257620177,0.9595895764557512
KLF4,Chiron_removal,0.300065832852085,-0.010581810256528174,NS,NS,0.0504601180351061,0.6018414956975509
KLF4,FOXA1_overexpression,-0.103028971654681,0.020569089224756816,NS,NS,0.92869572764428,0.4580899786063975
KLF4,LIF_removal_24h,-0.280329977056105,-0.031414345576671304,NS,Downregulated,0.131046942847728,0.025447370041960793
KLF4,POU5F1_degradation,-1.40949622897044,-0.015664559490938378,Downregulated,NS,0.0034801987341565,0.1619967623940817
KLF4,SOX2_degradation,-1.65172711628996,-0.006323090869845621,Downregulated,NS,2.0468834276375e-12,0.5834883349137961
KLF4,Serum,-0.226329464378411,0.004663865143018343,NS,NS,0.0520188278843501,0.9620263281339205
KLF4,Forskolin,-0.420189229105378,0.00535897790374688,Downregulated,NS,0.00166226483159956,0.9714745828818446
KLF4,Heat_shock,-0.294750659874401,0.04502527953601991,NS,Upregulated,0.0346725543478819,0.0019922472142016477
KLF4,LIF_removal_1h,-0.100325206668997,0.004354808245345183,NS,NS,0.923016082670136,0.9968723756132148
KLF4,LIF_removal_3h,-0.0430715417473411,-0.007915232291278367,NS,NS,0.941411719001189,0.9999437632103492
KLF4,LIF_removal_6h,-0.1535659222573,-0.010634939139569245,NS,NS,0.523330243592412,0.9953257592195215
KLF4,mNPC_differentiation,-2.19717344414463,-0.0967986078682874,Downregulated,Downregulated,1.09289903297712e-11,9.54963220070426e-9
KLF4,TFCP2L1_knockdown,-0.261342498777604,-0.004752178979230595,NS,NS,0.180448840273506,0.9505540340835739
MAF::NFE2,Chiron_removal,0.14239456904099,-0.007015327761315534,NS,NS,0.83037504193506,0.7330499434968532
MAF::NFE2,FOXA1_overexpression,0.126426506521005,0.015577942707117308,NS,NS,0.934471774660713,0.6178850395772737
MAF::NFE2,LIF_removal_24h,0.152577664519611,-0.021087808950374223,NS,NS,0.682813233196246,0.17838232150224326
MAF::NFE2,POU5F1_degradation,0.431172951857115,0.03404787809212885,NS,Upregulated,0.445595774930785,0.007787268848441121
MAF::NFE2,SOX2_degradation,0.755575209469839,0.016106626116107987,Upregulated,NS,1.1684935343974e-4,0.18195925342822541
MAF::NFE2,Serum,-0.375806294045676,0.031326223815057876,Downregulated,NS,0.00310006886986044,0.18027431110007908
MAF::NFE2,Forskolin,-0.646322130838705,0.017889545352727947,Downregulated,NS,1.7207083623989e-4,0.7910054387703824
MAF::NFE2,Heat_shock,-1.11034592561073,0.004862264163066408,Downregulated,NS,3.22283618228422e-6,0.8166213939011925
MAF::NFE2,LIF_removal_1h,-0.0882595931500379,-0.0017218360179768483,NS,NS,0.932201579881635,0.9968723756132148
MAF::NFE2,LIF_removal_3h,-0.0928579723829092,-0.0015044220248754871,NS,NS,0.86802305667349,0.9999437632103492
MAF::NFE2,LIF_removal_6h,-0.0364895201807738,-0.004113679926129569,NS,NS,0.847685360720486,0.9953257592195215
MAF::NFE2,mNPC_differentiation,0.910007187572099,0.004479101675070358,Upregulated,NS,1.44168048710412e-6,0.7392710672597925
MAF::NFE2,TFCP2L1_knockdown,0.153626784030189,0.0025678130704931378,NS,NS,0.421992504717877,0.9595895764557512
MEF2A,Chiron_removal,-0.112064095408347,-0.0033087836851781703,NS,NS,0.908130000950612,0.8497811102305951
MEF2A,LIF_removal_24h,0.567323849448761,0.008308380358526365,NS,NS,0.0248318878397752,0.5775636095883774
MEF2A,POU5F1_degradation,0.916482494806322,0.05088802351871842,NS,Upregulated,0.494007620094485,1.973762704362966e-5
MEF2A,SOX2_degradation,2.18797730259022,0.0434214323639599,Upregulated,Upregulated,1.6091309240812102e-15,8.701882747166977e-5
MEF2A,Serum,0.0438324424098828,0.009032713971558613,NS,NS,0.866828405212337,0.8537061425182723
MEF2A,Forskolin,-2.5826244239153,0.0032922380260871874,Downregulated,NS,4.03987221746689e-13,0.9714745828818446
MEF2A,FOXA1_overexpression,-1.02282487703948,0.013086154884074094,NS,NS,0.82062655765857,0.6178850395772737
MEF2A,Heat_shock,-0.656743953254949,0.04274628772438675,Downregulated,Upregulated,1.18681893982634e-5,0.001402167554589265
MEF2A,LIF_removal_1h,-0.0216427525598041,-0.004264459913758803,NS,NS,0.978707603082499,0.9968723756132148
MEF2A,LIF_removal_3h,0.231823379928361,0.006847946597692157,NS,NS,0.415652851062661,0.9999437632103492
MEF2A,LIF_removal_6h,0.155998843581948,-5.930181370006303e-4,NS,NS,0.533305518051098,0.9953257592195215
MEF2A,mNPC_differentiation,-2.81507747133809,0.15902946520577876,Downregulated,Upregulated,1.96439962052076e-13,4.002955272341728e-14
MEF2A,TFCP2L1_knockdown,0.304889566510571,0.011893531220675073,NS,NS,0.107411498994372,0.9505540340835739
MTF1,Chiron_removal,-0.138848724655746,-0.007355749944362543,NS,NS,0.539944160413636,0.7106267633892247
MTF1,FOXA1_overexpression,-0.614018389738924,0.0415548841748761,NS,NS,0.705293673547243,0.17331499873256337
MTF1,LIF_removal_24h,0.0064153995515425,0.015872542094091904,NS,NS,0.988405941782305,0.2521204572746594
MTF1,POU5F1_degradation,-0.777266706284095,-0.0026154788469754282,NS,NS,0.0256278546555252,0.8281566361000751
MTF1,SOX2_degradation,-0.682016098920347,0.009758534846778591,Downregulated,NS,1.09501262925726e-6,0.3635072494079322
MTF1,Serum,-0.411716378889755,0.0023580730620161704,Downregulated,NS,0.00558188681912057,0.9620263281339205
