tf,condition,primetime_logFC,chromVAR_dif,primetime_sign,chromVAR_sign,primetime_pval_adj,chromVAR_pval_adj
E2F1,mNPC_differentiation,-3.20806927429423,0.015732668499575515,Downregulated,NS,1.96439962052076e-13,0.35212155459913286
E2F1,TFCP2L1_knockdown,-0.421018502751068,0.008022380680838003,NS,NS,0.0281064276558288,0.9505540340835739
EGR1,Chiron_removal,-0.127985139660588,0.004998199062510896,NS,NS,0.908130000950612,0.7553569100888117
EGR1,FOXA1_overexpression,-0.198043670571164,0.004186033197532885,NS,NS,0.92869572764428,0.8893259292665268
EGR1,LIF_removal_24h,-1.00791280313094,-0.0051041368840827675,NS,NS,0.131046942847728,0.7721092219945627
EGR1,POU5F1_degradation,-0.86987487567869,0.018442280846666333,NS,NS,0.365989549531941,0.06535726646273844
EGR1,SOX2_degradation,-1.13994872582932,0.017303307297063093,NS,NS,0.0112219253628252,0.07316327891074659
EGR1,Serum,2.64537807138255,0.009949461403962448,Upregulated,NS,1.41405955752552e-11,0.8537061425182723
EGR1,Forskolin,-0.582739815963366,2.902943329738837e-4,NS,NS,0.0333110605372589,0.9993433391877434
EGR1,Heat_shock,0.267656491316656,0.015215824719191796,NS,NS,0.117252990347268,0.25086392872220276
EGR1,LIF_removal_1h,0.146256378380531,-0.002788644365196538,NS,NS,0.932201579881635,0.9968723756132148
EGR1,LIF_removal_3h,0.0676475215498912,-8.450316737700766e-4,NS,NS,0.941411719001189,0.9999437632103492
EGR1,LIF_removal_6h,0.133556655921167,-0.007114111352283934,NS,NS,0.642112526782556,0.9953257592195215
EGR1,mNPC_differentiation,-0.393887043948326,0.03530755760866581,NS,Upregulated,0.060757004655006,0.002222405208564969
EGR1,TFCP2L1_knockdown,0.057877185287042,-0.0017904073101174143,NS,NS,0.867989986349093,0.9595895764557512
ELK1,Chiron_removal,-0.0392720815364906,6.455412527226843e-4,NS,NS,0.908130000950612,0.9588366880866623
ELK1,Serum,-0.274812814537874,0.01321142302141734,NS,NS,0.123040538920686,0.8537061425182723
ELK1,Forskolin,-0.137637547470241,0.0048791459809165785,NS,NS,0.506896185859356,0.9714745828818446
ELK1,Heat_shock,-0.328577447862073,-0.019920923762527937,NS,NS,0.0271367643500858,0.33368455850008216
ELK1,LIF_removal_1h,-0.0624069333463705,-0.005889346924029731,NS,NS,0.932201579881635,0.9968723756132148
ELK1,LIF_removal_24h,0.252289940659698,0.02931618719582523,NS,NS,0.415520040853831,0.12803944543732654
ELK1,LIF_removal_3h,0.126993086799407,-0.0014829226859565045,NS,NS,0.86802305667349,0.9999437632103492
ELK1,LIF_removal_6h,0.194596965342645,-1.8241949067945504e-4,NS,NS,0.533305518051098,0.9953257592195215
ELK1,mNPC_differentiation,0.688803926836293,0.08197248624655576,Upregulated,Upregulated,0.00129295084666068,1.866274767273889e-5
