tf,condition,primetime_logFC,chromVAR_dif,tobias_logFC,primetime_sign,chromVAR_sign,tobias_sign,primetime_pval_adj,chromVAR_pval_adj,tobias_pvalue
HNF1A,SOX2_degradation,0.615531815307768,6.80890707776975e-4,-0.24608,NS,NS,Downregulated,0.296318217141997,0.918854694324089,9.38355e-124
HNF1A,Serum,-0.448665492937637,0.004579344607550128,-0.069,NS,NS,Downregulated,0.279132791630254,0.916538091579,6.34306e-75
HNF1A,Forskolin,0.17453332882264,-4.933548370157103e-4,-0.12383,NS,NS,Downregulated,0.62222688874659,0.9982454964048935,2.0191700000000002e-94
HNF1A,Heat_shock,-0.573380626013151,-0.010357662507088467,-0.21439,NS,NS,Downregulated,0.0317142538711285,0.34793540353359353,5.39012e-110
HNF1A,LIF_removal_1h,0.0971632177441893,-1.0793905042690705e-4,-0.03776,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,7.328359999999999e-44
HNF1A,LIF_removal_3h,-0.0709210386110309,0.0033351644703580033,-0.08916,NS,NS,Downregulated,0.962348152841308,0.9990609479484573,9.201520000000001e-74
HNF1A,LIF_removal_6h,0.0503282718113138,-0.003236566977882765,-0.09057,NS,NS,Downregulated,0.93086229787534,0.9972264321673686,3.6000700000000003e-72
HNF1A,mNPC_differentiation,-2.07212573403066,0.012335254413992752,0.04859,Downregulated,NS,NS,3.60424837179747e-6,0.1607094395889738,1.32978e-53
HNF1A,TFCP2L1_knockdown,0.116122107614118,-0.001267180966003244,-0.0426,NS,NS,Downregulated,0.848545318525105,0.963724134899497,1.61734e-44
HNF1A,Forskolin_stimulation_NPC_24h,0.1434055931092,0.002541462212293963,0.11367,NS,NS,NS,0.763458905507052,0.9667729220897776,7.65152e-87
HNF1A,Forskolin_stimulation_NPC_4h,0.0829306587671835,0.00541729303856775,0.10085,NS,NS,NS,0.731281280458239,0.9932348525597723,1.5664399999999997e-84
HNF1A,Heat_shock_NPC,0.289606816610426,-0.018585018202256328,0.47931,NS,NS,NS,0.170367716454755,0.25101710726658094,3.7987399999999996e-150
HNF4A,Chiron_removal,-0.0619238800436152,-0.009852811301999071,-0.05746,NS,NS,Downregulated,0.908130000950612,0.5869403246403412,1.3496999999999999e-70
HNF4A,FOXA1_overexpression,1.81203477807367,-0.01751862919483558,0.07269,NS,NS,NS,0.679063970513105,0.10341436998718244,3.0166299999999996e-53
HNF4A,LIF_removal_24h,-0.106369737062612,-0.018397267352526604,-0.06522,NS,NS,Downregulated,0.785376171246892,0.11133673430198167,1.5197e-78
HNF4A,POU5F1_degradation,1.34675377402059,0.004505484626180554,-0.08629,NS,NS,Downregulated,0.0733754744683463,0.6502856834544644,1.3935999999999998e-86
HNF4A,SOX2_degradation,-0.979715747151637,-0.048713069690366095,-0.15026,Downregulated,Downregulated,Downregulated,3.165914604463e-4,6.995515164828863e-6,3.1182699999999998e-111
HNF4A,Serum,-0.218472902687703,-0.029022727570114856,-0.06613,NS,NS,Downregulated,0.313598888012664,0.06324659314911356,2.2600800000000003e-70
HNF4A,Forskolin,0.0809802508715098,2.0373220001637313e-5,-0.03052,NS,NS,Downregulated,0.732926761185336,0.9982454964048935,2.5946299999999997e-37
HNF4A,Heat_shock,-0.38825217409969,0.023298579324861627,-0.02965,NS,Upregulated,Downregulated,0.0255047282918493,0.04750146793270103,4.78404e-35
HNF4A,LIF_removal_1h,-0.058759412842133,0.0015234983840535909,-0.00793,NS,NS,Downregulated,0.974078750991532,0.9967208797546465,9.33631e-8
HNF4A,LIF_removal_3h,0.132772753503351,-0.002272105911745141,-0.06228,NS,NS,Downregulated,0.874902412697374,0.9990609479484573,4.8083599999999995e-64
HNF4A,LIF_removal_6h,0.20338177511048,-0.020179821468601575,-0.0451,NS,NS,Downregulated,0.533305518051098,0.6085347332480323,4.164889999999999e-52
HNF4A,mNPC_differentiation,-1.25313557371431,-0.1013796111187072,-0.23733,Downregulated,Downregulated,Downregulated,1.71858080768699e-6,8.171614061097122e-11,8.96699e-132
HNF4A,TFCP2L1_knockdown,0.0478841744810087,-0.0058356221321619875,-0.02694,NS,NS,Downregulated,0.867989986349093,0.9451855424841861,2.07334e-37
HNF4A,Forskolin_stimulation_NPC_24h,-0.0468562090055151,-2.3171741870749163e-4,0.04034,NS,NS,NS,0.936450156163708,0.9909707680590795,4.4018399999999995e-45
HNF4A,Forskolin_stimulation_NPC_4h,-0.0594608434631279,-0.009846973382957494,-0.00411,NS,NS,Downregulated,0.7941591522156,0.9932348525597723,0.00345485
HNF4A,Heat_shock_NPC,-0.167035841193401,0.01194780827301925,0.16138,NS,NS,NS,0.50632259913167,0.5210567135422827,1.27245e-99
HOMEZ,Chiron_removal,0.18997337307279,0.004283654637674328,0.004,NS,NS,NS,0.908130000950612,0.8777681576597088,0.00177145
HOMEZ,FOXA1_overexpression,-1.34197937413192,0.03910205975123544,-0.02945,NS,NS,Downregulated,0.922631756910257,0.8016897778518431,2.04527e-15
HOMEZ,LIF_removal_24h,0.326160147561439,0.015420275263662887,0.02781,NS,NS,NS,0.914065452334078,0.5502031183453447,1.09451e-28
HOMEZ,POU5F1_degradation,-1.4193766204606,0.024315466172233603,-0.10788,NS,NS,Downregulated,0.481420166913038,0.16215082609311254,6.75577e-82
HOMEZ,SOX2_degradation,-2.17232699881178,0.033804440316119844,-0.12199,NS,Upregulated,Downregulated,0.052997332472424,0.04590128113490467,8.53618e-87
HOMEZ,Serum,-0.0545859225379282,0.01310071972971863,-0.03151,NS,NS,Downregulated,0.909518325976253,0.8708738109832502,9.10982e-28
HOMEZ,Forskolin,0.0152127890461713,0.0070474015192896165,-0.09524,NS,NS,Downregulated,0.97037440198142,0.9681364143246259,4.76194e-70
HOMEZ,Heat_shock,0.531710188610601,0.02906489130826891,-0.10766,NS,NS,Downregulated,0.0307532957304708,0.20553759176629377,3.0671399999999996e-64
HOMEZ,LIF_removal_1h,0.718455657221583,0.007440310787421651,-0.04193,NS,NS,Downregulated,0.709892979811474,0.9967208797546465,5.1382e-36
HOMEZ,LIF_removal_3h,0.37118460290732,-0.006682311868737328,-0.11258,NS,NS,Downregulated,0.672542266954426,0.9990609479484573,2.4273399999999998e-71
HOMEZ,LIF_removal_6h,0.469909265276996,-0.009651154665166996,-0.07857,NS,NS,Downregulated,0.444388578361643,0.9972264321673686,1.08898e-58
HOMEZ,mNPC_differentiation,-0.491521327359746,0.1176724847565491,0.08825,NS,Upregulated,NS,0.128640482816145,6.261674313745034e-7,1.19275e-70
HOMEZ,TFCP2L1_knockdown,0.555100903483804,0.01913756330514039,-0.00697,NS,NS,Downregulated,0.242479509002446,0.9451855424841861,8.32035e-5
HOMEZ,Forskolin_stimulation_NPC_24h,0.162377417856967,-0.009095703048984348,0.08471,NS,NS,NS,0.871637465569465,0.9667729220897776,7.228289999999999e-66
HOMEZ,Forskolin_stimulation_NPC_4h,-0.280166079554081,0.003999244596405216,0.09985,NS,NS,NS,0.225914520072366,0.9932348525597723,4.62347e-73
HOMEZ,Heat_shock_NPC,0.383951765665524,0.0447208826308185,0.45442,NS,NS,NS,0.0166064960844178,0.05288537689726629,9.19345e-133
HSF1,Chiron_removal,-0.676575058590382,-0.007454361365582952,-0.07258,NS,NS,Downregulated,0.285631010498879,0.624823844522862,4.5811800000000004e-77
HSF1,FOXA1_overexpression,1.35308266553686,0.04562949482288112,0.02942,NS,NS,NS,0.789720059729306,0.05723705475379788,1.84527e-17
HSF1,LIF_removal_24h,-0.451930015427365,-0.011803274875212235,-0.02521,NS,NS,Downregulated,0.452935337312247,0.3017597569945026,4.13195e-33
HSF1,POU5F1_degradation,0.300936129380838,0.039223882934762845,0.02855,NS,Upregulated,NS,0.620399033732159,1.3309807942013348e-4,2.80108e-36
HSF1,SOX2_degradation,0.673542043777729,0.07573168258451979,0.08442,NS,Upregulated,NS,0.311129664481955,1.7060511872494305e-9,1.36533e-83
HSF1,Serum,-0.146505215140295,-0.00846232553231165,-0.00881,NS,NS,Downregulated,0.592731043503094,0.8552617658543936,4.84236e-6
HSF1,Forskolin,0.136190592517061,-0.011097133006263148,-0.05744,NS,NS,Downregulated,0.694703803121313,0.8015285467688589,3.2957e-62
HSF1,Heat_shock,5.98245028181948,0.09278982677827091,0.05931,Upregulated,Upregulated,NS,9.08033364925286e-23,1.6907035497170565e-9,9.81026e-62
HSF1,LIF_removal_1h,0.567104906475024,-0.0030115683604935136,-0.01274,NS,NS,Downregulated,0.379866164458962,0.9967208797546465,2.035e-13
HSF1,LIF_removal_3h,0.236263647699663,-3.401364218731089e-4,-0.04787,NS,NS,Downregulated,0.730512097997482,0.9990609479484573,1.38566e-51
HSF1,LIF_removal_6h,0.222558487306929,-0.006511899133584627,-0.06426,NS,NS,Downregulated,0.585474944051297,0.9972264321673686,1.97255e-56
HSF1,mNPC_differentiation,0.342392251679481,0.024964619008880688,0.00777,NS,Upregulated,NS,0.129669679609447,0.01334898230655306,2.12945e-6
HSF1,TFCP2L1_knockdown,0.370584423401872,-0.0017698865341411758,-0.04548,NS,NS,Downregulated,0.263584646905987,0.963724134899497,6.5025e-48
HSF1,Forskolin_stimulation_NPC_24h,0.148470370092062,-0.015226464485100167,0.01367,NS,NS,NS,0.763458905507052,0.8833021830912428,5.68832e-14
HSF1,Forskolin_stimulation_NPC_4h,0.0266508374165128,-0.0026846508356644476,-0.04428,NS,NS,Downregulated,0.899529296720729,0.9932348525597723,6.161649999999999e-42
HSF1,Heat_shock_NPC,7.16262846754891,0.1114312698671969,0.25316,Upregulated,Upregulated,NS,2.1346074206049403e-79,5.924973453808689e-11,1.2558e-115
IRF1,Chiron_removal,-0.841615094679527,-0.004912040680409633,-0.03898,NS,NS,Downregulated,0.409833045666911,0.7474107990133397,1.29266e-77
IRF1,FOXA1_overexpression,0.0665056194427014,-7.27514816923451e-5,9.9e-4,NS,NS,NS,0.971156371146452,0.4801155388067512,0.0927053
IRF1,LIF_removal_24h,-0.646402233547858,0.006178319587832416,0.00692,NS,NS,NS,0.452935337312247,0.6725064295491626,1.4207e-18
IRF1,POU5F1_degradation,0.0433619380471148,0.019302494494392284,-0.0617,NS,Upregulated,Downregulated,0.984251096088978,0.030595146010506988,1.1449199999999997e-98
IRF1,SOX2_degradation,-0.234011776177196,0.023144516173448204,-0.0634,NS,Upregulated,Downregulated,0.709825190908595,0.008288992459553272,7.53162e-99
IRF1,Serum,-0.143855255102993,0.0028255747538438493,-0.02587,NS,NS,Downregulated,0.58939424056589,0.9517175066834885,1.9101999999999999e-50
IRF1,Forskolin,-0.554624293367531,0.0038436123454104647,-0.0451,NS,NS,Downregulated,0.0293012347830407,0.9681364143246259,4.94745e-75
IRF1,Heat_shock,0.381960192305028,0.0019103785957886293,-0.10189,NS,NS,Downregulated,0.106593977096429,0.9223061656733618,1.42261e-108
IRF1,LIF_removal_1h,-0.143116479984662,0.0027897737456026635,-0.02916,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,2.0776799999999996e-52
IRF1,LIF_removal_3h,0.0624018559009192,-0.003955223475011984,-0.08875,NS,NS,Downregulated,0.941411719001189,0.9990609479484573,1.4679799999999998e-100
IRF1,LIF_removal_6h,0.0869638565886067,-0.006596202767113651,-0.08018,NS,NS,Downregulated,0.794299955754805,0.9972264321673686,5.5075e-93
IRF1,mNPC_differentiation,0.541828125060667,0.07339548653485746,0.07262,NS,Upregulated,NS,0.020895225350599,1.7962232011987303e-8,2.6460499999999994e-103
IRF1,TFCP2L1_knockdown,0.153224828533247,0.005797465593856283,0.00178,NS,NS,NS,0.553072105451196,0.9451855424841861,0.0162014
IRF1,Forskolin_stimulation_NPC_24h,-0.0582115238997948,-0.011514143248041467,0.03178,NS,NS,NS,0.936313341342127,0.9424753190497472,8.66393e-67
IRF1,Forskolin_stimulation_NPC_4h,0.0689184007284268,-0.0020185707189147237,0.01738,NS,NS,NS,0.737129600940205,0.9932348525597723,8.830379999999999e-31
IRF1,Heat_shock_NPC,-0.350993230981883,-0.006043270328915225,0.21123,NS,NS,NS,0.105054230775323,0.6566124451880637,1.5970899999999997e-140
IRF3,Chiron_removal,-0.619194619066102,-0.007456636511959113,-0.03403,NS,NS,Downregulated,0.240497322608023,0.6589854866644699,8.36392e-71
IRF3,FOXA1_overexpression,-0.745720533820395,0.013447552954296553,0.00518,NS,NS,NS,0.82062655765857,0.8016897778518431,0.00236408
IRF3,LIF_removal_24h,-0.562512896289499,0.0023780444886795874,0.00689,NS,NS,NS,0.34835373234529,0.9106791517539704,4.30131e-11
IRF3,POU5F1_degradation,1.08670368542708,0.025475437387428572,-0.04698,NS,Upregulated,Downregulated,0.0895861196300131,0.014031266514537757,9.24085e-78
IRF3,SOX2_degradation,1.46641100024235,0.029902786140278505,-0.09562,Upregulated,Upregulated,Downregulated,3.32415910796484e-6,0.002991372036049693,2.13533e-110
IRF3,Serum,-0.211862738416549,0.008512383258010145,-0.03541,NS,NS,Downregulated,0.550029443862824,0.8552617658543936,1.25844e-63
IRF3,Forskolin,-0.140218742919975,0.006714313475698662,-0.05498,NS,NS,Downregulated,0.657349972971015,0.9681364143246259,1.70881e-77
IRF3,Heat_shock,-0.794547592367807,0.02047231383735428,-0.09941,Downregulated,NS,Downregulated,0.00162786027933393,0.11169532696285574,3.92252e-95
IRF3,LIF_removal_1h,-0.220080502423281,0.004739493825152371,-0.00908,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,2.74269e-13
IRF3,LIF_removal_3h,0.0825453549033061,-0.004312960218368123,-0.08125,NS,NS,Downregulated,0.941411719001189,0.9990609479484573,1.0566099999999999e-92
IRF3,LIF_removal_6h,0.119119884529951,-0.00916393776336525,-0.07215,NS,NS,Downregulated,0.789676869403813,0.9972264321673686,2.8043599999999994e-84
IRF3,mNPC_differentiation,2.07727278212223,0.071293966049537,0.05384,Upregulated,Upregulated,NS,9.027271530591e-8,2.583942013872879e-7,2.13505e-79
IRF3,TFCP2L1_knockdown,0.462218639936305,0.008445074455570857,0.01427,NS,NS,NS,0.217201267901146,0.9451855424841861,1.3844899999999999e-27
IRF3,Forskolin_stimulation_NPC_24h,-0.158867516208534,-0.004525075707624719,0.04259,NS,NS,NS,0.763458905507052,0.9667729220897776,1.5486899999999998e-69
IRF3,Forskolin_stimulation_NPC_4h,-1.09789032709126,0.0073974742182687445,0.03452,Downregulated,NS,NS,2.95265347764901e-8,0.9932348525597723,4.87437e-57
IRF3,Heat_shock_NPC,0.24100855315322,0.011334117109056109,0.25719,NS,NS,NS,0.186780906831324,0.5175498439696727,1.7180799999999998e-143
IRX3,Chiron_removal,0.593361676378424,-0.017310478957284946,0.02504,NS,NS,NS,0.628725718119776,0.4063855140202114,6.36322e-25
IRX3,Serum,-0.192938148529662,-0.0056005887439092164,-0.15334,NS,NS,Downregulated,0.526739680978155,0.942650531837139,9.079119999999999e-92
IRX3,Forskolin,-0.347797633432723,-0.015319016222210324,-0.14961,NS,NS,Downregulated,0.240709959163954,0.8015285467688589,3.9130199999999997e-90
IRX3,FOXA1_overexpression,0.739896396038023,-0.0025442023045280093,0.06653,NS,NS,NS,0.923104213148729,0.2866404198079901,8.172009999999999e-45
IRX3,Heat_shock,-0.0900021103021321,0.010659989420331448,-0.15145,NS,NS,Downregulated,0.67324520198115,0.5200516057861981,2.4677400000000003e-83
IRX3,LIF_removal_1h,-0.611987558748585,-0.012767805660163875,-0.10251,NS,NS,Downregulated,0.709892979811474,0.9967208797546465,1.00252e-76
IRX3,LIF_removal_24h,-0.0405007097622731,-0.007725249118336031,-0.01253,NS,NS,Downregulated,0.988405941782305,0.681051117711011,2.8008e-14
IRX3,LIF_removal_3h,0.0296854969315159,-0.023654423619159138,-0.15187,NS,NS,Downregulated,0.984763658191153,0.9990609479484573,1.43049e-87
IRX3,LIF_removal_6h,0.0611484968116009,-0.0042175147662381965,-0.11412,NS,NS,Downregulated,0.861793619198995,0.9972264321673686,1.25128e-73
IRX3,mNPC_differentiation,-0.251181475342328,0.04817729078698715,0.02561,NS,Upregulated,NS,0.34823549928981,4.516100894900744e-4,7.47777e-26
IRX3,POU5F1_degradation,-1.14521997250582,0.02941994370706781,-0.13153,NS,Upregulated,Downregulated,0.620399033732159,0.014031266514537757,4.27649e-90
IRX3,SOX2_degradation,0.605876177131067,0.038640214607250215,-0.22765,NS,Upregulated,Downregulated,0.56969594091143,0.0011389938292433672,2.3620700000000003e-114
IRX3,TFCP2L1_knockdown,-0.00347888317542358,0.0030317484937394494,-0.02679,NS,NS,Downregulated,0.995887257620177,0.963724134899497,3.23726e-25
IRX3,Forskolin_stimulation_NPC_24h,0.109172237460507,-0.007525545068517103,0.15022,NS,NS,NS,0.92793123599001,0.9667729220897776,4.20728e-88
IRX3,Forskolin_stimulation_NPC_4h,-0.35596744159339,0.0026399453041918777,0.10412,NS,NS,NS,0.0400696689294759,0.9932348525597723,3.5901800000000004e-70
IRX3,Heat_shock_NPC,0.897930997548078,-0.06289751571164998,0.40233,Upregulated,Downregulated,NS,1.1539152183945e-4,0.0029332691690606054,7.54801e-128
KLF4,Chiron_removal,0.300065832852085,-0.0106257400938232,-0.0696,NS,NS,Downregulated,0.0504601180351061,0.61443629483598206,3.00877e-108
KLF4,FOXA1_overexpression,-0.103028971654681,0.004780928378673681,2.6e-4,NS,NS,NS,0.92869572764428,0.9521766524725884,0.214263
KLF4,LIF_removal_24h,-0.280329977056105,-0.031466469635658925,-0.1978,NS,Downregulated,Downregulated,0.131046942847728,0.025584980936915264,4.722209999999999e-154
KLF4,POU5F1_degradation,-1.40949622897044,-0.015619728968154504,-0.02367,Downregulated,NS,Downregulated,0.0034801987341565,0.16215082609311254,4.0073999999999995e-64
KLF4,SOX2_degradation,-1.65172711628996,-0.00631241688430217,0.04578,Downregulated,NS,NS,2.0468834276375e-12,0.5844167804115087,8.53242e-89
KLF4,Serum,-0.226329464378411,0.004676943182448404,0.09614,NS,NS,NS,0.0520188278843501,0.9517175066834885,7.38957e-120
KLF4,Forskolin,-0.420189229105378,0.0053329579300024086,0.07361,Downregulated,NS,NS,0.00166226483159956,0.9681364143246259,4.43544e-102
KLF4,Heat_shock,-0.294750659874401,0.04496331770074812,0.12134,NS,Upregulated,NS,0.0346725543478819,0.00204634320146718,2.863e-125
KLF4,LIF_removal_1h,-0.100325206668997,0.004414576053457687,0.12831,NS,NS,NS,0.923016082670136,0.9967208797546465,4.8116e-134
KLF4,LIF_removal_3h,-0.0430715417473411,-0.007999411365197957,0.04309,NS,NS,NS,0.941411719001189,0.9990609479484573,1.19616e-72
KLF4,LIF_removal_6h,-0.1535659222573,-0.010664529858477824,0.01903,NS,NS,NS,0.523330243592412,0.9972264321673686,1.09702e-43
KLF4,mNPC_differentiation,-2.19717344414463,-0.09695542856839597,-0.28461,Downregulated,Downregulated,Downregulated,1.09289903297712e-11,9.138428621849534e-9,9.08203e-167
KLF4,TFCP2L1_knockdown,-0.261342498777604,-0.004712869086731526,0.02642,NS,NS,NS,0.180448840273506,0.9451855424841861,9.59429e-57
KLF4,Forskolin_stimulation_NPC_24h,-0.0295144092483252,0.00959963345967485,-0.0058,NS,NS,Downregulated,0.945405035196353,0.9667729220897776,6.45735e-6
KLF4,Forskolin_stimulation_NPC_4h,0.105674414850891,8.491017307897808e-4,-0.01497,NS,NS,Downregulated,0.57132186492577,0.9932348525597723,2.5479300000000004e-24
KLF4,Heat_shock_NPC,0.0711429582968149,0.013725591448280533,-0.17944,NS,NS,Downregulated,0.771325326387063,0.5210567135422827,7.390849999999999e-129
MAF::NFE2,Chiron_removal,0.14239456904099,-0.007085016265465601,-0.05047,NS,NS,Downregulated,0.83037504193506,0.7400327432847673,2.4502699999999998e-71
MAF::NFE2,FOXA1_overexpression,0.126426506521005,0.019562203191953204,0.13259,NS,NS,NS,0.934471774660713,0.4788353239860636,2.7874799999999997e-92
MAF::NFE2,LIF_removal_24h,0.152577664519611,-0.02093818094246487,-0.08696,NS,NS,Downregulated,0.682813233196246,0.1793644214215753,2.05168e-95
MAF::NFE2,POU5F1_degradation,0.431172951857115,0.0337303311436599,-0.07296,NS,Upregulated,Downregulated,0.445595774930785,0.008043087397938863,4.6104800000000004e-88
MAF::NFE2,SOX2_degradation,0.755575209469839,0.015778722697058246,-0.11083,Upregulated,NS,Downregulated,1.1684935343974e-4,0.19215813153844571,2.3941999999999994e-105
MAF::NFE2,Serum,-0.375806294045676,0.031226189759402223,0.06313,Downregulated,NS,NS,0.00310006886986044,0.1776512980849143,3.3870400000000005e-76
MAF::NFE2,Forskolin,-0.646322130838705,0.017726047601140747,-0.03638,Downregulated,NS,Downregulated,1.7207083623989e-4,0.8015285467688589,3.53839e-48
MAF::NFE2,Heat_shock,-1.11034592561073,0.004372155001814234,-0.1405,Downregulated,NS,Downregulated,3.22283618228422e-6,0.8395940150446333,2.78065e-108
MAF::NFE2,LIF_removal_1h,-0.0882595931500379,-0.0017083793631838713,-0.01923,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,2.8294900000000002e-24
MAF::NFE2,LIF_removal_3h,-0.0928579723829092,-0.0014748612736193278,-0.05454,NS,NS,Downregulated,0.86802305667349,0.9990609479484573,1.72514e-63
MAF::NFE2,LIF_removal_6h,-0.0364895201807738,-0.004060812441528632,-0.07039,NS,NS,Downregulated,0.847685360720486,0.9972264321673686,2.11457e-74
MAF::NFE2,mNPC_differentiation,0.910007187572099,0.004043591565626921,0.00515,Upregulated,NS,NS,1.44168048710412e-6,0.7650758348898917,1.95245e-7
MAF::NFE2,TFCP2L1_knockdown,0.153626784030189,0.0025653274853833065,-0.03795,NS,NS,Downregulated,0.421992504717877,0.963724134899497,2.7988599999999993e-52
MAF::NFE2,Forskolin_stimulation_NPC_24h,0.0790197033593296,0.026797409822047345,0.16122,NS,NS,NS,0.936313341342127,0.5961860179558208,6.4582199999999995e-108
MAF::NFE2,Forskolin_stimulation_NPC_4h,-0.124639855177483,0.11553418286052619,0.34666,NS,Upregulated,NS,0.544714121472588,1.2791966937789383e-8,1.87584e-139
MAF::NFE2,Heat_shock_NPC,-1.5440507243586299,0.01752205475658372,0.24824,Downregulated,NS,NS,1.05758275163023e-11,0.4213481043856154,3.929179999999999e-127
MEF2A,Chiron_removal,-0.112064095408347,-0.0034771028338542176,-0.0255,NS,NS,Downregulated,0.908130000950612,0.849032979238393,5.1530999999999996e-40
MEF2A,LIF_removal_24h,0.567323849448761,0.008271827936462268,-0.00599,NS,NS,Downregulated,0.0248318878397752,0.579930792618031,1.67153e-8
MEF2A,POU5F1_degradation,0.916482494806322,0.051429205917042725,-0.1362,NS,Upregulated,Downregulated,0.494007620094485,1.6914999641723115e-5,3.5915299999999995e-107
MEF2A,SOX2_degradation,2.18797730259022,0.04358663956859858,-0.18464,Upregulated,Upregulated,Downregulated,1.6091309240812102e-15,8.709445318813858e-5,2.4762199999999997e-121
MEF2A,Serum,0.0438324424098828,0.00902682861890352,-0.08489,NS,NS,Downregulated,0.866828405212337,0.8552617658543936,1.4941199999999999e-84
MEF2A,Forskolin,-2.5826244239153,0.003276519473328649,-0.12564,Downregulated,NS,Downregulated,4.03987221746689e-13,0.9681364143246259,7.55855e-96
MEF2A,FOXA1_overexpression,-1.02282487703948,0.0047351459528433976,0.00836,NS,NS,NS,0.82062655765857,0.4398927525756454,5.5307e-5
MEF2A,Heat_shock,-0.656743953254949,0.04284481420052241,-0.13562,Downregulated,Upregulated,Downregulated,1.18681893982634e-5,0.0013849652445236226,2.1140599999999996e-103
MEF2A,LIF_removal_1h,-0.0216427525598041,-0.004280105106821426,-0.08123,NS,NS,Downregulated,0.978707603082499,0.9967208797546465,2.2598e-70
MEF2A,LIF_removal_3h,0.231823379928361,0.00655540576802531,-0.1374,NS,NS,Downregulated,0.415652851062661,0.9990609479484573,1.3416200000000001e-102
MEF2A,LIF_removal_6h,0.155998843581948,-5.377467708799211e-4,-0.12505,NS,NS,Downregulated,0.533305518051098,0.9972264321673686,3.10152e-92
MEF2A,mNPC_differentiation,-2.81507747133809,0.15844588515049496,0.08953,Downregulated,Upregulated,NS,1.96439962052076e-13,4.5160096328867915e-14,2.42682e-90
MEF2A,TFCP2L1_knockdown,0.304889566510571,0.011698856014970206,-0.04324,NS,NS,Downregulated,0.107411498994372,0.9451855424841861,4.0797999999999997e-54
MEF2A,Forskolin_stimulation_NPC_24h,-0.659032449393658,-0.05444302279083673,0.03986,NS,NS,NS,0.0135205544175138,0.08678933192078207,7.39135e-54
MEF2A,Forskolin_stimulation_NPC_4h,0.15111852993384,-0.055010131680327,0.03658,NS,NS,NS,0.550124400626186,0.08457856708616678,7.36213e-48
MEF2A,Heat_shock_NPC,0.0437561117761832,0.20558668797751073,0.59458,NS,Upregulated,NS,0.894124115945293,1.7384558836620111e-10,3.1302599999999994e-171
MTF1,Chiron_removal,-0.138848724655746,-0.007233065175942115,0.02171,NS,NS,NS,0.539944160413636,0.7113708224802776,4.87945e-26
MTF1,FOXA1_overexpression,-0.614018389738924,0.03615117830139394,0.13588,NS,NS,NS,0.705293673547243,0.05723705475379788,2.1045400000000002e-70
MTF1,LIF_removal_24h,0.0064153995515425,0.015722911918038623,0.04369,NS,NS,NS,0.988405941782305,0.25517201129246264,9.093959999999999e-51
MTF1,POU5F1_degradation,-0.777266706284095,-0.0030228999883264167,-0.03834,NS,NS,Downregulated,0.0256278546555252,0.8043197645624637,7.541679999999999e-40
MTF1,SOX2_degradation,-0.682016098920347,0.009150756737281208,0.03391,Downregulated,NS,NS,1.09501262925726e-6,0.39991652864629484,1.77923e-33
MTF1,Serum,-0.411716378889755,0.0023815949932068717,-5.7e-4,Downregulated,NS,NS,0.00558188681912057,0.9517175066834885,0.742464
MTF1,Forskolin,0.170024532063383,0.01361669481058087,0.03121,NS,NS,NS,0.309078577245166,0.8015285467688589,5.66007e-24
MTF1,Heat_shock,0.510319847415962,0.012229794782120487,0.02678,Upregulated,NS,NS,0.00162786027933393,0.39819814465395204,1.49511e-21
MTF1,LIF_removal_1h,-0.147801219795287,0.006718958277211234,-0.01512,NS,NS,Downregulated,0.918319072311947,0.9967208797546465,9.27368e-13
MTF1,LIF_removal_3h,-0.00563015406805988,0.001847275408062607,-0.033,NS,NS,Downregulated,0.984763658191153,0.9990609479484573,2.8426800000000004e-26
MTF1,LIF_removal_6h,-0.0189865614100409,-3.3054571845503485e-4,-0.00524,NS,NS,Downregulated,0.921178066445499,0.9972264321673686,0.0152713
MTF1,mNPC_differentiation,-1.74648220106218,0.004200573046041606,0.09828,Downregulated,NS,NS,7.40341076239372e-10,0.7266815537168279,2.39226e-78
MTF1,TFCP2L1_knockdown,0.0737215147214675,0.02895924321550821,5.6e-4,NS,NS,NS,0.732872569834651,0.28785308356944844,0.639528
MTF1,Forskolin_stimulation_NPC_24h,0.745695501073088,-0.001710802253724445,0.00488,Upregulated,NS,NS,7.29727290265531e-7,0.9667729220897776,0.0406602
MTF1,Forskolin_stimulation_NPC_4h,0.0656250799482016,-2.3794790241285849e-4,-0.00223,NS,NS,NS,0.683276493531611,0.9932348525597723,0.727755
MTF1,Heat_shock_NPC,-0.374996823755044,-0.003151203302624951,-0.01593,NS,NS,Downregulated,0.0752152673851564,0.8248791059355616,2.46283e-10
MYBL2,Chiron_removal,0.155188409943237,-0.0026832848305616093,-0.04355,NS,NS,Downregulated,0.897201161354868,0.8963424687177161,2.85531e-29
MYBL2,FOXA1_overexpression,0.671567331591446,0.029859110887807412,0.01578,NS,NS,NS,0.789720059729306,0.8530722529158625,1.05521e-4
MYBL2,LIF_removal_24h,-0.181690075143054,0.0018342182266497687,0.0228,NS,NS,NS,0.761975290896259,0.9567074446425562,1.18496e-15
MYBL2,POU5F1_degradation,-0.587027707830057,0.05046637377846928,0.00799,NS,Upregulated,NS,0.365989549531941,0.006321392976293227,0.0214166
