tf,condition,primetime_logFC,chromVAR_dif,tobias_logFC,primetime_sign,chromVAR_sign,tobias_sign,primetime_pval_adj,chromVAR_pval_adj,tobias_pvalue
AHR::ARNT,Chiron_removal,-0.143413457053819,-0.002649559880394592,0.01126,NS,NS,NS,0.908130000950612,0.849032979238393,1.16512e-15
AHR::ARNT,FOXA1_overexpression,0.328294657978282,0.014248456437556938,-0.02066,NS,NS,Downregulated,0.92869572764428,0.18858150492632292,2.65174e-19
AHR::ARNT,LIF_removal_24h,-0.306137016034605,0.013189112856350004,0.02708,NS,NS,NS,0.624311823964817,0.14671534321325785,2.14814e-48
AHR::ARNT,POU5F1_degradation,-0.22756029238387,0.012751616808442803,0.13657,NS,NS,NS,0.652642869048641,0.07270810770695665,4.87084e-106
AHR::ARNT,SOX2_degradation,-0.397736064830295,0.027490341256044305,0.14072,NS,Upregulated,NS,0.311129664481955,2.966516391011139e-4,5.6935e-111
AHR::ARNT,Serum,-0.278201607391952,0.010019659292600874,0.05456,NS,NS,NS,0.220945763555256,0.6180134095865403,2.37996e-70
AHR::ARNT,Forskolin,-0.126518026430182,0.013214586945465038,0.08849,NS,NS,NS,0.664735117957934,0.67589823935099,3.15971e-88
AHR::ARNT,Heat_shock,-0.108523637172716,0.022043217355125173,0.13993,NS,Upregulated,NS,0.569265210173949,0.016914099468669428,2.3688699999999995e-103
AHR::ARNT,LIF_removal_1h,-0.525085759967338,0.0035452865080661186,0.04383,NS,NS,NS,0.902470035765118,0.9967208797546465,1.2008099999999999e-54
AHR::ARNT,LIF_removal_3h,0.0728168753597656,0.00925851114958454,0.05034,NS,NS,NS,0.941411719001189,0.9990609479484573,3.23916e-59
AHR::ARNT,LIF_removal_6h,0.172306887596952,0.006709557530265449,0.07051,NS,NS,NS,0.585474944051297,0.9972264321673686,9.82496e-74
AHR::ARNT,mNPC_differentiation,-0.215376817243776,0.014446464230162652,0.08965,NS,NS,NS,0.310326328757336,0.06523491577306635,1.9277e-89
AHR::ARNT,TFCP2L1_knockdown,0.224621619326697,0.02296519300143651,0.10027,NS,NS,NS,0.407557745794002,0.11011455457640937,8.93674e-90
AHR::ARNT,Forskolin_stimulation_NPC_24h,0.511137189160972,0.003455560082750551,-0.04641,NS,NS,Downregulated,0.0604082121901965,0.9667729220897776,1.5363699999999998e-57
AHR::ARNT,Forskolin_stimulation_NPC_4h,0.301327285567696,0.005820065864371003,-0.04152,NS,NS,Downregulated,0.303350380950663,0.984794634191944,1.78015e-49
AHR::ARNT,Heat_shock_NPC,0.547646917114215,0.011405459703939087,-0.1023,NS,NS,Downregulated,0.0688688063195613,0.29108057616928135,1.31689e-91
AR,Chiron_removal,-0.0412839618756966,0.009573973759713597,-0.0274,NS,NS,Downregulated,0.968371354433597,0.7113708224802776,2.2902100000000002e-26
AR,FOXA1_overexpression,0.861779721941016,-0.0036003257736025376,0.01175,NS,NS,NS,0.789720059729306,0.8370377253209992,9.17019e-4
AR,LIF_removal_24h,0.329265700542341,4.419223899572314e-4,0.00109,NS,NS,NS,0.768745598943699,0.9742796780951672,0.631807
AR,POU5F1_degradation,-0.828312213882648,0.015113207355493647,-0.10125,NS,NS,Downregulated,0.252296003771503,0.32458443531237846,1.88338e-75
AR,SOX2_degradation,0.544500415062547,0.003097564725621991,-0.09406,NS,NS,Downregulated,0.571482764304678,0.8427805047208303,1.7478500000000001e-68
AR,Serum,0.0955613861587954,-0.0054342172417402,-0.03391,NS,NS,Downregulated,0.722563468863308,0.9517175066834885,3.44213e-27
AR,Forskolin,-0.15249881424066,0.0065291981092954,-0.05754,NS,NS,Downregulated,0.596195974639501,0.9681364143246259,2.37311e-43
AR,Heat_shock,0.749759893664163,-0.028806496644572997,-0.03484,Upregulated,NS,Downregulated,8.02064187682987e-5,0.1373186540427959,2.67795e-23
AR,LIF_removal_1h,0.294388301969924,0.0018311151920778748,-0.0455,NS,NS,Downregulated,0.932201579881635,0.9967208797546465,1.1656699999999999e-32
AR,LIF_removal_3h,0.0379192367321269,0.010824927701406497,-0.07617,NS,NS,Downregulated,0.962348152841308,0.9990609479484573,4.2892799999999997e-51
AR,LIF_removal_6h,0.318128525561585,0.013574254598321494,-0.02705,NS,NS,Downregulated,0.45859884875666,0.9972264321673686,3.58003e-18
AR,mNPC_differentiation,0.564975223893727,-0.02262052068098211,-0.02523,NS,NS,Downregulated,0.0111585100807568,0.1607094395889738,5.62807e-22
AR,TFCP2L1_knockdown,0.275924355036773,0.009986533033598274,-0.02452,NS,NS,Downregulated,0.357129154853888,0.9451855424841861,1.02312e-13
AR,Forskolin_stimulation_NPC_24h,-0.108733414297797,0.003009298738347233,0.04672,NS,NS,NS,0.936313341342127,0.9667729220897776,1.40768e-34
AR,Forskolin_stimulation_NPC_4h,0.187063450136398,0.010156991705943792,0.06349,NS,NS,NS,0.550124400626186,0.9666094390764637,1.2861700000000001e-41
AR,Heat_shock_NPC,0.570603160459504,-0.02704127366126719,0.00169,NS,NS,NS,0.0186458925266239,0.0974496990246508,0.332135
ATF2,Chiron_removal,0.236525043943328,-0.006239647580472416,-0.08804,NS,NS,Downregulated,0.908130000950612,0.8586879062073746,1.5089200000000002e-70
ATF2,FOXA1_overexpression,0.577136501420924,0.024811844774856057,-0.02404,NS,NS,Downregulated,0.922631756910257,0.7747498597074288,1.61647e-17
ATF2,LIF_removal_24h,0.707574981263899,0.016930242003281658,-0.09315,NS,NS,Downregulated,0.392037494231172,0.579930792618031,2.6836900000000003e-70
ATF2,POU5F1_degradation,-0.490708114323791,0.08375588925997743,0.2446,NS,Upregulated,NS,0.620399033732159,2.9210031938238593e-4,5.19904e-113
ATF2,SOX2_degradation,-0.754690920877808,0.09023941505987584,0.23746,NS,Upregulated,NS,0.323968297792402,7.310141407092974e-5,6.95702e-119
ATF2,Serum,0.386199157640155,0.016840377957536415,0.12146,NS,NS,NS,0.048821198910752,0.8585517871460399,3.03058e-87
ATF2,Forskolin,0.069894176883494,0.020155912292300307,0.09355,NS,NS,NS,0.800456935908377,0.8351111067758511,4.9296399999999996e-71
ATF2,Heat_shock,0.278040371512567,0.025844143820227546,0.08906,NS,NS,NS,0.180504366766146,0.3530161867622956,2.9716599999999997e-66
ATF2,LIF_removal_1h,-0.147567744710529,-3.5652898765047014e-4,0.03052,NS,NS,NS,0.932201579881635,0.9967208797546465,1.0476000000000001e-31
ATF2,LIF_removal_3h,0.160221336465406,0.002924012336893756,0.05738,NS,NS,NS,0.884335268735684,0.9990609479484573,4.52722e-47
ATF2,LIF_removal_6h,0.134900528243749,0.00762401653134611,-0.02189,NS,NS,Downregulated,0.705556703168765,0.9972264321673686,1.02698e-17
ATF2,mNPC_differentiation,2.60945328839663,0.11175790441429531,0.14341,Upregulated,Upregulated,NS,7.57576591702512e-17,1.7743934753942828e-5,1.09159e-90
ATF2,TFCP2L1_knockdown,-0.0291447847583985,0.023693785839047722,0.0392,NS,NS,NS,0.949428193153183,0.9451855424841861,2.4980599999999997e-40
ATF2,Forskolin_stimulation_NPC_24h,-0.543317448594142,0.012826061247367966,-0.01861,NS,NS,Downregulated,0.0365654488192946,0.9667729220897776,3.43223e-17
ATF2,Forskolin_stimulation_NPC_4h,0.623979699482893,0.02828993958280862,0.03682,Upregulated,NS,NS,0.00179545932968676,0.6862259066227678,1.8840699999999998e-29
ATF2,Heat_shock_NPC,-0.208914001706558,0.06585846651563473,-0.06478,NS,Upregulated,Downregulated,0.31463623753435,0.005107941297101158,1.08997e-50
ATF4,Chiron_removal,0.0332175947217956,-0.015920006931942232,-0.09561,NS,NS,Downregulated,0.908130000950612,0.624823844522862,4.4970400000000006e-70
ATF4,FOXA1_overexpression,-0.436733079575817,0.02018065532011423,0.04843,NS,NS,NS,0.82062655765857,0.4398927525756454,2.0569999999999998e-33
ATF4,LIF_removal_24h,0.351381897344822,0.006657135549507448,-0.07433,NS,NS,Downregulated,0.0706582714740318,0.8513529197036497,9.32866e-58
ATF4,POU5F1_degradation,-0.449969740021172,0.09582197517814497,0.20261,NS,Upregulated,NS,0.252296003771503,1.0406500647112954e-5,5.732279999999999e-107
ATF4,SOX2_degradation,1.28125915421513,0.09541276464790274,0.25431,Upregulated,Upregulated,NS,9.6277852818743e-8,6.995515164828863e-6,1.4924299999999998e-118
ATF4,Serum,0.384687994919952,0.025270362236141687,0.10768,NS,NS,NS,0.0264525969243475,0.6180134095865403,9.97331e-73
ATF4,Forskolin,0.418099212631292,0.024884191001407742,0.08199,NS,NS,NS,0.0433957529662045,0.8015285467688589,2.86657e-62
ATF4,Heat_shock,-0.209300775278994,0.06344682645042696,0.11874,NS,Upregulated,NS,0.190069381960383,0.006200108932616141,6.461e-75
ATF4,LIF_removal_1h,-0.206327399737551,0.004971449161410631,0.03985,NS,NS,NS,0.918319072311947,0.9967208797546465,6.410449999999999e-28
ATF4,LIF_removal_3h,-0.0717320582250654,0.006503710450432677,0.03564,NS,NS,NS,0.928017973129343,0.9990609479484573,3.1569000000000004e-25
ATF4,LIF_removal_6h,-0.0418863870121654,0.011870775330728403,-0.01162,NS,NS,Downregulated,0.876253386824243,0.9972264321673686,2.26186e-8
ATF4,mNPC_differentiation,-0.345252547783838,0.11557598339451855,0.16927,NS,Upregulated,NS,0.0897862492600027,1.4985187697246868e-6,2.2139e-100
ATF4,TFCP2L1_knockdown,-0.00649045948425098,0.02031532906710154,0.03479,NS,NS,NS,0.994241358064554,0.9451855424841861,6.94321e-30
ATF4,Forskolin_stimulation_NPC_24h,0.484719035810562,0.013668900800482553,0.02541,NS,NS,NS,0.0995030209927046,0.9667729220897776,1.3979299999999999e-27
ATF4,Forskolin_stimulation_NPC_4h,0.447848274755205,0.035472290523611144,0.02913,NS,NS,NS,0.080757011759883,0.3646584002741777,9.54613e-23
ATF4,Heat_shock_NPC,0.267581312352398,0.07622595341719993,0.05097,NS,Upregulated,NS,0.424655165462091,0.0017061946331436097,1.2610500000000001e-33
ATF6,Chiron_removal,0.0859203222272394,-0.00706768952970399,-0.02669,NS,NS,Downregulated,0.908130000950612,0.7530667305908444,5.2644800000000004e-24
ATF6,FOXA1_overexpression,0.586997578970789,0.013844360280132369,-0.03196,NS,NS,Downregulated,0.789720059729306,0.7747498597074288,7.094520000000001e-18
ATF6,LIF_removal_24h,-0.0366274100686756,0.008443581049349103,-0.04299,NS,NS,Downregulated,0.980345129532246,0.7008808153459658,7.31705e-45
ATF6,POU5F1_degradation,0.870714888477544,0.019623786908735914,0.12548,NS,NS,NS,0.0755353404880841,0.1442379168314173,8.75966e-83
ATF6,SOX2_degradation,1.23597555756838,0.04324181138172527,0.16572,Upregulated,Upregulated,NS,2.18467743528801e-5,0.0015424481819951126,3.2889e-98
ATF6,Serum,0.334204205222628,0.0028153093955123427,0.03557,NS,NS,NS,0.0602543432567036,0.9517175066834885,8.96782e-35
ATF6,Forskolin,1.13864819330107,0.026512807119862626,0.03658,Upregulated,NS,NS,8.67975065446629e-8,0.67589823935099,1.18362e-35
ATF6,Heat_shock,-0.554986946246092,-3.548786791897976e-4,0.05511,Downregulated,NS,NS,0.00206112210525314,0.989656590604974,8.40973e-43
ATF6,LIF_removal_1h,-0.523419568717997,-0.003672026386843835,-0.00819,NS,NS,Downregulated,0.758425703361982,0.9967208797546465,4.70183e-4
ATF6,LIF_removal_3h,0.00859032264789372,0.001878962485693048,0.01015,NS,NS,NS,0.984763658191153,0.9990609479484573,1.56801e-7
ATF6,LIF_removal_6h,-0.109879388014416,-0.001299078412873687,0.03028,NS,NS,NS,0.707654528191483,0.9972264321673686,6.21703e-22
ATF6,mNPC_differentiation,-0.813184163825669,0.034931146344952695,0.11212,Downregulated,Upregulated,NS,3.5274069404266e-4,0.02039605378233441,1.76919e-80
ATF6,TFCP2L1_knockdown,0.208362286593154,0.0068107754494831476,0.00481,NS,NS,NS,0.418148666035748,0.9451855424841861,5.87119e-5
ATF6,Forskolin_stimulation_NPC_24h,0.203927355613143,-0.0025305091442840294,-0.01791,NS,NS,Downregulated,0.763458905507052,0.9667729220897776,6.31885e-13
ATF6,Forskolin_stimulation_NPC_4h,0.627457777482478,0.01489114645533355,0.00261,NS,NS,NS,0.0411996026350158,0.6903964526181828,0.324951
ATF6,Heat_shock_NPC,0.603311557670227,-0.009044966697345926,-0.12693,NS,NS,Downregulated,0.0122577281326558,0.557000889734654,3.10526e-71
CEBPA,Chiron_removal,-0.182771238353846,0.002222270897117986,-0.02879,NS,NS,Downregulated,0.908130000950612,0.9291199963894756,1.54437e-24
CEBPA,FOXA1_overexpression,-0.782237679464532,0.07502946719923631,0.10617,NS,NS,NS,0.789720059729306,0.4788353239860636,1.2283899999999999e-54
CEBPA,LIF_removal_24h,0.0405329118211827,0.03638837834527881,-0.01694,NS,NS,Downregulated,0.988405941782305,0.18757626227424531,3.35122e-18
CEBPA,POU5F1_degradation,-0.332502448380041,0.061789765481418235,-0.29645,NS,Upregulated,Downregulated,0.701636315408747,0.006785024355276414,7.987209999999999e-115
CEBPA,SOX2_degradation,1.26155198200388,0.07076365559683587,-0.17868,NS,Upregulated,Downregulated,0.102761924022039,0.0013831796537057074,1.01058e-92
CEBPA,Serum,0.0169771826184666,0.01225388366896948,-0.01666,NS,NS,Downregulated,0.950041600602559,0.916538091579,7.90746e-8
CEBPA,Forskolin,-0.0225676684881397,0.019404535264154834,-0.00993,NS,NS,Downregulated,0.927057200252658,0.8360084871427297,0.00163199
CEBPA,Heat_shock,0.336720773496451,-0.027062001736252783,-0.16471,NS,NS,Downregulated,0.0472371404368099,0.35479935212486075,6.42329e-87
CEBPA,LIF_removal_1h,0.0265126783806111,0.020731515066038382,0.03171,NS,NS,NS,0.986010299900544,0.9967208797546465,8.07023e-30
CEBPA,LIF_removal_3h,0.090771216083844,0.01769152673150195,-0.00985,NS,NS,Downregulated,0.927518162808151,0.9990609479484573,5.83001e-5
CEBPA,LIF_removal_6h,0.120122812762381,0.005223597801836774,-0.03936,NS,NS,Downregulated,0.705556703168765,0.9972264321673686,1.1944499999999999e-27
CEBPA,mNPC_differentiation,0.981742794813418,0.11648829984545928,0.08785,Upregulated,Upregulated,NS,1.66874667475359e-5,2.080225728323342e-5,2.14282e-62
CEBPA,TFCP2L1_knockdown,0.0728381779872334,0.0016782065670273155,-0.02485,NS,NS,Downregulated,0.848545318525105,0.9844654444247022,1.092e-20
CEBPA,Forskolin_stimulation_NPC_24h,0.756386367052914,0.02209523141827527,0.06133,Upregulated,NS,NS,0.00301402760682819,0.9667729220897776,1.28517e-44
CEBPA,Forskolin_stimulation_NPC_4h,0.0717935818312774,0.06738593929387014,0.12623,NS,Upregulated,NS,0.7941591522156,0.04051540270376686,5.644460000000001e-76
CEBPA,Heat_shock_NPC,0.148181982205669,-0.027723462459552223,0.05975,NS,NS,NS,0.635108355050921,0.3955951961780221,1.1411099999999999e-45
CEBPB,Chiron_removal,0.00470682280947144,0.020945126241511725,0.0355,NS,NS,NS,0.990636637755619,0.5682053278449876,6.74819e-28
CEBPB,FOXA1_overexpression,0.464339839113154,0.04931434622556932,0.09878,NS,NS,NS,0.789720059729306,0.4788353239860636,5.715539999999999e-40
CEBPB,LIF_removal_24h,-0.141983120390307,0.021978468528201935,0.00756,NS,NS,NS,0.768745598943699,0.3684504228333427,0.00445609
CEBPB,POU5F1_degradation,-0.196122468967471,0.042998315730906136,-0.01433,NS,Upregulated,Downregulated,0.55808781469597,0.022530771507262907,5.56078e-5
CEBPB,SOX2_degradation,-0.419540194969811,0.02403945073670966,-0.08268,NS,NS,Downregulated,0.102761924022039,0.19215813153844571,4.1311e-59
CEBPB,Serum,-0.209764293045964,0.021478874868620698,-0.01943,NS,NS,Downregulated,0.458827123185263,0.8067923298553594,5.63892e-12
CEBPB,Forskolin,-0.0193498020133498,0.017279440354858056,-0.0601,NS,NS,Downregulated,0.940011051437551,0.8351111067758511,4.03773e-34
CEBPB,Heat_shock,-0.626378961351586,0.018080488146933207,-0.09374,Downregulated,NS,Downregulated,0.00365609623806083,0.49210673959360796,1.27274e-57
CEBPB,LIF_removal_1h,-0.173257501667081,0.004975313958317438,0.01088,NS,NS,NS,0.932201579881635,0.9967208797546465,1.78367e-6
CEBPB,LIF_removal_3h,-0.0355089711338847,0.021034238014199635,-0.03773,NS,NS,Downregulated,0.971859608156162,0.9990609479484573,1.4511e-16
CEBPB,LIF_removal_6h,0.0891775153819161,0.017418498993630523,-0.06675,NS,NS,Downregulated,0.789676869403813,0.9972264321673686,3.02571e-41
CEBPB,mNPC_differentiation,-1.11352548054134,0.20161612912034568,0.17328,Downregulated,Upregulated,NS,4.6979569799751e-4,1.168947468406304e-10,3.1031299999999995e-93
CEBPB,TFCP2L1_knockdown,0.0361335771001845,0.015605295049375217,-0.05439,NS,NS,Downregulated,0.945290474301951,0.9451855424841861,3.915429999999999e-40
CEBPB,Forskolin_stimulation_NPC_24h,0.926860546181111,0.006364085329414834,0.11791,Upregulated,NS,NS,2.04979057768466e-5,0.9667729220897776,1.09798e-73
CEBPB,Forskolin_stimulation_NPC_4h,0.830074526839527,0.054136582017994886,0.20792,Upregulated,NS,NS,0.00131265065550719,0.15264738245274842,8.966049999999999e-86
CEBPB,Heat_shock_NPC,-0.433047118549626,0.046166368647715034,0.11184,NS,NS,NS,0.081271463733228,0.16471734452646236,3.5596099999999997e-65
CLOCK,Chiron_removal,-1.20436302065945,0.019607033669010513,-0.0221,Downregulated,NS,Downregulated,0.00111693801332066,0.4649690746170821,6.778159999999999e-21
CLOCK,FOXA1_overexpression,-1.41604149221581,0.04509587456850256,0.04746,NS,NS,NS,0.213085877604381,0.7747498597074288,1.8615999999999997e-21
CLOCK,LIF_removal_24h,-0.399384429634678,0.001682168142307818,-0.0112,NS,NS,Downregulated,0.31857278348172,0.9567074446425562,1.94489e-8
CLOCK,POU5F1_degradation,-0.511538466142,0.009508975459987568,-0.03566,NS,NS,Downregulated,0.0891896047848227,0.5434209117064923,1.82044e-30
CLOCK,SOX2_degradation,0.447373220594909,-0.0018366382550231986,0.01614,NS,NS,NS,0.0928322498105826,0.8922690340383836,3.47276e-15
CLOCK,Serum,-0.378136235812719,-0.0017458144004525644,-0.04827,NS,NS,Downregulated,0.0407434951351652,0.972072074307946,1.3547e-43
CLOCK,Forskolin,1.24707070207297,0.022846618471165158,-0.041,Upregulated,NS,Downregulated,8.67975065446629e-8,0.8015285467688589,1.12794e-36
CLOCK,Heat_shock,-1.11429119532472,0.0938113230777537,0.05786,Downregulated,Upregulated,NS,3.28218513802538e-6,6.633140147706096e-6,7.28546e-43
CLOCK,LIF_removal_1h,0.0202993482139658,0.003301963206132549,-0.07123,NS,NS,Downregulated,0.978707603082499,0.9967208797546465,3.3981499999999997e-43
CLOCK,LIF_removal_3h,-0.0259505244628303,0.0015481680546246296,-0.0649,NS,NS,Downregulated,0.971859608156162,0.9990609479484573,1.0092e-48
CLOCK,LIF_removal_6h,0.0661707498823325,0.005374160381774088,-0.07298,NS,NS,Downregulated,0.795410260872647,0.9972264321673686,9.4952e-49
CLOCK,mNPC_differentiation,-2.7312519777522,-0.03698135855272176,0.03586,Downregulated,Downregulated,NS,2.7666716828556896e-11,0.020778541810528652,7.2596e-30
CLOCK,TFCP2L1_knockdown,-0.171337904488156,0.012698195665894883,0.02418,NS,NS,NS,0.494098207084412,0.9451855424841861,2.00792e-15
CLOCK,Forskolin_stimulation_NPC_24h,-0.0801562610042474,-7.081691889561578e-4,0.04875,NS,NS,NS,0.936313341342127,0.9909707680590795,2.06139e-34
CLOCK,Forskolin_stimulation_NPC_4h,0.0750256792414829,-0.004737192674304287,0.02714,NS,NS,NS,0.669708050848591,0.9932348525597723,3.53055e-15
CLOCK,Heat_shock_NPC,-0.234394117887267,-2.232383365170544e-4,0.03897,NS,NS,NS,0.236701586225356,0.9879011460806394,3.10832e-24
CREB1,Chiron_removal,-0.066387078543894,-0.004400225295091693,-0.11526,NS,NS,Downregulated,0.908130000950612,0.8873181759329664,2.07678e-74
CREB1,FOXA1_overexpression,1.0680333356336,0.03143069010376286,-0.04781,NS,NS,Downregulated,0.213085877604381,0.7490158888992825,9.148409999999999e-29
CREB1,LIF_removal_24h,0.563131689336171,0.025476147182126506,-0.05564,NS,NS,Downregulated,0.0151140820198106,0.41211883763949725,1.34817e-44
CREB1,POU5F1_degradation,0.521575756302145,0.08501731613037297,0.31224,NS,Upregulated,NS,0.161561530358856,6.846887887002306e-4,1.21505e-113
CREB1,SOX2_degradation,-0.526328824451998,0.0955972837497181,0.32565,Downregulated,Upregulated,NS,0.00700113090421863,1.2345698896568555e-4,2.96044e-112
CREB1,Serum,0.688038200440145,0.01680589040175804,0.12058,Upregulated,NS,NS,0.00342184283382406,0.8708738109832502,4.4722600000000006e-76
CREB1,Forskolin,1.81815523144497,0.027256342205164402,0.11906,Upregulated,NS,NS,7.0279107976412e-9,0.8015285467688589,5.6773199999999995e-64
CREB1,Heat_shock,0.1748306317085,0.03652229352861662,0.11336,NS,NS,NS,0.380190852240883,0.23284715759052463,9.4326e-69
CREB1,LIF_removal_1h,0.405499281923877,-6.047556622615219e-4,0.05957,NS,NS,NS,0.709892979811474,0.9967208797546465,6.862269999999999e-42
CREB1,LIF_removal_3h,0.289582903270087,4.959330436246079e-4,0.04894,NS,NS,NS,0.672542266954426,0.9990609479484573,8.03504e-35
CREB1,LIF_removal_6h,0.399068600144948,0.009104148840676972,-0.01724,NS,NS,Downregulated,0.438034625924758,0.9972264321673686,4.68617e-12
CREB1,mNPC_differentiation,-0.483186287822433,0.10342004874710536,0.13362,NS,Upregulated,NS,0.0518813498397629,1.9927359843285606e-4,4.53715e-77
CREB1,TFCP2L1_knockdown,0.376599826433912,0.02775230647924993,0.03886,NS,NS,NS,0.332453983409833,0.9451855424841861,5.06607e-30
CREB1,Forskolin_stimulation_NPC_24h,2.39808475132836,0.017375442984391698,-0.06202,Upregulated,NS,Downregulated,1.8588271240426099e-16,0.9667729220897776,7.4231e-44
CREB1,Forskolin_stimulation_NPC_4h,4.11113868553132,0.026576808048112584,-0.00304,Upregulated,NS,Downregulated,5.87320808372959e-25,0.6903964526181828,0.0464433
CREB1,Heat_shock_NPC,1.27166337594034,0.0713047490127918,-0.13241,Upregulated,Upregulated,Downregulated,4.17664094533852e-9,0.0065608821567633355,2.3398600000000003e-70
E2F1,Chiron_removal,0.361757939141423,0.016214155362503917,-0.00757,NS,NS,Downregulated,0.297047016807896,0.5878240919735946,1.73468e-4
E2F1,FOXA1_overexpression,-1.03702556049333,0.04999966089741338,-0.07269,NS,NS,Downregulated,0.086936499032718,0.5393383648204009,8.12199e-30
E2F1,LIF_removal_24h,0.176964677910692,0.036005933075086455,0.11051,NS,NS,NS,0.682813233196246,0.056149176616780386,2.1446600000000002e-70
E2F1,POU5F1_degradation,-1.24806400229095,0.03727653179730531,0.15463,Downregulated,Upregulated,NS,1.10645406465621e-6,0.01863005496734308,3.9897e-81
E2F1,SOX2_degradation,-1.7313269042549,0.025088217139256297,0.17014,Downregulated,NS,NS,3.01574995380698e-10,0.09294590353500957,7.588e-88
E2F1,Serum,-0.416444876811496,0.004380589957834344,0.10291,Downregulated,NS,NS,0.0032788681912037,0.9517175066834885,4.47897e-68
E2F1,Forskolin,-0.527430162038316,1.3894449515316695e-4,0.0272,Downregulated,NS,NS,0.00171011653668499,0.9982454964048935,1.58697e-13
E2F1,Heat_shock,-0.73994698075782706,0.01559064722837533,0.0242,Downregulated,NS,NS,2.11892023152349e-5,0.4673413796979875,5.72297e-13
E2F1,LIF_removal_1h,-0.0601018829927322,-0.0096740178344801,0.04333,NS,NS,NS,0.932201579881635,0.9967208797546465,1.22306e-23
E2F1,LIF_removal_3h,-0.0991715479983155,-0.0021529823771285796,0.05241,NS,NS,NS,0.86802305667349,0.9990609479484573,1.0582799999999999e-32
E2F1,LIF_removal_6h,0.0466339782497785,-2.8318199363287777e-4,-0.00557,NS,NS,Downregulated,0.811234350158928,0.9972264321673686,0.00839476
E2F1,mNPC_differentiation,-3.20806927429423,0.016289928683080306,0.01985,Downregulated,NS,NS,1.96439962052076e-13,0.3299694990517411,6.32544e-11
E2F1,TFCP2L1_knockdown,-0.421018502751068,0.008077599183631112,0.03928,NS,NS,NS,0.0281064276558288,0.9451855424841861,5.658810000000001e-23
E2F1,Forskolin_stimulation_NPC_24h,-0.189276968183817,-0.009666129528921596,-0.06565,NS,NS,Downregulated,0.748108591697388,0.9667729220897776,6.942869999999999e-43
E2F1,Forskolin_stimulation_NPC_4h,-0.157243063518556,-0.00381310306597123,-0.01955,NS,NS,Downregulated,0.495815431394247,0.9932348525597723,4.59199e-10
E2F1,Heat_shock_NPC,-0.354750580715894,0.0014817898814996123,-0.18792,NS,NS,Downregulated,0.108626446980287,0.9277025642882478,1.43709e-73
EGR1,Chiron_removal,-0.127985139660588,0.0047124080650039896,0.01534,NS,NS,NS,0.908130000950612,0.784262364816185,4.82566e-25
EGR1,FOXA1_overexpression,-0.198043670571164,0.008396460715636593,-0.12313,NS,NS,Downregulated,0.92869572764428,0.7953684861383196,1.6543500000000002e-76
EGR1,LIF_removal_24h,-1.00791280313094,-0.00524847233259849,-0.06955,NS,NS,Downregulated,0.131046942847728,0.756027857836633,1.4131e-87
EGR1,POU5F1_degradation,-0.86987487567869,0.01851918073942727,0.21636,NS,NS,NS,0.365989549531941,0.06254305434172133,8.778919999999999e-131
EGR1,SOX2_degradation,-1.13994872582932,0.01726701273775586,0.2002,NS,NS,NS,0.0112219253628252,0.07188178294123161,1.11532e-124
EGR1,Serum,2.64537807138255,0.009873649120226789,0.11651,Upregulated,NS,NS,1.41405955752552e-11,0.8552617658543936,1.2012399999999998e-104
EGR1,Forskolin,-0.582739815963366,3.561660271479989e-4,0.13456,NS,NS,NS,0.0333110605372589,0.9982454964048935,2.5118100000000002e-102
EGR1,Heat_shock,0.267656491316656,0.015036592141032278,0.16111,NS,NS,NS,0.117252990347268,0.25063545109931057,7.334219999999999e-106
EGR1,LIF_removal_1h,0.146256378380531,-0.0026397819461542495,0.09086,NS,NS,NS,0.932201579881635,0.9967208797546465,1.4989e-82
EGR1,LIF_removal_3h,0.0676475215498912,-7.805611307756359e-4,0.11357,NS,NS,NS,0.941411719001189,0.9990609479484573,7.9714e-89
EGR1,LIF_removal_6h,0.133556655921167,-0.007005276396624345,0.09328,NS,NS,NS,0.642112526782556,0.9972264321673686,1.62697e-82
EGR1,mNPC_differentiation,-0.393887043948326,0.03564515765407362,0.07973,NS,Upregulated,NS,0.060757004655006,0.001954177353776681,1.3086099999999998e-86
EGR1,TFCP2L1_knockdown,0.057877185287042,-0.0017100561948012278,0.06068,NS,NS,NS,0.867989986349093,0.963724134899497,2.12664e-68
EGR1,Forskolin_stimulation_NPC_24h,-0.0527656742218013,-0.001196500569035209,-0.05827,NS,NS,Downregulated,0.936450156163708,0.9667729220897776,7.140049999999999e-65
EGR1,Forskolin_stimulation_NPC_4h,-0.0246847940457982,-0.003561322941730731,-0.02411,NS,NS,Downregulated,0.911667073042663,0.9932348525597723,1.0876999999999999e-22
EGR1,Heat_shock_NPC,1.05931448204841,0.052058075837096124,-0.03493,Upregulated,Upregulated,Downregulated,1.38484364276004e-6,2.1079507507260815e-5,3.5656499999999996e-42
ELK1,Chiron_removal,-0.0392720815364906,5.2560034515731e-4,-0.04955,NS,NS,Downregulated,0.908130000950612,0.9761062798313263,1.9915200000000002e-67
ELK1,Serum,-0.274812814537874,0.013190427323659494,0.12368,NS,NS,NS,0.123040538920686,0.8552617658543936,2.53877e-94
ELK1,Forskolin,-0.137637547470241,0.004649689183265152,0.13836,NS,NS,NS,0.506896185859356,0.9681364143246259,8.960519999999998e-103
ELK1,Heat_shock,-0.328577447862073,-0.01991582700606997,0.03943,NS,NS,NS,0.0271367643500858,0.3402411160102197,1.23214e-48
