logFC	P.Value	tf	DMSO	FBS	p_adjusted	sig
-0.0010417036708585	0.993374489463132	THRA	-1.73925015167547	-1.74029185534633	0.998980054615421	NS
-0.0319018543444198	0.657303846530802	XBP1	-0.850722358234021	-0.882624212578441	0.79170321070972	NS
0.306078064907932	0.0456470020731452	RANDOM3_1_Random	-0.482169851002349	-0.176091786094416	0.140201506367517	NS
0.300829757922055	0.0586139703485358	RANDOM2_1_Random	-1.45015781374212	-1.14932805582007	0.171845503976389	NS
0.410253645860003	0.0649335230532969	RANDOM1_1_Random	-1.78853518410726	-1.37828153824725	0.18209618421468	NS
0.263782185846095	0.231359539269251	RFX1	-0.733993420607809	-0.470211234761715	0.458827123185263	NS
-0.142902366404522	0.262374460590514	SP1	1.43712449303081	1.29422212662629	0.49052616545183	NS
0.0909715015079399	0.607654931447255	FOXA1	-1.9877696856797	-1.89679818417176	0.78387486156696	NS
0.0587179173341747	0.759803526109045	NR3C2	-0.721256241103976	-0.662538323769802	0.866828405212337	NS
1.89910423697817	1.43158197335702e-07	NFKB1	-0.730375430750201	1.16872880622797	2.63820106518651e-06	Upregulated
-1.75352279931912	1.2016962001121e-05	TCF7L2	0.898338070243025	-0.855184729076099	0.000140926190740419	Downregulated
0.688038200440145	0.000530518268809932	CREB1	-1.27746197812707	-0.589423777686921	0.00342184283382406	Upregulated
-0.410750078983767	0.00126019482490628	STAT3	1.85850103691159	1.44775095792782	0.00677354718387124	Downregulated
-0.274812814537874	0.0381521050916856	ELK1	2.00980237793378	1.73498956339591	0.123040538920686	NS
0.351534400099767	0.0866883876128008	SMAD4	-1.5105020802436	-1.15896768014383	0.215053884654833	NS
-0.211862738416549	0.324870189333191	IRF3	0.941741204344548	0.729878465927999	0.550029443862824	NS
-0.177979707742998	0.374462814098188	RANDOM1_2_hBGm	-2.46328109843354	-2.64126080617653	0.58939424056589	NS
0.144122808944884	0.375155247809067	RANDOM1_3_hBGm	-2.85232790540348	-2.70820509645859	0.58939424056589	NS
-0.115394936453263	0.475350716040824	NEUROG2	-3.10072413437874	-3.216119070832	0.681336026325182	NS
0.000227415110876353	0.998980054615421	GBX2	-2.15848362539333	-2.15825621028245	0.998980054615421	NS
-0.0743301295036757	0.562641447789602	PAX6	-2.26171332696692	-2.33604345647059	0.743198792675046	NS
-0.0925487463351738	0.590416290488285	RANDOM3_1_hBGm	-1.77155792042412	-1.86410666675929	0.769330317908977	NS
0.0691119163437008	0.662821292687208	RANDOM3_3_hBGm	-1.87697542914169	-1.80786351279799	0.79170321070972	NS
-0.0974474966046466	0.532120384046622	RANDOM2_1_hBGm	-2.88623866788486	-2.98368616448951	0.722563468863308	NS
0.0677010110557895	0.553674439429999	NFE2L2	2.30769697356464	2.37539798462043	0.743198792675046	NS
-0.0693347668415113	0.525925070413177	ESRRB	-1.50495985820183	-1.57429462504334	0.722563468863308	NS
-0.0545859225379282	0.830408808111642	HOMEZ	-2.9788839882756	-3.03346991081353	0.909518325976253	NS
0.0786612672584762	0.620203681883116	RANDOM3_2_hBGm	-2.12141279868274	-2.04275153142426	0.787268293242213	NS
-0.029562781243972	0.880340450045271	RANDOM1_1_hBGm	-2.74859428641966	-2.77815706766363	0.940140125470473	NS
-0.0347872758780527	0.831962499730216	RANDOM2_3_hBGm	-2.71241969903162	-2.74720697490968	0.909518325976253	NS
-0.0224432358187081	0.881836861875405	RANDOM2_2_hBGm	-2.4834798911015	-2.50592312692021	0.940140125470473	NS
