logFC	P.Value	tf	DMSO	LIF24	p_adjusted	sig
-0.99762985188839	2.01928480028651e-05	GRHL1	0.609293230898784	-0.388336620989606	0.000646171136091685	Downregulated
1.13679499606982	0.00571038995456491	STAT1	-2.74301624933972	-1.6062212532699	0.0706582714740318	NS
0.351381897344822	0.00607219520479961	ATF4	2.09377976272957	2.44516166007439	0.0706582714740318	NS
-0.392479504439578	0.025409322965523	RXRA	0.381596798548707	-0.0108827058908711	0.178418581816849	NS
-1.14314446088744	0.0264840082384385	THRB	-0.822921721679882	-1.96606618256732	0.178418581816849	NS
-0.586538267863207	0.0464144688206846	POU2F1	0.369873550611818	-0.216664717251389	0.270047818593074	NS
-0.899408477828345	0.0582616282639339	RANDOM2_3_minP	0.198442283987518	-0.700966193840826	0.291143786948877	NS
0.707574981263899	0.101072166481474	ATF2	-1.38594911196036	-0.67837413069646	0.392037494231172	NS
0.579420432429281	0.12959317962783	RANDOM2_1_minP	-0.507176625643292	0.0722438067859887	0.448322351144925	NS
0.443750266571427	0.195303572032083	RANDOM3_3_minP	-0.97427815507686	-0.530527888505433	0.543453417828404	NS
-0.343890864676581	0.237467973409099	RANDOM1_3_minP	-0.860542436782261	-1.20443330145884	0.614764591609532	NS
-0.394862690811303	0.212187024005827	RANDOM1_1_minP	-0.626127271018056	-1.02098996182936	0.577871044100975	NS
-0.359124054465739	0.240142418597474	RUNX2	-1.58971229640754	-1.94883635087328	0.614764591609532	NS
0.46008813890005	0.419280572868367	OTX1	-1.16101175582995	-0.700923616929898	0.763752698902417	NS
0.22120715800908	0.315897502512292	ZFP42	-0.831133395930186	-0.609926237921106	0.682813233196246	NS
-0.352121965823681	0.258703378731117	ONECUT1	-1.75544998533208	-2.10757195115576	0.636808316876595	NS
-0.233141417030459	0.290969026860634	POU5F1::SOX2	2.51950279762087	2.28636138059042	0.682813233196246	NS
-0.232659600954291	0.427483088843322	PGR	-0.851891477155281	-1.08455107810957	0.763752698902417	NS
0.378638675194429	0.429610893132609	RANDOM2_2_minP	-2.1405724939499	-1.76193381875547	0.763752698902417	NS
-0.181690075143054	0.394608752241977	MYBL2	-0.948663462669953	-1.13035353781301	0.761975290896259	NS
0.435792493047471	0.398846441328511	GATA3	-1.49669578696766	-1.06090329392019	0.761975290896259	NS
-0.248437805090234	0.612117915239697	RARA	-1.39161878377952	-1.64005658886975	0.826324614279522	NS
0.329265700542341	0.46051685277271	AR	-0.459241839955245	-0.129976139412903	0.768745598943699	NS
0.110361105539358	0.657677168857985	FOXO1	-1.0337917166253	-0.923430611085946	0.84182677613822	NS
0.272203541949365	0.593954754350634	ETS2	0.0294392449724668	0.301642786921832	0.824105336145308	NS
0.00587718133902897	0.984851900971278	PPARA::RXRA	-1.51093096704327	-1.50505378570425	0.988405941782305	NS
0.0952198989074506	0.518579625773815	ZFX	-0.0210090815018823	0.0742108174055683	0.785376171246892	NS
0.0322671070165731	0.846794448613231	RANDOM3_2_minP	-0.584645130363903	-0.552378023347329	0.97385159338697	NS
0.176017614912435	0.628633465390001	NFIA	-1.92514483028969	-1.74912721537725	0.826324614279522	NS
0.0405329118211827	0.930777672531411	CEBPA	-1.48684064675291	-1.44630773493173	0.988405941782305	NS
0.0289539692261853	0.920333663934229	RANDOM1_2_minP	-1.49921852009259	-1.47026455086641	0.988405941782305	NS
-0.0366274100686756	0.873119880989657	ATF6	0.258753506771571	0.222126096702896	0.980345129532246	NS
0.0394061867214351	0.859728359786934	NFAT5	-0.831965336132145	-0.79255914941071	0.97385159338697	NS
-0.104957744661199	0.477946012170627	RANDOM3_1_minP	-0.413573274145672	-0.518531018806871	0.768745598943699	NS
-2.29778186683311	1.93418645079225e-09	STAT4	-0.546654242997871	-2.84443610983098	8.25252885671358e-08	Downregulated
0.587676683011986	0.000123690842807726	REL	0.535634767473632	1.12331145048562	0.00316648557587779	Upregulated
0.567323849448761	0.00155199298998595	MEF2A	0.313741577909874	0.881065427358635	0.0248318878397752	NS
-1.41231627533851	0.00498320145973021	TCF7	1.56242615742635	0.150109882087834	0.0706582714740318	NS
0.328192448372901	0.00712411971743667	TEAD1	0.718268874751732	1.04646132312463	0.0759906103193245	NS
-0.280329977056105	0.0139171911435814	KLF4	0.483405016955718	0.203075039899613	0.131046942847728	NS
-1.00791280313094	0.0143332593739703	EGR1	-2.67024993001634	-3.67816273314728	0.131046942847728	NS
0.477092888063752	0.0170083294563421	GLI1	-2.64749090736484	-2.17039801930108	0.14513774469412	NS
-0.6895223511642	0.0248024820686164	RARA:RXRA	-1.56408083020083	-2.25360318136503	0.178418581816849	NS
0.397817875611515	0.0255999006189476	TP53	3.30707801558278	3.70489589119429	0.178418581816849	NS
-0.376583394448206	0.0421351466797489	SOX2	1.03954586439204	0.662962469943833	0.25682375119085	NS
-0.328353569727007	0.0404879900670988	NRF1	1.9537727848898	1.62541921516279	0.25682375119085	NS
-0.393926574677539	0.0557320581621757	RANDOM3_1_mCMV	-1.95290150832724	-2.34682808300478	0.291143786948877	NS
-0.428280467361304	0.0558407861117681	POU5F1	-0.902801770889387	-1.33108223825069	0.291143786948877	NS
-0.398335363866176	0.0591385817239906	FOS::JUN	0.29177713401693	-0.106558229849245	0.291143786948877	NS
-0.375017572755108	0.0737823286193436	SMAD2::SMAD3::SMAD4	-2.04917851659794	-2.42419608935304	0.31857278348172	NS
-0.399384429634678	0.0769365432104423	CLOCK	0.591794121123385	0.192409691488708	0.31857278348172	NS
-0.475480331776162	0.077154345999479	NR4A2::RXRA	0.83588196939209	0.360401637615928	0.31857278348172	NS
-0.52374212390943	0.107579473923768	HNF1A	-0.737586278672564	-1.26132840258199	0.405005078301245	NS
-0.297611706802626	0.136154737313748	NR1H4::RXRA	-1.77391262125342	-2.07152432805605	0.452935337312247	NS
0.513440964071889	0.162318332856584	RANDOM2_3_mCMV	-3.3744406282641	-2.86099966419221	0.472198786491881	NS
-0.511946719330789	0.144329355091546	NR1I3	-2.28522144500719	-2.79716816433798	0.452935337312247	NS
-0.646402233547858	0.143236528224772	IRF1	-2.04441143666397	-2.69081367021182	0.452935337312247	NS
-0.451930015427365	0.148380274288973	HSF1	-2.34558152487275	-2.79751154030012	0.452935337312247	NS
-0.400752525508872	0.191619356790861	STAT1::STAT2	-2.72833611949141	-3.12908864500028	0.543453417828404	NS
-0.306137016034605	0.248749242360982	AHR::ARNT	-2.18336326559886	-2.48950028163347	0.624311823964817	NS
-0.405835699526315	0.288389953899925	RANDOM3_2_mCMV	-1.66560799706221	-2.07144369658853	0.682813233196246	NS
0.176964677910692	0.318541631399412	E2F1	0.476332906853326	0.653297584764018	0.682813233196246	NS
