logFC	P.Value	tf	DMSO	FS_4h	p_adjusted	sig
0.623979699482893	0.000167019472529001	ATF2	0.306747104520749	0.930726804003642	0.00179545932968676	Upregulated
0.849252189362671	0.0056172186022999	THRB	-1.21591984020176	-0.366667650839086	0.0362310599848343	NS
0.601346497117581	0.00792833196944429	MYBL2	-2.27956513232739	-1.67821863520981	0.0409101929623325	NS
0.627457777482478	0.00830379587992567	ATF6	-1.89319995613575	-1.26574217865327	0.0411996026350158	NS
0.376926220301122	0.00745482212641411	POU2F1	-0.120047978332812	0.25687824196831	0.0400696689294759	NS
0.708286225679544	0.0105183950405561	NFIA	-1.83901134113982	-1.13072511546027	0.0484597485797047	NS
0.460130422626102	0.0183717913353861	RANDOM1_3_minP	-2.22929518515107	-1.76916476252496	0.0740612838207751	NS
0.422665198380376	0.0208546879970951	PGR	-2.00844557752585	-1.58578037914547	0.080757011759883	NS
0.447848274755205	0.0212847937971785	ATF4	1.27699516168756	1.72484343644276	0.080757011759883	NS
0.453570002839232	0.0255743010974389	OTX1	-2.35032180334968	-1.89675180051045	0.0924618675066147	NS
-0.241462803679868	0.0569862380786058	ELK1_A	3.71543130273336	3.47396849905349	0.183780617803504	NS
0.448992059438856	0.0648641181661425	RUNX2	-1.60880834106139	-1.15981628162253	0.20041979779218	NS
0.276960035696661	0.102079039668341	RANDOM1_2_minP	-1.94046275358253	-1.66350271788587	0.253234540715693	NS
0.343590859305422	0.15385662266024	RANDOM2_2_minP	-1.97772433018834	-1.63413347088292	0.305346220356476	NS
0.301327285567696	0.142868057949139	AHR::ARNT	-1.14411828441327	-0.842790998845578	0.303350380950663	NS
-0.261796965378216	0.1253165652106	ETS2	3.13605588771118	2.87425892233296	0.293924307493952	NS
0.286364907838536	0.137213323514776	SREBF1	-1.96881644903381	-1.68245154119527	0.303350380950663	NS
0.277003253537491	0.142327660008731	WT1	-1.71576883962402	-1.43876558608653	0.303350380950663	NS
0.342868087426799	0.158690332567653	NR1I3	-1.862889828257	-1.52002174083021	0.305538103003391	NS
0.273288707830588	0.149712145170508	RANDOM2_3_minP	-2.0533263264342	-1.78003761860361	0.303350380950663	NS
0.382175310446112	0.149955845531446	GRHL1	-1.90599593548098	-1.52382062503487	0.303350380950663	NS
0.327499996241228	0.184625545711972	ONECUT1	-1.6325643185024	-1.30506432226118	0.34693176348463	NS
0.252034622156338	0.195024026472327	RANDOM3_3_minP	-1.9396367049778	-1.68760208282146	0.359401420213288	NS
0.239382841322526	0.200742182560321	HIF1A	-2.06932313424136	-1.82994029291883	0.359663077087241	NS
0.259094750060382	0.185568152561546	RANDOM1_1_minP	-1.81748427235549	-1.5583895222951	0.34693176348463	NS
0.203021852492074	0.235463958468095	NR3C2	-1.62161805613304	-1.41859620364097	0.404998008565123	NS
0.244137798959786	0.353889523362344	RARA	-2.19009418725551	-1.94595638829573	0.544714121472588	NS
0.205061923028847	0.311325968549876	RANDOM2_1_minP	-1.98130237285018	-1.77624044982133	0.495815431394247	NS
0.167426105952006	0.333127398468838	RANDOM3_2_minP	-1.57747575509996	-1.41004964914795	0.524066273200977	NS
0.187063450136398	0.369344554997719	AR	-2.23714068967174	-2.05007723953534	0.550124400626186	NS
0.186125902277991	0.401299051511512	PPARA::RXRA	-1.8562532248765	-1.67012732259851	0.569906555793645	NS
0.186637153725603	0.559479902849557	STAT1	-1.34924368175644	-1.16260652803083	0.700707839491193	NS
0.138890546980579	0.421353794698271	ZFP42	-2.12235508124205	-1.98346453426147	0.572154100169232	NS
0.183505756598476	0.371014130654869	RANDOM3_1_minP	-1.81866450813937	-1.63515875154089	0.550124400626186	NS
0.207888620714067	0.417705114336336	RXRA	-2.05119803091551	-1.84330941020144	0.572154100169232	NS
-0.0703094153102824	0.617131758926684	GATA4	-0.692957458210775	-0.763266873521058	0.737129600940205	NS
0.0717935818312774	0.689502519753079	CEBPA	-1.10594623608046	-1.03415265424918	0.7941591522156	NS
2.20716228926846	2.55228874327956e-16	NR4A1	-2.06885094568386	0.138311343584606	1.64622623941531e-14	Upregulated
1.49842723749598	1.50109815142235e-13	STAT4	-1.88087840328213	-0.382451165786158	6.45472205111611e-12	Upregulated
1.10651114317229	5.97120365361322e-10	ESR1	-2.04549516957185	-0.938984026399564	1.28380878552684e-08	Upregulated
0.810439358286327	7.34798043293718e-07	XBP1	-0.969940817568791	-0.159501459282464	1.053210528721e-05	Upregulated
0.830074526839527	0.000111931451244799	CEBPB	-1.05517689335697	-0.225102366517442	0.00131265065550719	Upregulated
0.577431722696304	0.000100593851443997	FOS::JUN	2.06078459789832	2.63821632059463	0.00129766068362756	Upregulated
-0.395855899049239	0.000841275697524036	ELK1_B	2.75783477674705	2.36197887769781	0.0083480434600462	Downregulated
-0.334323854757239	0.00169835256051121	NRF1	2.92830909156759	2.59398523681035	0.0128874988415263	NS
-0.209320624269816	0.00133944461460156	TFEB	0.396461036212647	0.187140411942831	0.0110885092525567	NS
0.414953920188568	0.00224007912711813	POU5F1::SOX2	-1.30257959892977	-0.8876256787412	0.0160539004110132	NS
0.359797821972356	0.00953933163857284	THRA	-1.8267908342774	-1.46699301230504	0.0455768067176258	NS
0.258756844799612	0.0365706960403016	RBPJ	-2.07992320254134	-1.82116635774173	0.127503237545916	NS
0.199576633759883	0.049860502831695	FOSL1	-1.44184738301113	-1.24227074925125	0.164923201674068	NS
0.21407506953888	0.073789211088375	ESRRB	-2.52696808018699	-2.31289301064811	0.216336550690918	NS
0.267113613606685	0.0818665737006791	NFATC1	-1.87094708863331	-1.60383347502662	0.225914520072366	NS
0.251834766352571	0.0840414283885842	GLI1	-2.40850372768055	-2.15666896132798	0.225914520072366	NS
0.191649882148388	0.100306478513811	NR3C1	-2.33687033031375	-2.14522044816536	0.253234540715693	NS
0.172232963326979	0.117731507564106	RANDOM3_1_mCMV	-2.14060801985018	-1.9683750565232	0.281247490292031	NS
-0.172513588540694	0.139807479840758	GATA1	-2.47902067422826	-2.65153426276895	0.303350380950663	NS
-0.151940526612241	0.13017711371176	TP53	-0.3603702403216	-0.512310766933841	0.299872279800305	NS
0.1513564735774	0.15049941380498	NR1H4::RXRA	-2.17598551521973	-2.02462904164233	0.303350380950663	NS
0.193288282761717	0.144105450381674	NR1H2	-1.6297255316218	-1.43643724886008	0.303350380950663	NS
0.146612036434458	0.20023946924022	SOX2	-2.0495503283721	-1.90293829193764	0.359663077087241	NS
-0.15728550354504	0.216905889076624	TFCP2L1	-1.03485667057947	-1.19214217412451	0.383299447820336	NS
0.146113847655934	0.228684423588615	NR4A2::RXRA	-1.99468524563681	-1.84857139798088	0.398652576255828	NS
-0.157243063518556	0.309861766465874	E2F1	-1.79670386049942	-1.95394692401797	0.495815431394247	NS
0.114754139724236	0.261591712309703	MYC	-1.56488160092354	-1.4501274611993	0.444017511683575	NS
-0.125272524149659	0.270123587398497	REL	3.0562382937634	2.93096576961374	0.452544711355924	NS
-0.140485602140792	0.290398888513334	RANDOM1_2_mCMV	-1.77836754792277	-1.91885315006357	0.474195653395191	NS
-0.124639855177483	0.354697567470523	MAF::NFE2	2.91423437248479	2.78959451730731	0.544714121472588	NS
0.126648797993534	0.381431265181487	RANDOM3_3_mCMV	-2.26261356893866	-2.13596477094513	0.559143559186498	NS
0.102598551331149	0.407233597559054	RANDOM1_3_mCMV	-2.15111631889561	-2.04851776756446	0.571012327012152	NS
0.112510899624073	0.40202710524978	RANDOM2_3_mCMV	-2.19459813000992	-2.08208723038585	0.569906555793645	NS
-0.111115165918928	0.470793678520646	RANDOM2_1_mCMV	-1.92432541672623	-2.03544058264516	0.613458429587509	NS
0.125116801530727	0.429894284823246	RORA	-1.78683940524155	-1.66172260371082	0.577670445231237	NS
-0.0891466012010711	0.402018942948522	NR1I2	-1.85617767732169	-1.94532427852276	0.569906555793645	NS
0.105674414850891	0.411883204946485	KLF4	-2.06022046971656	-1.95454605486566	0.57132186492577	NS
0.0885415920525758	0.440562329236974	TCF7	-2.0166956740367	-1.92815408198412	0.579923882362956	NS
-0.0594608434631279	0.688308318164705	HNF4A	-1.92662151677649	-1.98608236023962	0.7941591522156	NS
0.0656250799482016	0.534968417416222	MTF1	0.574685943020613	0.640311022968815	0.683276493531611	NS
-0.0246847940457982	0.86926395336626	EGR1	-1.98239063659358	-2.00707543063938	0.911667073042663	NS
0.110646193420041	0.550917354843554	FOXA1	-2.00066779275542	-1.89002159933538	0.696748419360966	NS
0.0750256792414829	0.519153527789605	CLOCK	-1.60922573418384	-1.53420005494236	0.669708050848591	NS
0.0779584309216771	0.567077351612209	RANDOM2_2_mCMV	-2.05902410527427	-1.98106567435259	0.703394022672836	NS
-0.0689934474444646	0.590414046690935	TFAP2A	-2.01738046385719	-2.08637391130165	0.725365828791721	NS
0.0689184007284268	0.61303030582619	IRF1	-1.68539423542723	-1.6164758346988	0.737129600940205	NS
0.0829306587671835	0.600897796345529	HNF1A	-2.07878357067631	-1.99585291190913	0.731281280458239	NS
-0.0485362294686044	0.683158813279086	SRF	-1.39605166458514	-1.44458789405374	0.7941591522156	NS
-0.051742935188636	0.7114468204334	VDR::RXRA	-1.72406000762139	-1.77580294281003	0.798057737703553	NS
0.0615205915183935	0.649277182509069	TEAD1	-1.8752324161684	-1.81371182465001	0.768410610492384	NS
0.037257080968947	0.773073740057496	POU5F1	-1.34102309010593	-1.30376600913698	0.859711314374284	NS
0.051352660027266	0.709820215849432	SMAD2::SMAD3::SMAD4	-2.25577310909788	-2.20442044907062	0.798057737703553	NS
0.00812257295278795	0.946999289742234	ZFX	-2.03203235934121	-2.02390978638842	0.961912664383844	NS
0.026854978317852	0.82957336708762	RANDOM3_2_mCMV	-1.97554013820303	-1.94868515988518	0.899529296720729	NS
-0.0229152594238628	0.836171381293111	NFYA	-0.705258782860291	-0.728174042284154	0.899529296720729	NS
0.0192484134329379	0.898956157626607	PPARG::RXRA	-1.88289116809752	-1.86364275466458	0.928776989642885	NS
-0.0295802226539506	0.788043325770786	STAT1::STAT2	2.90734172446934	2.87776150181539	0.868868282260097	NS
-0.00266027041692394	0.983878189433571	GATA3	-1.82855114801602	-1.83121141843295	0.983878189433571	NS
-0.0346393755691456	0.848059570379571	NR5A2	-1.73078506145603	-1.76542443702518	0.899529296720729	NS
0.00336618882284281	0.978788737441863	NFAT5	-2.17889141922303	-2.17552523040019	0.983878189433571	NS
-0.0132201733771568	0.907177524767469	RANDOM1_1_mCMV	-2.31901324999604	-2.3322334233732	0.928776989642885	NS
-0.0211765031563228	0.905203343664291	RARA:RXRA	-1.85852793563416	-1.87970443879049	0.928776989642885	NS
0.0266508374165128	0.838044284439922	HSF1	-2.01586654048728	-1.98921570307077	0.899529296720729	NS
4.11113868553132	4.55287448351131e-27	CREB1	-1.27924372877531	2.83189495675602	5.87320808372959e-25	Upregulated
-1.20229225996401	1.84410656380017e-10	NFE2L2	2.62394125069849	1.42164899073448	5.54542452290571e-09	Downregulated
