logFC	P.Value	tf	DMSO	LIF1	p_adjusted	sig
0.575100577972532	0.0117787957971771	ONECUT1	-1.40517759254541	-0.830077014572873	0.379866164458962	NS
0.670737134550093	0.0154937269904102	RANDOM1_1_minP	-1.30324373871624	-0.632506604166145	0.399738156352584	NS
-0.299488325566039	0.0861945827425929	RXRA	0.902673669687639	0.6031853441216	0.709892979811474	NS
-0.523419568717997	0.099947573311269	ATF6	0.603467720782675	0.0800481520646779	0.758425703361982	NS
0.445681446460943	0.116050632910127	RANDOM2_1_minP	-1.47538130838971	-1.02969986192876	0.767024513433049	NS
-0.331308246938057	0.120014354756755	POU5F1::SOX2	2.72769936004637	2.39639111310831	0.767024513433049	NS
-0.486119207899105	0.184380487801756	ETS2	1.19757259922965	0.711453391330542	0.856605853241138	NS
0.261089911646954	0.238190077428532	NFAT5	-0.439639105165228	-0.178549193518275	0.902470035765118	NS
0.267684927570593	0.212491374447414	MYBL2	-1.00103108707987	-0.733346159509279	0.856605853241138	NS
-0.206327399737551	0.293611234405394	ATF4	2.3409763265725	2.13464892683495	0.918319072311947	NS
0.308405486827916	0.301609986279438	RANDOM1_2_minP	-1.25153331332884	-0.943127826500928	0.918319072311947	NS
0.210750183831446	0.306106357437316	ZFP42	-1.08517410637847	-0.874423922547024	0.918319072311947	NS
0.282182287908069	0.353196710004675	RANDOM1_3_minP	-1.32336600382464	-1.04118371591657	0.923016082670136	NS
0.263737138543447	0.513890820671078	PPARA::RXRA	-0.907009139506576	-0.643272000963129	0.932201579881635	NS
0.294388301969924	0.542203948756616	AR	-1.45741062854919	-1.16302232657926	0.932201579881635	NS
0.184480129824331	0.598363104767351	PGR	-0.936318674920401	-0.751838545096069	0.932201579881635	NS
0.147219637643957	0.384700528870076	ZFX	-0.496237302192528	-0.349017664548571	0.923016082670136	NS
0.150833384726252	0.600412810101588	GATA3	-1.24223584546366	-1.0914024607374	0.932201579881635	NS
-0.145479753947922	0.68244610518974	THRB	-0.658916315525219	-0.804396069473141	0.932201579881635	NS
-0.168943064300336	0.350413093138015	FOXO1	-0.728039666959689	-0.896982731260025	0.923016082670136	NS
-0.147567744710529	0.672237547595954	ATF2	-0.829547396573682	-0.977115141284211	0.932201579881635	NS
-0.116594330861119	0.766388620823377	STAT1	-2.0897634601061	-2.20635779096722	0.932680491379393	NS
-0.0873929405641748	0.74011303209979	RANDOM2_2_minP	-1.28878969059704	-1.37618263116121	0.932201579881635	NS
-0.141214408915093	0.757866963972847	RUNX2	-1.21252733081734	-1.35374173973243	0.932201579881635	NS
0.00117657432206066	0.996617422272956	RANDOM2_3_minP	-1.21139977658806	-1.210223202266	0.996617422272956	NS
-0.16845788116254	0.638459690863666	RARA	-2.52786091774062	-2.69631879890316	0.932201579881635	NS
-0.00329958456322216	0.98887604797551	OTX1	-1.00075734156424	-1.00405692612747	0.996601642100319	NS
-0.242909680198133	0.550339048408155	RANDOM3_2_minP	-0.700681469825813	-0.943591150023947	0.932201579881635	NS
-0.105568950693649	0.587081855535473	GRHL1	0.814009988769397	0.708441038075749	0.932201579881635	NS
-0.150550018254434	0.589168723257487	RANDOM3_3_minP	-0.697477472328228	-0.848027490582661	0.932201579881635	NS
0.0265126783806111	0.926551454550462	CEBPA	-1.24396101692006	-1.21744833853945	0.986010299900544	NS
-0.13012882713194	0.518638248524292	RANDOM3_1_minP	-0.624346042614463	-0.754474869746403	0.932201579881635	NS
-0.011079091309622	0.957518355891613	POU2F1	0.43029276091376	0.419213669604138	0.986010299900544	NS
-0.048573186382848	0.857324897103654	NFIA	-1.34176232283013	-1.39033550921298	0.978707603082499	NS
0.567104906475024	0.00604258505743845	HSF1	-2.31458408423789	-1.74747917776287	0.379866164458962	NS
-1.11599619706976	0.0206159295344142	RARA:RXRA	-0.263334761719125	-1.37933095878889	0.430357990178325	NS
0.509072943584667	0.0233527591569634	NR3C1	-2.78236645503505	-2.27329351145038	0.430357990178325	NS
-0.732948961290337	0.0356067019229146	VDR::RXRA	-1.86650771991198	-2.59945668120232	0.574158068506998	NS
