"reporter_id","promoter","library","gcf","cell","condition","stimulation","reference_condition","target","effect_size","off_target","tf","spacing","distance","background","commercial_reporter","neg_ctrls","hPGK","native_enhancer","rand_promoter","tf_target","reporter_activity_minP","reporter_dif_minP","reporter_activity_minP_gcf","reporter_activity_neg","reference_activity_gcf","reference_activity_minP"
"HSF1_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","10bp",3,"No","No","No","No","No",NA,7.27616863264524,NA,7.27616863264524,0.972976505454749,NA,NA
"HSF1_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","10bp",1,"No","No","No","No","No",0,0.883745695652512,-1.14574094855259,0.883745695652512,0.530266781615108,0.967444136853575,0.967444136853575
"HSF1_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","10bp",1,"No","No","No","No","No",NA,1.5161678943253,NA,1.5161678943253,1.23950111890687,NA,NA
"HSF1_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","10bp",2,"No","No","No","No","No",0,2.24840305024516,1.04834753709973,2.24840305024516,1.68847718427358,0.120553140126669,0.120553140126669
"HSF1_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","10bp",2,"No","No","No","No","No",NA,2.04459986686549,NA,2.04459986686549,3.54589085597603,NA,NA
"HSF1_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","10bp",3,"No","No","No","No","No",0,2.44680206522312,-0.452316342935915,2.44680206522312,1.89755890678459,1.74321374183138,1.74321374183138
"HSF1_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","10bp",3,"No","No","No","No","No",NA,1.67544074686932,NA,1.67544074686932,0.871464280922731,NA,NA
"HSF1_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","21bp",1,"No","No","No","No","No",0,3.39155640655641,-0.514405103224686,3.39155640655641,0.612634692655782,2.22474932722826,2.22474932722826
"HSF1_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","21bp",1,"No","No","No","No","No",NA,4.65350897366522,NA,4.65350897366522,1.79622333269268,NA,NA
"HSF1_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","21bp",2,"No","No","No","No","No",0,3.26480743394537,NA,3.26480743394537,1.02577314455824,NA,NA
"HSF1_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","21bp",2,"No","No","No","No","No",NA,1.41251289400255,NA,1.41251289400255,0.894815203335782,NA,NA
"HSF1_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","21bp",3,"No","No","No","No","No",0,1.91448455831608,-0.38204809247978,1.91448455831608,0.468974315836698,1.30279534113338,1.30279534113338
"HSF1_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","21bp",3,"No","No","No","No","No",NA,2.53126409265072,NA,2.53126409265072,1.19677685904629,NA,NA
"HSF1_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","21bp",1,"No","No","No","No","No",0,0.969568958086326,0.31290562546308,0.969568958086326,0.983996825722476,-0.357490210413152,-0.357490210413152
"HSF1_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","21bp",1,"No","No","No","No","No",NA,0.660499488027961,NA,0.660499488027961,0.445024454295732,NA,NA
"HSF1_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","21bp",2,"No","No","No","No","No",0,4.17706766917293,1.04012270255495,4.17706766917293,10.2063210505684,1.02236781302845,1.02236781302845
"HSF1_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","21bp",2,"No","No","No","No","No",NA,1.73496720116618,NA,1.73496720116618,1.19825718786924,NA,NA
"HSF1_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","21bp",3,"No","No","No","No","No",0,3.12196504631698,NA,3.12196504631698,1.20652345941806,NA,NA
"HSF1_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","21bp",3,"No","No","No","No","No",NA,2.16522821023299,NA,2.16522821023299,1.27537950008597,NA,NA
"HSF1_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","10bp","21bp",1,"No","No","No","No","Yes",0,0.724942574521143,NA,0.724942574521143,0.695093242480721,NA,NA
"HSF1_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","10bp","21bp",1,"No","No","No","No","Yes",NA,1.77701220756552,NA,1.77701220756552,1.08166156986787,NA,NA
"HSF1_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","10bp",1,"No","No","No","No","No",0,1.99959998006607,0.149575189108106,1.99959998006607,1.83461109613726,0.81225891466292,0.81225891466292
"HSF1_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","10bp",1,"No","No","No","No","No",NA,1.94729083107431,NA,1.94729083107431,0.941641486551217,NA,NA
"HSF1_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","10bp",2,"No","No","No","No","No",0,2.92859282118846,0.353993770652018,2.92859282118846,2.07904967123814,1.12453911887913,1.12453911887913
"HSF1_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","10bp",2,"No","No","No","No","No",NA,2.16712704121815,NA,2.16712704121815,0.818428349606681,NA,NA
"HSF1_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","10bp",3,"No","No","No","No","No",0,3.06768315135898,0.502137299558755,3.06768315135898,1.62037967163872,1.10454591658023,1.10454591658023
"HSF1_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","10bp",3,"No","No","No","No","No",NA,2.11090287029971,NA,2.11090287029971,1.5563308745501,NA,NA
"HSF1_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","10bp",1,"No","No","No","No","No",0,0.728932772965552,-0.501007277524084,0.728932772965552,0.394175647697312,0.0448649483802668,0.0448649483802668
"HSF1_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","10bp",1,"No","No","No","No","No",NA,1.11490312125557,NA,1.11490312125557,0.46255360054808,NA,NA
"HSF1_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","10bp",2,"No","No","No","No","No",0,2.33555220702266,0.150024656694164,2.33555220702266,2.61476599849544,1.0642859282406,1.0642859282406
"HSF1_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","10bp",2,"No","No","No","No","No",NA,2.07865451782341,NA,2.07865451782341,4.69804998226902,NA,NA
"HSF1_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","10bp",3,"No","No","No","No","No",0,2.52528233655621,-0.138735994988404,2.52528233655621,3.59653199944299,1.47487109095321,1.47487109095321
"HSF1_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","10bp",3,"No","No","No","No","No",NA,2.78347805106139,NA,2.78347805106139,1.73953890434419,NA,NA
"HSF1_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","21bp",1,"No","No","No","No","No",0,2.89328322849511,-0.356689540273799,2.89328322849511,4.3317298814908,1.885247777851,1.885247777851
"HSF1_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","21bp",1,"No","No","No","No","No",NA,3.76562570961554,NA,3.76562570961554,2.18623224926418,NA,NA
"HSF1_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","21bp",2,"No","No","No","No","No",0,2.19692266149839,-0.0205687779039669,2.19692266149839,0.549270552881546,1.10971364733283,1.10971364733283
"HSF1_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","21bp",2,"No","No","No","No","No",NA,2.17533366162439,NA,2.17533366162439,0.53631028268836,NA,NA
"HSF1_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","21bp",3,"No","No","No","No","No",0,2.01158870779433,-1.07321395990372,2.01158870779433,0.97912296748946,1.80586283513872,1.80586283513872
"HSF1_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","21bp",3,"No","No","No","No","No",NA,3.56215293895972,NA,3.56215293895972,2.72186950804353,NA,NA
"HSF1_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","21bp",1,"No","No","No","No","No",0,0.64321794363103,-2.15565028564058,0.64321794363103,0.562289973749265,1.51902984420168,1.51902984420168
"HSF1_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","21bp",1,"No","No","No","No","No",NA,2.3896595274758,NA,2.3896595274758,3.39058401752013,NA,NA
"HSF1_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","21bp",2,"No","No","No","No","No",0,0.776594926037388,NA,0.776594926037388,0.661879564582601,NA,NA
"HSF1_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","21bp",2,"No","No","No","No","No",NA,0.980619880774996,NA,0.980619880774996,1.25242641385074,NA,NA
"HSF1_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1","5bp","21bp",3,"No","No","No","No","No",0,1.28966376589362,-0.585059053623601,1.28966376589362,1.43869791400501,0.952054036708957,0.952054036708957
"HSF1_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1","5bp","21bp",3,"No","No","No","No","No",NA,1.68411905533194,NA,1.68411905533194,1.65204949651496,NA,NA
"HSF1_neg_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,3.64519480519481,NA,3.64519480519481,NA,NA,NA
"HSF1_neg_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,2.04886002886003,NA,2.04886002886003,NA,NA,NA
"HSF1_neg_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.997901785714286,NA,0.997901785714286,NA,NA,NA
"HSF1_neg_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,1.12027513227513,NA,1.12027513227513,NA,NA,NA
"HSF1_neg_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,4.37908303225597,NA,4.37908303225597,NA,NA,NA
"HSF1_neg_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,7.69029309203745,NA,7.69029309203745,NA,NA,NA
"HSF1_neg_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.66660580351793,NA,1.66660580351793,NA,NA,NA
"HSF1_neg_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,0.957452754436473,NA,0.957452754436473,NA,NA,NA
"HSF1_neg_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,1.2882260877143,NA,1.2882260877143,NA,NA,NA
"HSF1_neg_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.846627335960379,NA,0.846627335960379,NA,NA,NA
"HSF1_neg_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,1.45737201616924,NA,1.45737201616924,NA,NA,NA
"HSF1_neg_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,1.15494885709024,NA,1.15494885709024,NA,NA,NA
"HSF1_neg_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,5.54273015873016,NA,5.54273015873016,NA,NA,NA
"HSF1_neg_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,2.15227513227513,NA,2.15227513227513,NA,NA,NA
"HSF1_neg_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,2.80669313909774,NA,2.80669313909774,NA,NA,NA
"HSF1_neg_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,1.57855263157895,NA,1.57855263157895,NA,NA,NA
"HSF1_neg_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,3.47376623376623,NA,3.47376623376623,NA,NA,NA
"HSF1_neg_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,2.22917100130144,NA,2.22917100130144,NA,NA,NA
"HSF1_neg_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,0.985337485590406,NA,0.985337485590406,NA,NA,NA
"HSF1_neg_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,1.32236876798863,NA,1.32236876798863,NA,NA,NA
"HSF1_neg_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,0.409262813552226,NA,0.409262813552226,NA,NA,NA
"HSF1_neg_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,1.34900428555497,NA,1.34900428555497,NA,NA,NA
"HSF1_neg_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,2.58757094356275,NA,2.58757094356275,NA,NA,NA
"HSF1_neg_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,1.69771288474296,NA,1.69771288474296,NA,NA,NA
"HSF1_neg_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","10bp","21bp",1,"No","Yes","No","No","Yes",NA,1.04294291789385,NA,1.04294291789385,NA,NA,NA
"HSF1_neg_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","10bp","21bp",1,"No","Yes","No","No","Yes",NA,1.64285415796236,NA,1.64285415796236,NA,NA,NA
"HSF1_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,1.27859310185478,NA,1.27859310185478,NA,NA,NA
"HSF1_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,1.84647154017058,NA,1.84647154017058,NA,NA,NA
"HSF1_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.90436170212766,NA,1.90436170212766,NA,NA,NA
"HSF1_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,2.80471674188695,NA,2.80471674188695,NA,NA,NA
"HSF1_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.68812999581746,NA,1.68812999581746,NA,NA,NA
"HSF1_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.3483192778179,NA,1.3483192778179,NA,NA,NA
"HSF1_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,2.62356858130217,NA,2.62356858130217,NA,NA,NA
"HSF1_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,2.92293900995892,NA,2.92293900995892,NA,NA,NA
"HSF1_neg_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,0.889828758203172,NA,0.889828758203172,NA,NA,NA
"HSF1_neg_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,0.568560814035294,NA,0.568560814035294,NA,NA,NA
"HSF1_neg_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","HSF1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,0.801317413233036,NA,0.801317413233036,NA,NA,NA
"HSF1_neg_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"HSF1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,0.879057253309369,NA,0.879057253309369,NA,NA,NA
