"reporter_id","promoter","library","gcf","cell","condition","stimulation","reference_condition","target","effect_size","off_target","tf","spacing","distance","background","commercial_reporter","neg_ctrls","hPGK","native_enhancer","rand_promoter","tf_target","reporter_activity_minP","reporter_dif_minP","reporter_activity_minP_gcf","reporter_activity_neg","reference_activity_gcf","reference_activity_minP"
"XBP1_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","10bp",1,"No","No","No","No","No",0,42.3862296858697,0.126463572240357,42.3862296858697,33.4269931216991,5.14172161708758,5.14172161708758
"XBP1_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","10bp",1,"No","No","No","No","No",NA,35.6492216657417,NA,35.6492216657417,50.9966800089395,NA,NA
"XBP1_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","10bp",2,"No","No","No","No","No",0,44.9382824627817,0.278956947944679,44.9382824627817,29.0787040402353,5.18059851747438,5.18059851747438
"XBP1_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","10bp",2,"No","No","No","No","No",NA,36.3080275252486,NA,36.3080275252486,22.6071817301745,NA,NA
"XBP1_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","10bp",3,"No","No","No","No","No",0,55.9071816148251,0.124304314913042,55.9071816148251,29.1984738803373,5.62355242240454,5.62355242240454
"XBP1_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","10bp",3,"No","No","No","No","No",NA,49.3869253577346,NA,49.3869253577346,37.7800514917747,NA,NA
"XBP1_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","10bp",1,"No","No","No","No","No",0,27.1765565002176,0.596121085800637,27.1765565002176,13.9094446807101,4.16805753620539,4.16805753620539
"XBP1_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","10bp",1,"No","No","No","No","No",NA,18.8218606344816,NA,18.8218606344816,7.96246339786333,NA,NA
"XBP1_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","10bp",2,"No","No","No","No","No",0,21.6308987860753,0.363794042700256,21.6308987860753,30.0956479365822,4.06909789593032,4.06909789593032
"XBP1_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","10bp",2,"No","No","No","No","No",NA,18.3115652064324,NA,18.3115652064324,32.6527812566315,NA,NA
"XBP1_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","10bp",3,"No","No","No","No","No",0,24.8854256029062,0.458448195873617,24.8854256029062,16.1232108358557,4.1629337584981,4.1629337584981
"XBP1_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","10bp",3,"No","No","No","No","No",NA,18.459477362906,NA,18.459477362906,15.1507760351049,NA,NA
"XBP1_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","21bp",1,"No","No","No","No","No",0,46.4703285561497,0.008218300642715,46.4703285561497,78.9154683904446,5.47740069234973,5.47740069234973
"XBP1_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","21bp",1,"No","No","No","No","No",NA,44.5855706238859,NA,44.5855706238859,77.5568467232053,NA,NA
"XBP1_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","21bp",2,"No","No","No","No","No",0,22.8836025414984,0.260455894498517,22.8836025414984,15.2327387572274,4.21144523313484,4.21144523313484
"XBP1_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","21bp",2,"No","No","No","No","No",NA,18.5278483510729,NA,18.5278483510729,16.7385230639455,NA,NA
"XBP1_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","21bp",3,"No","No","No","No","No",0,33.5032505050505,0.16887627366485,33.5032505050505,28.9140098079544,4.86903607157249,4.86903607157249
"XBP1_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","21bp",3,"No","No","No","No","No",NA,29.2234487621311,NA,29.2234487621311,17.2605302793792,NA,NA
"XBP1_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","21bp",1,"No","No","No","No","No",0,13.9444702786296,0.383536727264641,13.9444702786296,NA,3.40623379605876,3.40623379605876
"XBP1_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","21bp",1,"No","No","No","No","No",NA,10.9666420021429,NA,10.9666420021429,8.98669246186586,NA,NA
"XBP1_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","21bp",2,"No","No","No","No","No",0,13.3231140954579,0.430965885750779,13.3231140954579,4.66912935479257,3.30432039048162,3.30432039048162
"XBP1_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","21bp",2,"No","No","No","No","No",NA,10.0763097524541,NA,10.0763097524541,6.47892172631017,NA,NA
"XBP1_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","21bp",3,"No","No","No","No","No",0,21.9280265160134,0.294237217706818,21.9280265160134,27.6924561169285,4.15710282953313,4.15710282953313
"XBP1_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","21bp",3,"No","No","No","No","No",NA,18.0997974860918,NA,18.0997974860918,23.1773366404416,NA,NA
"XBP1_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","10bp","21bp",1,"No","No","No","No","Yes",0,11.8602346745397,-0.132489232356236,11.8602346745397,7.72008059568271,3.6997580805586,3.6997580805586
"XBP1_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","10bp","21bp",1,"No","No","No","No","Yes",NA,13.0513202283154,NA,13.0513202283154,9.51075704257072,NA,NA
"XBP1_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","10bp",1,"No","No","No","No","No",0,24.6891273381151,0.069446646671347,24.6891273381151,33.7451791073498,4.43318318062142,4.43318318062142
"XBP1_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","10bp",1,"No","No","No","No","No",NA,21.691794798389,NA,21.691794798389,22.7757400040498,NA,NA
"XBP1_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","10bp",2,"No","No","No","No","No",0,25.2986233614593,0.18254774275318,25.2986233614593,16.7068637137376,4.42146219400761,4.42146219400761
"XBP1_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","10bp",2,"No","No","No","No","No",NA,21.4907990195913,NA,21.4907990195913,11.7762046055246,NA,NA
"XBP1_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","10bp",3,"No","No","No","No","No",0,14.3225546281738,0.22909986063544,14.3225546281738,6.66960593420529,3.56709179340015,3.56709179340015
"XBP1_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","10bp",3,"No","No","No","No","No",NA,11.8954093178806,NA,11.8954093178806,8.34215745843322,NA,NA
"XBP1_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","10bp",1,"No","No","No","No","No",0,12.3497610103176,0.0431178284248637,12.3497610103176,15.1722926385074,3.55652446508667,3.55652446508667
"XBP1_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","10bp",1,"No","No","No","No","No",NA,12.4846055628663,NA,12.4846055628663,23.2040247515863,NA,NA
"XBP1_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","10bp",2,"No","No","No","No","No",0,12.4078856154139,0.510691742250369,12.4078856154139,22.5824167033602,3.08800054340887,3.08800054340887
"XBP1_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","10bp",2,"No","No","No","No","No",NA,8.63970069448447,NA,8.63970069448447,6.64654179711012,NA,NA
"XBP1_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","10bp",3,"No","No","No","No","No",0,8.42495636525994,0.210168502947172,8.42495636525994,9.13072342109904,2.85508327545367,2.85508327545367
"XBP1_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","10bp",3,"No","No","No","No","No",NA,7.53311940385746,NA,7.53311940385746,9.92775442588429,NA,NA
"XBP1_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","21bp",1,"No","No","No","No","No",0,21.3679445459373,0.240467634668538,21.3679445459373,10.5845002387696,4.16432970868351,4.16432970868351
"XBP1_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","21bp",1,"No","No","No","No","No",NA,18.156006801668,NA,18.156006801668,3.34205546124105,NA,NA
"XBP1_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","21bp",2,"No","No","No","No","No",0,11.4300148277255,0.0976356166882142,11.4300148277255,3.94803087938267,3.33430781207076,3.33430781207076
"XBP1_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","21bp",2,"No","No","No","No","No",NA,10.0871302499063,NA,10.0871302499063,7.89665038235776,NA,NA
"XBP1_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","21bp",3,"No","No","No","No","No",0,13.205746067328,0.00667208016861198,13.205746067328,6.99061028685878,3.6422171306489,3.6422171306489
"XBP1_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","21bp",3,"No","No","No","No","No",NA,12.6300321987835,NA,12.6300321987835,3.97952383132817,NA,NA
"XBP1_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","21bp",1,"No","No","No","No","No",0,9.90507736209254,0.513977787785018,9.90507736209254,7.87557653281937,2.79279756694522,2.79279756694522
"XBP1_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","21bp",1,"No","No","No","No","No",NA,7.04706360613397,NA,7.04706360613397,11.9975822674777,NA,NA
"XBP1_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","21bp",2,"No","No","No","No","No",0,7.54785374486804,0.58104702545912,7.54785374486804,5.1668571867169,2.3258390300794,2.3258390300794
"XBP1_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","21bp",2,"No","No","No","No","No",NA,5.26351582740503,NA,5.26351582740503,5.55691134231538,NA,NA
"XBP1_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1","5bp","21bp",3,"No","No","No","No","No",0,9.30484526432218,0.323419901325787,9.30484526432218,15.6952484886684,2.84249725925261,2.84249725925261
"XBP1_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1","5bp","21bp",3,"No","No","No","No","No",NA,7.58069357118613,NA,7.58069357118613,5.95314476760388,NA,NA
"XBP1_neg_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.79599223780762,NA,1.79599223780762,NA,NA,NA
"XBP1_neg_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,0.698838064019764,NA,0.698838064019764,NA,NA,NA
"XBP1_neg_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,1.55078480495553,NA,1.55078480495553,NA,NA,NA
"XBP1_neg_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,1.53001606801794,NA,1.53001606801794,NA,NA,NA
"XBP1_neg_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,2.44297250999266,NA,2.44297250999266,NA,NA,NA
"XBP1_neg_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,1.35521686043425,NA,1.35521686043425,NA,NA,NA
"XBP1_neg_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,2.16954031263857,NA,2.16954031263857,NA,NA,NA
"XBP1_neg_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.66344381181087,NA,1.66344381181087,NA,NA,NA
"XBP1_neg_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.75776355495699,NA,0.75776355495699,NA,NA,NA
"XBP1_neg_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.605921862214557,NA,0.605921862214557,NA,NA,NA
"XBP1_neg_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,1.54592142181891,NA,1.54592142181891,NA,NA,NA
"XBP1_neg_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,0.924116274035301,NA,0.924116274035301,NA,NA,NA
"XBP1_neg_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,0.58994628559846,NA,0.58994628559846,NA,NA,NA
"XBP1_neg_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,0.552391878652748,NA,0.552391878652748,NA,NA,NA
"XBP1_neg_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,2.25453079273567,NA,2.25453079273567,NA,NA,NA
"XBP1_neg_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,1.16593941528572,NA,1.16593941528572,NA,NA,NA
"XBP1_neg_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,1.38606271777004,NA,1.38606271777004,NA,NA,NA
"XBP1_neg_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,1.70164634146341,NA,1.70164634146341,NA,NA,NA
"XBP1_neg_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,1.2936365762801,NA,1.2936365762801,NA,NA,NA
"XBP1_neg_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,2.77303060081815,NA,2.77303060081815,NA,NA,NA
"XBP1_neg_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,1.24874275898169,NA,1.24874275898169,NA,NA,NA
"XBP1_neg_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,0.845853038393084,NA,0.845853038393084,NA,NA,NA
"XBP1_neg_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,0.649272486772487,NA,0.649272486772487,NA,NA,NA
"XBP1_neg_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","10bp","21bp",1,"No","Yes","No","No","Yes",NA,1.58716864870937,NA,1.58716864870937,NA,NA,NA
"XBP1_neg_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","10bp","21bp",1,"No","Yes","No","No","Yes",NA,1.24364148407853,NA,1.24364148407853,NA,NA,NA
"XBP1_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,1.02150579150579,NA,1.02150579150579,NA,NA,NA
"XBP1_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,0.96435992124881,NA,0.96435992124881,NA,NA,NA
"XBP1_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.48584421318459,NA,1.48584421318459,NA,NA,NA
"XBP1_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.87252266970342,NA,1.87252266970342,NA,NA,NA
"XBP1_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,2.12206526157494,NA,2.12206526157494,NA,NA,NA
"XBP1_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.43609860483457,NA,1.43609860483457,NA,NA,NA
"XBP1_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","XBP1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,0.969326109522498,NA,0.969326109522498,NA,NA,NA
"XBP1_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"XBP1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,0.822188561351817,NA,0.822188561351817,NA,NA,NA
